"Rowid","min","median","max","mean"
119,0.00656879553571343,0.018855488859117,0.0530014038085938,0.0204047134778063
120,0.000718485855031759,0.00198932189960033,0.0573211647570133,0.00314594484215571
121,0.00310724461451173,0.00530099123716354,0.0216463916003704,0.008597569714766
122,0.01102873403579,0.01102873403579,0.01102873403579,0.01102873403579
123,0.0128544615581632,0.0128544615581632,0.0128544615581632,0.0128544615581632
124,0.00195875903591514,0.00339186657220125,0.0120141310617328,0.00448216471033028
125,0.00904533918946981,0.00905711762607098,0.00906889606267214,0.00905711762607098
126,0.0129922153428197,0.0129922153428197,0.0129922153428197,0.0129922153428197
127,0.000234692866797559,0.00104236009065062,0.0845600292086601,0.0213398637139977
128,0.000558562809601426,0.00253350008279085,0.0371412858366966,0.00367743175107147
129,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371
130,0.0093954773619771,0.0093954773619771,0.0093954773619771,0.0093954773619771
131,0.00251308246515691,0.00554809533059597,0.0264624319970608,0.00803725855228932
132,0.0174219105392694,0.0200016312301159,0.0203925222158432,0.0192720213284095
133,0.0109146228060126,0.013250186573714,0.0184819754213095,0.0143511922409137
134,0.0183188561350107,0.0183188561350107,0.0183188561350107,0.0183188561350107
135,0.0738719403743744,0.0738719403743744,0.0738719403743744,0.0738719403743744
136,0.0110436296090484,0.0125384796410799,0.0138791287317872,0.0124870793273052
137,0.00553029449656606,0.0152163812890649,0.0260872449725866,0.0161995341602181
138,0.00570808677002788,0.0115836719051003,0.055853646248579,0.0169606101965266
139,0.000321920495480299,0.00172953784931451,0.0189897082746029,0.00205706371628487
140,0.00452088797464967,0.0133856702595949,0.064947135746479,0.0139364783427919
141,0.00297060119919479,0.0093240374699235,0.0848919674754143,0.0132594116490765
142,0.00480081839486957,0.0107847508043051,0.0203457251191139,0.0119630665179681
143,0.0134127233177423,0.0134127233177423,0.0134127233177423,0.0134127233177423
144,0.00954097509384155,0.0158609733916819,0.0326438173651695,0.0189179067965597
145,0.00311165605671704,0.00789426849223673,0.0112707652151585,0.00732712249737233
146,0.00352376489900053,0.00728938635438681,0.0241467040032148,0.00867967492900789
147,0.000778922287281603,0.00535679189488292,0.0962924137711525,0.00699671752209472
148,0.00259141996502876,0.00584699842147529,0.0184500180184841,0.00744344862389632
149,0.0796253010630608,0.0796253010630608,0.0796253010630608,0.0796253010630608
150,0.00849068909883499,0.009094696957618,0.012276453897357,0.00973913422785699
151,0.0443248189985752,0.0725029893219471,0.0864536836743355,0.0689461203292012
152,0.0184655301272869,0.0218209587037563,0.0241364911198616,0.021277841925621
153,0.0111015010625124,0.0111145777627826,0.0111276544630527,0.0111145777627826
154,0.00269103120081127,0.0059978561475873,0.0186367072165012,0.00726405876761704
155,0.00531182112172246,0.0107084671035409,0.0259980037808418,0.0113028811091291
156,0.0111744832247496,0.0129517232999206,0.0129551254212856,0.0123604439819853
157,0.00183678779285401,0.00579841714352369,0.0428119748830795,0.00752605159640691
158,0.0224047061055899,0.0229486217722297,0.0234925374388695,0.0229486217722297
159,0.00802342500537634,0.00802342500537634,0.00802342500537634,0.00802342500537634
160,0.00422876048833132,0.00767669454216957,0.0106701385229826,0.00757579641261448
161,0.00616864720359445,0.0128731681033969,0.0219141654670238,0.0129469747034212
162,0.00623841257765889,0.0121424701064825,0.0127461208030581,0.0102170395664871
163,0.00297523266635835,0.0057873148471117,0.0286685135215521,0.0078542282770774
164,0.00162147369701415,0.0039996471023187,0.026535764336586,0.00598125301116004
165,0.00913106836378574,0.0163853410631418,0.0200024042278528,0.0149720150179097
166,0.0101341381669044,0.0101341381669044,0.0101341381669044,0.0101341381669044
167,0.00037494461867027,0.0115616102702916,0.203119292855263,0.0140664297145562
168,0.02380614541471,0.0483990646898746,0.0744030177593231,0.0490223880857229
169,0.00347988540306687,0.0087936669588089,0.0616627186536789,0.0182814808137229
170,0.00672561302781105,0.0132930567488074,0.026484701782465,0.0145981964758701
171,0.0261439569294453,0.0261439569294453,0.0261439569294453,0.0261439569294453
172,0.00927326548844576,0.0236784182488918,0.12103646248579,0.0414310978868833
173,0.00457456568256021,0.0080895449500531,0.0183162335306406,0.00993142505176365
174,0.0286056343466043,0.0349967963993549,0.0374245345592499,0.034278308507055
175,0.0255077462643385,0.0255077462643385,0.0255077462643385,0.0255077462643385
176,0.079693429172039,0.0885807611048222,0.0974680930376053,0.0885807611048222
177,0.0340023227035999,0.0340023227035999,0.0340023227035999,0.0340023227035999
178,0.00444480124861002,0.0111547498963773,0.0372696481645107,0.0126054472057149
179,0.00884342566132545,0.00932207331061363,0.0101955626159906,0.00945368719597658
180,0.00851469952613115,0.0137323257513344,0.0745334327220917,0.0212493457365781
181,0.00890457909554243,0.0139299407601357,0.0232667252421379,0.0141158850331392
182,0.194912597537041,0.194912597537041,0.194912597537041,0.194912597537041
183,0.0059451530687511,0.0182749042287469,0.0336845964193344,0.0187057428605234
184,0.0130152590572834,0.0248091807588935,0.0633743405342102,0.0306638338370249
185,0.0120930373668671,0.0120930373668671,0.0120930373668671,0.0120930373668671
186,0.00452760700136423,0.0108029111288488,0.0602842159569263,0.0145696399340522
187,0.00725746992975473,0.0153515441343188,0.0240772925317287,0.0152527599905928
188,0.00207213335670531,0.00304338335990906,0.0100035350769758,0.00424447168026947
189,0.0309816170483828,0.0320642031729221,0.0365853756666183,0.0332103986293077
190,0.018380094319582,0.0657990984618664,0.131172373890877,0.0679789974819869
191,0.00520287174731493,0.00822703819721937,0.0152710117399693,0.00893698801519349
192,0.00731462799012661,0.0137384161353111,0.041173692792654,0.0173838511109352
193,0.0202557109296322,0.0202557109296322,0.0202557109296322,0.0202557109296322
194,0.00436406349763274,0.0133240036666393,0.0622675530612469,0.0168261536618032
195,0.0221248790621758,0.0450881160795689,0.101287998259068,0.0528972022235394
196,0.0559195913374424,0.0570707134902477,0.0582218356430531,0.0570707134902477
197,0.0246707163751125,0.0251353625208139,0.0256000086665154,0.0251353625208139
198,0.0332917980849743,0.0332917980849743,0.0332917980849743,0.0332917980849743
199,0.00319621781818569,0.00610304903239012,0.0515822060406208,0.00787671739880282
200,0.0485042966902256,0.0485042966902256,0.0485042966902256,0.0485042966902256
201,0.0122898044064641,0.0213457141071558,0.0888982117176056,0.0292811804336675
202,0.00657848501577973,0.011834898032248,0.0432684235274792,0.0161781971215863
203,0.0437024347484112,0.0437024347484112,0.0437024347484112,0.0437024347484112
204,0.0885724872350693,0.0885724872350693,0.0885724872350693,0.0885724872350693
205,0.0596941970288754,0.0596941970288754,0.0596941970288754,0.0596941970288754
206,0.0556997694075108,0.0615286082029343,0.0650904923677444,0.0607729566593965
207,0.0101495794951916,0.0207007378339767,0.0262507554143667,0.0195250591263175
208,0.0164158176630735,0.0242293067276478,0.0512219704687595,0.0283826600228037
209,0.0177090037614107,0.0177090037614107,0.0177090037614107,0.0177090037614107
210,0.00524377496913075,0.0117511763237417,0.130523860454559,0.0250724612781778
211,0.0217699930071831,0.034983592107892,0.0444444045424461,0.0340453954413533
212,0.0485477522015572,0.0485477522015572,0.0485477522015572,0.0485477522015572
213,0.0649450644850731,0.0649450644850731,0.0649450644850731,0.0649450644850731
214,0.0331786163151264,0.0492534302175045,0.0531326122581959,0.0440759465098381
215,0.0144744357094169,0.0226314375177026,0.0398477278649807,0.0257016060641035
216,0.0129043338820338,0.0224160850048065,0.0423607006669044,0.0260761633722319
217,0.0100382100790739,0.0117206280119717,0.0128656253218651,0.0116597934005161
218,0.0109579674899578,0.0206929333508015,0.0470567084848881,0.0244769365526736
219,0.00697158882394433,0.00826050247997046,0.0168660897761583,0.00958917515041927
220,0.00736962351948023,0.0147415990941226,0.0372544825077057,0.0180928107292857
221,0.0149492220953107,0.0151520492509007,0.0153548764064908,0.0151520492509007
222,0.001397650456056,0.00510991597548127,0.0224850028753281,0.00637401110253523
223,0.0171038880944252,0.0206038560718298,0.0438268333673477,0.0253187804482877
224,0.0103772832080722,0.013960282318294,0.0157460831105709,0.0133612162123124
225,0.01723912358284,0.01723912358284,0.01723912358284,0.01723912358284
226,0.00619384087622166,0.0155869899317622,0.0632965639233589,0.0181401730924845
227,0.0423809140920639,0.0423809140920639,0.0423809140920639,0.0423809140920639
228,0.0053568659350276,0.0214173886924982,0.045755460858345,0.0208770888010887
229,0.00950475223362446,0.0175644960254431,0.0469087511301041,0.0200468138791621
230,0.0167712941765785,0.018675253726542,0.0205792132765055,0.018675253726542
231,0.00264594028703868,0.00449370825663209,0.0202095061540604,0.0067029692363576
232,0.0154761970043182,0.0154761970043182,0.0154761970043182,0.0154761970043182
233,0.0392313748598099,0.0392313748598099,0.0392313748598099,0.0392313748598099
234,0.0893512144684792,0.0893512144684792,0.0893512144684792,0.0893512144684792
235,0.00143905985169113,0.00989673752337694,0.137160211801529,0.0105874038335932
236,0.0873988270759583,0.0952349826693535,0.106198787689209,0.0962775324781736
237,0.0285404156893492,0.0292347520589828,0.0299290884286165,0.0292347520589828
238,0.00280747981742024,0.00827681645750999,0.022282050922513,0.00994562143459916
239,0.0130014661699533,0.0164697039872408,0.031954400241375,0.0192509026577075
240,0.00202993093989789,0.00626809475943446,0.0156638771295547,0.007332922399251
241,0.000934359733946621,0.00164691754616797,0.011690566316247,0.00264872566648674
242,0.0238903239369392,0.0238903239369392,0.0238903239369392,0.0238903239369392
243,0.0126276109367609,0.0182168483734131,0.0266081858426332,0.0190017100423574
244,0.0395736396312714,0.0403685346245766,0.0510919205844402,0.0436780316134294
245,0.000431680789915845,0.00178941374178976,0.0235635656863451,0.00241391078629543
246,0.00438875472173095,0.0114184692502022,0.0169839281588793,0.0112377522247178
247,0.0389356352388859,0.0810798332095146,0.178395926952362,0.091893230099231
248,0.0151660796254873,0.0151660796254873,0.0151660796254873,0.0151660796254873
249,0.0130147272720933,0.0130147272720933,0.0130147272720933,0.0130147272720933
250,0.000833871774375439,0.00319426273927093,0.017051700502634,0.00349971909550155
251,0.00534077687188983,0.00666220299899578,0.00770232873037457,0.00652462961152196
252,0.0204619728028774,0.0205094153061509,0.0205568578094244,0.0205094153061509
253,0.00802228134125471,0.0141379470005631,0.0981024876236916,0.0231065747074106
254,0.00417969562113285,0.00986689422279596,0.0209637023508549,0.0115372046296086
255,0.0154301496222615,0.0154301496222615,0.0154301496222615,0.0154301496222615
256,0.001724275178276,0.00575151713564992,0.0132838571444154,0.00535091663272504
257,0.0443164594471455,0.051315151154995,0.0845864191651344,0.0578832952305675
258,0.0129880914464593,0.0129880914464593,0.0129880914464593,0.0129880914464593
259,0.037407249212265,0.0571175627410412,0.0850166976451874,0.0549899138510227
260,0.0399835333228111,0.0399835333228111,0.0399835333228111,0.0399835333228111
261,0.00717080291360617,0.0165924727916718,0.0286183822900057,0.0171489337967201
262,0.0114761870354414,0.0115113416686654,0.0115464963018894,0.0115113416686654
263,0.0550480037927628,0.0682523623108864,0.0887028872966766,0.0706677511334419
264,0.0860436707735062,0.0906987264752388,0.111374132335186,0.0960388431946437
265,0.0532930307090282,0.0536111891269684,0.0539293475449085,0.0536111891269684
266,0.0815736576914787,0.0815736576914787,0.0815736576914787,0.0815736576914787
267,0.0148232467472553,0.029480429366231,0.0541542582213879,0.0307382277065986
268,0.087288461625576,0.087288461625576,0.087288461625576,0.087288461625576
269,0.0465362817049026,0.075020432472229,0.0827109143137932,0.0679633946468433
270,0.00236542196944356,0.0108909322880208,0.211876481771469,0.014646721167556
271,0.0320917293429375,0.0394617542624474,0.0590570122003555,0.0431532725691795
272,0.00978677440434694,0.0196193195879459,0.120077155530453,0.0312817121784274
273,0.00312298000790179,0.00630469713360071,0.0255618616938591,0.00784422376854045
274,0.0278233233839273,0.0278233233839273,0.0278233233839273,0.0278233233839273
275,0.0181959103792906,0.0208412688225508,0.0280720684677362,0.0221240406057664
276,0.00271675176918507,0.0152028789743781,0.156642377376556,0.0181152045621311
277,0.0235094875097275,0.0241736210882664,0.0248377546668053,0.0241736210882664
278,0.0138407871127129,0.014289032202214,0.0147372772917151,0.014289032202214
279,0.0228221546858549,0.0249464130029082,0.0269997753202915,0.0249286890029907
280,0.0478896461427212,0.0582890007644892,0.0686883553862572,0.0582890007644892
281,0.00603403244167566,0.0141484010964632,0.0199590884149075,0.0139415247572793
282,0.0189517568796873,0.0189517568796873,0.0189517568796873,0.0189517568796873
283,0.00428357860073447,0.00970801897346973,0.0230485927313566,0.0117588988117253
284,0.044358566403389,0.044358566403389,0.044358566403389,0.044358566403389
285,0.0405425056815147,0.0405425056815147,0.0405425056815147,0.0405425056815147
286,0.021033925935626,0.0512254908680916,0.135014846920967,0.0577077817999654
287,0.0723089799284935,0.0723089799284935,0.0723089799284935,0.0723089799284935
288,0.00674841227009892,0.015715831425041,0.0381536521017551,0.0147152940150012
289,0.0465402901172638,0.0465402901172638,0.0465402901172638,0.0465402901172638
290,0.0171066392213106,0.0223321998491883,0.0384026505053043,0.0254864385351539
291,0.00866599194705486,0.0294479746371508,0.149522304534912,0.032144480492159
292,0.0156108904629946,0.0382576789706945,0.122722983360291,0.0501002493417925
293,0.0484801083803177,0.0776587277650833,0.140350356698036,0.0820561839001519
294,0.00957598723471165,0.0253465585410595,0.0474546514451504,0.0258652829797938
295,0.000465862889541313,0.0058715739287436,0.0539327822625637,0.00637296950099914
296,0.208294093608856,0.208294093608856,0.208294093608856,0.208294093608856
297,0.00341023597866297,0.0202980469912291,0.128913670778275,0.0207438015441965
298,0.0106802871450782,0.0276473900303245,0.108110122382641,0.0376235191749098
299,0.0121257156133652,0.0121257156133652,0.0121257156133652,0.0121257156133652
300,0.0249794330447912,0.0251279454678297,0.0252764578908682,0.0251279454678297
301,0.211946293711662,0.211946293711662,0.211946293711662,0.211946293711662
302,0.00651678582653403,0.0220066858455539,0.0528811663389206,0.0221506998874247
303,0.00364085449837148,0.00570112164132297,0.0350046902894974,0.00905881282025283
304,0.0157078579068184,0.0202680891379714,0.0232190862298012,0.0198657806031406
305,0.00250578369013965,0.00956401415169239,0.0168738905340433,0.00930453993139728
306,0.0190245565026999,0.0275904918089509,0.076196163892746,0.0306425529609745
307,0.00744748907163739,0.0151943722739816,0.265178799629211,0.0213601960387086
308,0.00407997565343976,0.00795935373753309,0.0323945134878159,0.0114621002906682
309,0.10383328795433,0.10383328795433,0.10383328795433,0.10383328795433
310,0.0257403887808323,0.0536533631384373,0.0582024268805981,0.0458653929332892
311,0.00394942658022046,0.00795086938887835,0.0365764871239662,0.0121126071799819
312,0.00787797477096319,0.0132777313701808,0.035214975476265,0.0154789783293381
313,0.0107630398124456,0.0195554308593273,0.114186339080334,0.0331436458386873
314,0.0150722991675138,0.0240249624475837,0.118613019585609,0.0328900800086558
315,0.0312751419842243,0.0659318417310715,0.162888616323471,0.0719116638329896
316,0.0317311659455299,0.0317311659455299,0.0317311659455299,0.0317311659455299
317,0.0168652553111315,0.0335980355739594,0.110414072871208,0.0415986228734255
318,0.00445576198399067,0.0154445734806359,0.0799510776996613,0.0187151615854162
319,0.0223353486508131,0.057345312088728,0.151156708598137,0.06255953758955
320,0.0529571995139122,0.123435720801353,0.268867045640945,0.12846329169614
321,0.0172983109951019,0.0251772264018655,0.0367885641753674,0.0255547153453032
322,0.0072559411637485,0.0133458282798529,0.0208657030016184,0.0133355674999101
323,0.0641281083226204,0.0641281083226204,0.0641281083226204,0.0641281083226204
324,0.0350069627165794,0.0350069627165794,0.0350069627165794,0.0350069627165794
325,0.0147850634530187,0.0501888282597065,0.100528351962566,0.0534600961864704
326,0.0586814098060131,0.0962188541889191,0.157347172498703,0.0991966570062297
327,0.00355672207660973,0.00971612986177206,0.0703709572553635,0.0106563525329988
328,0.150652438402176,0.150652438402176,0.150652438402176,0.150652438402176
329,0.00416076090186834,0.00889419764280319,0.0311047341674566,0.00947334196418524
330,0.00377474632114172,0.00813972763717175,0.022795282304287,0.00891383626453933
331,0.0314733050763607,0.0314733050763607,0.0314733050763607,0.0314733050763607
332,0.04715720936656,0.048177681863308,0.0491981543600559,0.048177681863308
333,0.0133948037400842,0.0235839374363422,0.147021248936653,0.0318515876448956
334,0.154029220342636,0.154029220342636,0.154029220342636,0.154029220342636
335,0.0200179181993008,0.036758316680789,0.108968667685986,0.0420853133814839
336,0.0990649312734604,0.103537384420633,0.106664024293423,0.103200931102037
337,0.211486607789993,0.217039525508881,0.221584066748619,0.216703400015831
338,0.00649454863741994,0.0144240399822593,0.0729755759239197,0.0179868869868269
339,0.0016279179835692,0.0106889284215868,1.5423024892807,0.0676172123134646
340,0.126729503273964,0.126729503273964,0.126729503273964,0.126729503273964
341,0.00394844170659781,0.0196212213486433,0.308829367160797,0.022505956668886
342,0.0207941103726625,0.042672123759985,0.149264231324196,0.0611823469851956
343,0.0114767085760832,0.0199570776894689,0.0236316975206137,0.0187556403689086
344,0.192345976829529,0.192345976829529,0.192345976829529,0.192345976829529
345,0.010746126063168,0.0213299337774515,0.0359426662325859,0.0224541466062268
346,0.0118845766410232,0.0178129430860281,0.0435404367744923,0.0241486928002401
347,0.0751955285668373,0.0802481733262539,0.0853008180856705,0.0802481733262539
348,0.132333442568779,0.132333442568779,0.132333442568779,0.132333442568779
349,0.131354942917824,0.131354942917824,0.131354942917824,0.131354942917824
350,0.0178726688027382,0.0429088212549686,0.261310636997223,0.0789948631491926
351,0.00713267875835299,0.0211255494505167,0.0362121015787125,0.0179718734386067
352,0.0548542775213718,0.0705464333295822,0.0829300582408905,0.0694435896972815
353,0.0513856746256351,0.0513856746256351,0.0513856746256351,0.0513856746256351
354,0.0139404460787773,0.0319987162947655,0.0883636027574539,0.0370855845976621
355,0.00413693394511938,0.00504053593613207,0.00749426009133458,0.00539858127012849
356,0.0939150974154472,0.0942262969911098,0.0945374965667725,0.0942262969911098
357,0.00702824909240007,0.0193137172609568,0.103672929108143,0.0235274698049945
358,0.0332262143492699,0.0337152443826199,0.0375477857887745,0.0348297481735547
359,0.034907590597868,0.034907590597868,0.034907590597868,0.034907590597868
360,0.0138297127559781,0.0326455608010292,0.12538380920887,0.0422144663022008
361,0.00237422599457204,0.00924945157021284,0.0229246933013201,0.00950126708657653
362,0.0295045431703329,0.0571235846728086,0.141353219747543,0.0661409731954336
363,0.0364956334233284,0.037830974906683,0.0789348632097244,0.0509232301265001
364,0.0142873236909509,0.0256248014047742,0.0491348318755627,0.0279736350057647
365,0.0393747575581074,0.0982806235551834,0.140120983123779,0.0907268446277488
366,0.0127263171598315,0.0183749441057444,0.0187229849398136,0.0166080820684632
367,0.137447521090508,0.143146298825741,0.148845076560974,0.143146298825741
368,0.00517591554671526,0.0114158606156707,0.177444234490395,0.0227342883933007
369,0.0280855800956488,0.0280855800956488,0.0280855800956488,0.0280855800956488
370,0.0193081758916378,0.0194275733083487,0.0229121427983046,0.0205492973327637
371,0.0051970942877233,0.0188643932342529,0.259939104318619,0.0243383130891578
372,0.0247610248625278,0.0278500374406576,0.0316646695137024,0.0280314423143864
373,0.00600220309570432,0.0219956859946251,0.149945214390755,0.02703772473796
374,0.00804548524320126,0.0168015956878662,0.108327940106392,0.0235331098313679
