"layer","id","dist","id_neighbour"
1,680,28.2842712474619,1
1,684,22.3606797749979,1
1,687,30,692
1,692,30,687
1,699,40,1
1,703,22.3606797749979,1
1,705,22.3606797749979,1
1,711,36.0555127546399,511
1,717,20,1
1,717,20,729
1,718,31.6227766016838,1
1,720,50,150
1,723,50,412
1,724,31.6227766016838,717
1,729,20,717
1,731,28.2842712474619,1
1,735,44.7213595499958,729
1,737,50.9901951359278,741
1,740,30,412
1,741,50.9901951359278,737
1,748,36.0555127546399,1
1,754,40,1
1,768,110,1
1,779,44.7213595499958,1
1,788,40,1
1,788,40,793
1,789,31.6227766016838,801
1,791,58.309518948453,818
1,793,36.0555127546399,1
1,799,44.7213595499958,1
1,801,31.6227766016838,789
1,802,22.3606797749979,606
1,803,50,1
1,807,20,1
1,808,36.0555127546399,819
1,812,56.5685424949238,1
1,818,58.309518948453,791
1,819,36.0555127546399,808
1,825,36.0555127546399,511
1,828,22.3606797749979,1
1,836,42.4264068711929,1
1,839,63.2455532033676,1
1,844,28.2842712474619,1
1,854,53.851648071345,1
1,859,80,818
1,860,20,1
1,861,56.5685424949238,1
1,862,28.2842712474619,1
1,867,31.6227766016838,860
1,871,40,606
1,882,50,871
1,882,50,606
1,886,102.95630140987,908
1,890,58.309518948453,1
1,898,20,1
1,901,36.0555127546399,1
1,903,102.95630140987,920
1,908,31.6227766016838,1
1,916,28.2842712474619,1
1,919,31.6227766016838,920
1,920,31.6227766016838,919
1,926,50,606
1,934,20,1
1,935,64.0312423743285,1
1,936,22.3606797749979,412
1,938,44.7213595499958,807
1,944,20,945
1,945,20,944
1,947,60.8276253029822,1
1,951,100,425
1,955,50,1
1,963,28.2842712474619,969
1,964,22.3606797749979,1
1,966,22.3606797749979,1
1,967,40,1
1,969,28.2842712474619,963
1,970,20,992
1,970,20,1556
1,970,20,1561
1,981,64.0312423743285,1
1,987,20,992
1,989,42.4264068711929,1
1,992,20,970
1,992,20,987
1,1000,22.3606797749979,606
1,1001,42.4264068711929,1
1,1003,50,908
1,1005,53.851648071345,1017
1,1007,36.0555127546399,1
1,1011,101.980390271856,606
1,1011,101.980390271856,1045
1,1016,44.7213595499958,1
1,1017,22.3606797749979,1
1,1024,22.3606797749979,1
1,1025,36.0555127546399,1048
1,1027,20,1
1,1029,101.980390271856,920
1,1029,101.980390271856,966
1,1033,22.3606797749979,1206
1,1036,28.2842712474619,412
1,1040,28.2842712474619,412
1,1043,22.3606797749979,412
1,1045,20,1109
1,1048,36.0555127546399,1025
1,1058,31.6227766016838,1
1,1060,36.0555127546399,920
1,1066,30,970
1,1069,56.5685424949238,1025
1,1077,22.3606797749979,1
1,1078,22.3606797749979,1085
1,1083,31.6227766016838,1087
1,1085,22.3606797749979,1078
1,1087,31.6227766016838,1083
1,1088,22.3606797749979,1
1,1091,22.3606797749979,1
1,1100,42.4264068711929,1
1,1101,30,1
1,1102,30,1
1,1109,20,1045
1,1111,22.3606797749979,1
1,1117,80.6225774829855,1
1,1122,22.3606797749979,970
1,1129,22.3606797749979,1133
1,1132,36.0555127546399,1
1,1133,22.3606797749979,1129
1,1137,50,1145
1,1139,20,1
1,1141,28.2842712474619,1
1,1145,36.0555127546399,1149
1,1149,36.0555127546399,1168
1,1149,36.0555127546399,1145
1,1160,22.3606797749979,1
1,1162,370,1178
1,1168,22.3606797749979,1174
1,1174,22.3606797749979,1168
1,1174,22.3606797749979,1179
1,1177,31.6227766016838,1
1,1178,100.498756211209,1237
1,1179,22.3606797749979,1174
1,1180,20,1
1,1184,102.95630140987,1
1,1187,20,1233
1,1190,20,1
1,1194,63.2455532033676,1573
1,1206,22.3606797749979,1033
1,1212,20,1
1,1217,20,1
1,1220,22.3606797749979,1221
1,1221,22.3606797749979,1220
1,1229,36.0555127546399,1
1,1232,36.0555127546399,1187
1,1233,20,1187
1,1237,100.498756211209,1178
1,1244,80,908
1,1245,42.4264068711929,1269
1,1248,22.3606797749979,1311
1,1251,22.3606797749979,1187
1,1263,41.2310562561766,1187
1,1265,100.498756211209,412
1,1267,106.301458127346,1187
1,1268,44.7213595499958,1033
1,1269,42.4264068711929,1
1,1269,42.4264068711929,1245
1,1271,50.9901951359278,1263
1,1272,22.3606797749979,1
1,1275,20,1
1,1290,22.3606797749979,1
1,1291,40,1033
1,1298,131.529464379659,1315
1,1306,42.4264068711929,1310
1,1307,63.2455532033676,1
1,1310,42.4264068711929,1306
1,1311,22.3606797749979,1248
1,1313,22.3606797749979,1
1,1315,50.9901951359278,1324
1,1316,20,1406
1,1319,94.8683298050514,1085
1,1322,36.0555127546399,412
1,1324,36.0555127546399,1361
1,1326,78.1024967590665,1310
1,1329,80.6225774829855,1352
1,1330,70.7106781186548,1387
1,1331,28.2842712474619,1339
1,1337,50.9901951359278,1248
1,1338,31.6227766016838,1
1,1339,28.2842712474619,1331
1,1344,20,1479
1,1352,20,1656
1,1352,20,1532
1,1356,28.2842712474619,1
1,1359,20,1
1,1361,36.0555127546399,1324
1,1365,63.2455532033676,1
1,1367,22.3606797749979,1397
1,1369,30,1
1,1375,76.1577310586391,1418
1,1383,22.3606797749979,1396
1,1387,70.7106781186548,1330
1,1396,22.3606797749979,1383
1,1397,22.3606797749979,1367
1,1398,22.3606797749979,1397
1,1401,36.0555127546399,1
1,1403,60,1408
1,1405,36.0555127546399,1396
1,1406,20,1316
1,1408,60,1403
1,1411,40,1248
1,1413,30,1446
1,1416,22.3606797749979,1423
1,1418,76.1577310586391,1375
1,1422,42.4264068711929,1426
1,1423,22.3606797749979,1416
1,1426,40,1459
1,1427,104.403065089105,1248
1,1431,31.6227766016838,1443
1,1433,72.8010988928052,1472
1,1434,20,1
1,1437,30,1
1,1438,22.3606797749979,1316
1,1439,101.980390271856,1496
1,1439,101.980390271856,412
1,1443,31.6227766016838,1431
1,1446,30,1413
1,1450,22.3606797749979,1
1,1451,58.309518948453,1316
1,1455,42.4264068711929,1
1,1459,40,1426
1,1463,44.7213595499958,412
1,1467,100.498756211209,1484
1,1468,85.4400374531753,1085
1,1472,72.8010988928052,1433
1,1477,22.3606797749979,1
1,1478,22.3606797749979,1498
1,1479,20,1344
1,1480,28.2842712474619,1730
1,1484,22.3606797749979,1634
1,1488,31.6227766016838,1248
1,1489,70.7106781186548,1459
1,1490,50,1
1,1491,113.137084989848,1498
1,1496,22.3606797749979,1678
1,1497,28.2842712474619,1
1,1498,22.3606797749979,1529
1,1498,22.3606797749979,1478
1,1503,30,1
1,1508,31.6227766016838,1
1,1511,53.851648071345,1539
1,1522,20,1
1,1526,86.0232526704263,1398
1,1529,22.3606797749979,1498
1,1531,30,1
1,1532,20,1352
1,1534,40,1539
1,1538,28.2842712474619,1
1,1539,31.6227766016838,1563
1,1541,90,1
1,1546,28.2842712474619,1344
1,1548,50.9901951359278,1529
1,1549,30,970
1,1552,20,1568
1,1556,20,970
1,1559,53.851648071345,1
1,1561,20,970
1,1562,22.3606797749979,1552
1,1563,31.6227766016838,1539
1,1567,31.6227766016838,1546
1,1568,20,1552
1,1573,63.2455532033676,1194
1,1575,20,1
1,1576,31.6227766016838,1581
1,1579,22.3606797749979,1344
1,1581,30,1552
1,1588,22.3606797749979,1
1,1590,36.0555127546399,1
1,1592,22.3606797749979,1599
1,1597,44.7213595499958,1
1,1599,22.3606797749979,1592
1,1600,22.3606797749979,1568
1,1603,42.4264068711929,1608
1,1604,28.2842712474619,1
1,1605,28.2842712474619,1552
1,1608,42.4264068711929,1603
1,1609,50.9901951359278,1668
1,1610,31.6227766016838,1605
1,1614,56.5685424949238,1248
1,1622,53.851648071345,1599
1,1623,22.3606797749979,2597
1,1627,41.2310562561766,1352
1,1628,44.7213595499958,1
1,1629,90,1316
1,1630,67.0820393249937,1
1,1634,22.3606797749979,1484
1,1641,78.1024967590665,1484
1,1643,28.2842712474619,1
1,1647,30,1344
1,1647,30,1714
1,1654,92.1954445729289,1496
1,1656,20,1352
1,1659,28.2842712474619,1667
1,1660,100,1484
1,1663,50,1668
1,1667,28.2842712474619,1659
1,1668,50,1663
1,1672,72.1110255092798,1716
1,1675,67.0820393249937,1681
1,1676,28.2842712474619,1496
1,1678,22.3606797749979,1496
1,1679,116.619037896906,1720
1,1681,40,1
1,1684,31.6227766016838,1678
1,1690,31.6227766016838,1696
1,1691,22.3606797749979,1696
1,1692,44.7213595499958,1716
1,1696,22.3606797749979,1691
1,1699,102.95630140987,1681
1,1701,44.7213595499958,1
1,1704,28.2842712474619,1770
1,1706,53.851648071345,1742
1,1707,106.301458127346,1614
1,1710,36.0555127546399,1696
1,1714,30,1647
1,1715,102.95630140987,1723
1,1715,102.95630140987,1822
1,1716,44.7213595499958,1692
1,1720,84.8528137423857,1762
1,1721,41.2310562561766,1
1,1722,89.4427190999916,1764
1,1723,31.6227766016838,1945
1,1724,113.137084989848,1720
1,1730,28.2842712474619,1480
1,1731,20,1
1,1736,30,1480
1,1742,20,1759
1,1745,36.0555127546399,1
1,1747,22.3606797749979,1754
1,1748,20,1
1,1752,50.9901951359278,1742
1,1754,22.3606797749979,1747
1,1755,63.2455532033676,1757
1,1756,30,1480
1,1757,63.2455532033676,1755
1,1759,20,1742
1,1760,102.95630140987,1656
1,1761,42.4264068711929,1754
1,1762,22.3606797749979,1316
1,1763,102.95630140987,1
1,1764,89.4427190999916,1722
1,1766,70,1623
1,1768,22.3606797749979,1781
1,1770,28.2842712474619,1704
1,1771,36.0555127546399,1806
1,1772,36.0555127546399,1869
1,1774,72.8010988928052,1837
1,1775,44.7213595499958,1
1,1777,22.3606797749979,1788
1,1778,22.3606797749979,1794
1,1779,41.2310562561766,1835
1,1781,22.3606797749979,1768
1,1781,22.3606797749979,1795
1,1788,22.3606797749979,1777
1,1789,84.8528137423857,1716
1,1791,104.403065089105,1660
1,1793,50,1844
1,1794,20,1
1,1795,22.3606797749979,1781
1,1796,22.3606797749979,2025
1,1806,36.0555127546399,1771
1,1810,20,1951
1,1812,36.0555127546399,1795
1,1818,106.301458127346,1681
1,1821,50,1761
1,1822,41.2310562561766,1723
1,1825,22.3606797749979,1
1,1828,40,1316
1,1829,102.95630140987,1771
1,1829,102.95630140987,1903
1,1830,102.95630140987,1681
1,1835,41.2310562561766,1779
1,1837,50,1316
1,1844,50,1793
1,1845,42.4264068711929,1
1,1850,20,1958
1,1851,28.2842712474619,1875
1,1852,101.980390271856,1668
1,1855,94.339811320566,1897
1,1856,106.301458127346,1830
1,1859,22.3606797749979,1867
1,1861,50.9901951359278,1859
1,1863,28.2842712474619,2070
1,1864,41.2310562561766,1859
1,1867,22.3606797749979,1859
1,1868,70,1861
1,1869,36.0555127546399,1772
1,1874,50,1
1,1875,28.2842712474619,1851
1,1886,20,1
1,1891,86.0232526704263,1875
1,1894,78.1024967590665,1796
1,1896,308.706980808663,1812
1,1897,22.3606797749979,1940
1,1903,53.851648071345,2080
1,1910,106.301458127346,1723
1,1912,111.803398874989,1829
1,1918,50,1928
1,1924,30,1
1,1928,44.7213595499958,1981
1,1929,92.1954445729289,2026
1,1934,20,1
1,1936,50,1623
1,1940,22.3606797749979,1897
1,1942,50,1951
1,1943,101.980390271856,1991
1,1943,101.980390271856,1033
1,1945,31.6227766016838,1723
1,1946,30,1863
1,1951,20,1810
1,1956,41.2310562561766,1
1,1957,20,1964
1,1958,20,1850
1,1959,40,2015
1,1961,20,1
1,1964,20,1998
1,1964,20,1957
1,1965,22.3606797749979,1964
1,1966,102.95630140987,2018
1,1975,31.6227766016838,1957
1,1976,80.6225774829855,1
1,1978,30,1
1,1981,44.7213595499958,1928
1,1982,36.0555127546399,1983
1,1983,22.3606797749979,2228
1,1991,101.980390271856,1943
1,1992,90.5538513813742,2011
1,1998,20,1964
1,1999,40,1714
1,2001,20,2197
1,2001,20,2088
1,2011,90.5538513813742,1992
1,2015,30,2051
1,2018,36.0555127546399,2130
1,2021,28.2842712474619,1
1,2022,30,2040
1,2024,50.9901951359278,2250
1,2025,22.3606797749979,1796
1,2026,92.1954445729289,1929
1,2032,36.0555127546399,2039
1,2034,44.7213595499958,1796
1,2036,22.3606797749979,1850
1,2036,22.3606797749979,2395
1,2039,36.0555127546399,2032
1,2040,30,2022
1,2042,106.301458127346,2047
1,2044,31.6227766016838,1983
1,2047,28.2842712474619,2685
1,2047,28.2842712474619,3027
1,2049,60,2022
1,2050,40,1
1,2051,30,2015
1,2060,22.3606797749979,1
1,2062,101.980390271856,1
1,2064,42.4264068711929,1796
1,2070,28.2842712474619,1863
1,2072,22.3606797749979,1
1,2074,44.7213595499958,1850
1,2075,42.4264068711929,1484
1,2076,53.851648071345,2070
1,2077,22.3606797749979,2125
1,2079,40,1863
1,2080,53.851648071345,1903
1,2084,80,2122
1,2088,20,2001
1,2090,50.9901951359278,2079
1,2098,20,2100
1,2099,86.0232526704263,1
1,2100,20,2125
1,2100,20,2098
1,2106,50,1959
1,2110,50,2130
1,2113,20,2255
1,2121,30,2147
1,2122,20,2125
1,2124,22.3606797749979,2163
1,2125,20,2122
1,2125,20,2100
1,2126,60.8276253029822,2337
1,2128,41.2310562561766,2245
1,2129,22.3606797749979,2136
1,2130,36.0555127546399,2018
1,2132,50.9901951359278,1
1,2133,101.980390271856,1863
1,2136,22.3606797749979,2129
1,2141,114.017542509914,2113
1,2146,90.5538513813742,2178
1,2147,30,2191
1,2147,30,2121
1,2159,40,1
1,2163,22.3606797749979,2124
1,2171,72.8010988928052,1623
1,2178,80.6225774829855,2204
1,2180,70.7106781186548,2485
1,2188,67.0820393249937,2136
1,2190,64.0312423743285,1
1,2191,30,2147
1,2193,40,2418
1,2197,20,2001
1,2202,100.498756211209,2180
1,2202,100.498756211209,1903
1,2204,80.6225774829855,2178
1,2214,30,2229
1,2216,41.2310562561766,2228
1,2217,152.643375224737,2197
1,2218,28.2842712474619,1
1,2224,31.6227766016838,1983
1,2228,22.3606797749979,1983
1,2229,22.3606797749979,1
1,2231,30,2333
1,2236,22.3606797749979,2113
1,2238,22.3606797749979,2620
1,2240,70.7106781186548,2261
1,2242,31.6227766016838,2163
1,2243,50,2256
1,2244,36.0555127546399,2197
1,2245,31.6227766016838,2259
1,2248,101.980390271856,2746
1,2250,50.9901951359278,2024
1,2251,40,1623
1,2253,28.2842712474619,2277
1,2254,28.2842712474619,2036
1,2255,20,2113
1,2256,20,2437
1,2257,94.339811320566,2253
1,2258,98.9949493661167,1859
1,2259,31.6227766016838,2245
1,2260,50,1
1,2261,22.3606797749979,2270
1,2262,155.56349186104,1859
1,2267,40,1796
1,2268,20,2272
1,2270,22.3606797749979,2261
1,2272,20,2268
1,2274,36.0555127546399,2242
1,2275,53.851648071345,2256
1,2276,22.3606797749979,2270
1,2277,22.3606797749979,2284
1,2280,22.3606797749979,2283
1,2283,22.3606797749979,2280
1,2284,22.3606797749979,2293
1,2284,22.3606797749979,2277
1,2291,28.2842712474619,1
1,2293,22.3606797749979,2284
1,2293,22.3606797749979,2300
1,2296,28.2842712474619,2125
1,2298,41.2310562561766,1
1,2299,100.498756211209,1903
1,2299,100.498756211209,2047
1,2300,22.3606797749979,2293
1,2301,63.2455532033676,2296
1,2303,107.70329614269,1
1,2305,100,2350
1,2309,44.7213595499958,2036
1,2315,36.0555127546399,2300
1,2315,36.0555127546399,2323
1,2318,36.0555127546399,1
1,2323,36.0555127546399,2347
1,2323,36.0555127546399,2315
1,2325,31.6227766016838,1796
1,2333,30,2231
1,2337,60.8276253029822,2126
1,2338,101.980390271856,2367
1,2341,64.0312423743285,2197
1,2347,36.0555127546399,2323
1,2350,100,2305
1,2353,174.928556845359,2075
1,2356,44.7213595499958,2377
1,2361,22.3606797749979,2567
1,2361,22.3606797749979,2974
1,2366,22.3606797749979,2367
1,2367,22.3606797749979,2366
1,2371,102.95630140987,2361
1,2375,41.2310562561766,2380
1,2377,22.3606797749979,2383
1,2378,53.851648071345,2474
1,2380,41.2310562561766,2375
1,2383,22.3606797749979,2377
1,2384,20,2508
1,2385,28.2842712474619,2392
1,2392,28.2842712474619,2385
1,2393,60.8276253029822,2420
1,2395,22.3606797749979,2036
1,2396,36.0555127546399,2383
1,2399,85.4400374531753,1
1,2401,36.0555127546399,2422
1,2402,85.4400374531753,2106
1,2406,20,2438
1,2408,30,1
1,2409,56.5685424949238,2424
1,2410,28.2842712474619,2413
1,2411,53.851648071345,2256
1,2413,28.2842712474619,2410
1,2415,36.0555127546399,1
1,2416,28.2842712474619,2420
1,2418,40,2193
1,2419,101.980390271856,2188
1,2420,28.2842712474619,2416
1,2422,36.0555127546399,2401
1,2424,56.5685424949238,2409
1,2426,141.42135623731,2488
1,2427,78.1024967590665,2180
1,2428,28.2842712474619,1623
1,2433,44.7213595499958,2256
1,2435,20,2466
1,2436,60,2466
1,2437,20,2256
1,2438,20,2406
1,2447,22.3606797749979,1
1,2448,50.9901951359278,2465
1,2449,31.6227766016838,2455
1,2451,20,2573
1,2455,31.6227766016838,2449
1,2456,30,2451
1,2457,102.95630140987,1964
1,2460,20,2470
1,2465,22.3606797749979,2466
1,2466,20,2435
1,2468,30,2113
1,2470,20,2460
1,2472,20,2497
1,2473,113.137084989848,2406
1,2474,53.851648071345,2378
1,2477,22.3606797749979,1
1,2479,44.7213595499958,2541
1,2485,44.7213595499958,2596
1,2488,28.2842712474619,2472
1,2495,64.0312423743285,2518
1,2497,20,2472
1,2500,56.5685424949238,2539
1,2502,36.0555127546399,1
1,2504,50,2125
1,2505,40,2679
1,2508,20,2384
1,2517,58.309518948453,2361
1,2518,40,2523
1,2518,40,2638
1,2519,42.4264068711929,2531
1,2520,20,1
1,2523,40,2518
1,2526,92.1954445729289,2523
1,2527,181.107702762748,2577
1,2531,42.4264068711929,2519
1,2538,70,1
1,2539,56.5685424949238,2500
1,2541,44.7213595499958,2479
1,2543,100.498756211209,1903
1,2551,44.7213595499958,1
1,2554,242.074368738204,2473
1,2556,22.3606797749979,2560
1,2558,20,2559
1,2559,20,2558
1,2560,22.3606797749979,2556
1,2565,22.3606797749979,2608
1,2567,22.3606797749979,2361
1,2568,100.498756211209,2505
1,2569,110.453610171873,2125
1,2572,50,1863
1,2573,20,2451
1,2577,22.3606797749979,2607
1,2584,90.5538513813742,2451
1,2588,70,2559
1,2589,22.3606797749979,2609
1,2594,100,2361
1,2595,70.7106781186548,2047
1,2596,44.7213595499958,2485
1,2597,22.3606797749979,2603
1,2601,101.980390271856,2756
1,2603,22.3606797749979,2597
1,2607,22.3606797749979,2577
1,2608,22.3606797749979,2565
1,2609,22.3606797749979,2589
1,2611,44.7213595499958,2615
1,2612,44.7213595499958,2238
1,2615,22.3606797749979,2617
1,2617,22.3606797749979,2615
1,2620,22.3606797749979,2238
1,2622,31.6227766016838,2607
1,2623,245.153013442625,2554
1,2635,101.980390271856,2746
1,2638,40,2518
1,2639,85.4400374531753,2422
1,2642,28.2842712474619,1
1,2643,41.2310562561766,2671
1,2645,50.9901951359278,2622
1,2649,104.403065089105,2713
1,2649,104.403065089105,2638
1,2654,36.0555127546399,2834
1,2667,67.0820393249937,2685
1,2670,50,2701
1,2671,41.2310562561766,2643
1,2672,60,2780
1,2673,22.3606797749979,2743
1,2674,36.0555127546399,1
1,2679,40,2505
1,2681,31.6227766016838,1
1,2683,70,2643
1,2685,28.2842712474619,2047
1,2686,22.3606797749979,1
1,2687,22.3606797749979,2694
1,2690,60.8276253029822,1
1,2691,110,2759
1,2694,22.3606797749979,2687
1,2695,22.3606797749979,1
1,2696,30,2899
1,2698,53.851648071345,2715
1,2701,50,2670
1,2703,70.7106781186548,2698
1,2709,22.3606797749979,2823
1,2713,104.403065089105,2649
1,2714,22.3606797749979,2757
1,2715,53.851648071345,2698
1,2717,36.0555127546399,2957
1,2718,85.4400374531753,2488
1,2722,90.5538513813742,2792
1,2724,50,2709
1,2725,101.980390271856,2584
1,2726,20,2954
1,2726,20,3151
1,2727,20,1
