"layer","level","class","id","metric","value","areasqkm"
1,"patch",1,4249,"area",0.01,1e-04
1,"patch",1,4250,"area",0.01,1e-04
1,"patch",1,4251,"area",0.08,8e-04
1,"patch",1,4252,"area",0.09,9e-04
1,"patch",1,4253,"area",0.08,8e-04
1,"patch",1,4254,"area",12.89,0.1289
1,"patch",1,4255,"area",0.01,1e-04
1,"patch",1,4256,"area",0.1,0.001
1,"patch",1,4257,"area",0.21,0.0021
1,"patch",1,4258,"area",12.96,0.1296
1,"patch",1,4259,"area",0.01,1e-04
1,"patch",1,4260,"area",0.23,0.0023
1,"patch",1,4261,"area",0.01,1e-04
1,"patch",1,4262,"area",129.38,1.2938
1,"patch",1,4263,"area",3.11,0.0311
1,"patch",1,4264,"area",0.11,0.0011
1,"patch",1,4265,"area",0.06,6e-04
1,"patch",1,4266,"area",0.09,9e-04
1,"patch",1,4267,"area",0.01,1e-04
1,"patch",1,4268,"area",0.03,3e-04
1,"patch",1,4269,"area",0.42,0.0042
1,"patch",1,4270,"area",3.88,0.0388
1,"patch",1,4271,"area",2.1,0.021
1,"patch",1,4272,"area",0.06,6e-04
1,"patch",1,4273,"area",3.1,0.031
1,"patch",1,4274,"area",0.01,1e-04
1,"patch",1,4275,"area",2.45,0.0245
1,"patch",1,4276,"area",0.02,2e-04
1,"patch",1,4277,"area",2.25,0.0225
1,"patch",1,4278,"area",3.84,0.0384
1,"patch",1,4279,"area",0.06,6e-04
1,"patch",1,4280,"area",0.14,0.0014
1,"patch",1,4281,"area",0.01,1e-04
1,"patch",1,4282,"area",0.65,0.0065
1,"patch",1,4283,"area",0.34,0.0034
1,"patch",1,4284,"area",0.02,2e-04
1,"patch",1,4285,"area",0.01,1e-04
1,"patch",1,4286,"area",4.78,0.0478
1,"patch",1,4287,"area",0.67,0.0067
1,"patch",1,4288,"area",236.69,2.3669
1,"patch",1,4289,"area",0.06,6e-04
1,"patch",1,4290,"area",0.02,2e-04
1,"patch",1,4291,"area",0.21,0.0021
1,"patch",1,4292,"area",0.01,1e-04
1,"patch",1,4293,"area",0.01,1e-04
1,"patch",1,4294,"area",0.18,0.0018
1,"patch",1,4295,"area",0.3,0.003
1,"patch",1,4296,"area",1.47,0.0147
1,"patch",1,4297,"area",0.26,0.0026
1,"patch",1,4298,"area",0.01,1e-04
1,"patch",1,4299,"area",0.02,2e-04
1,"patch",1,4300,"area",0.22,0.0022
1,"patch",1,4301,"area",0.19,0.0019
1,"patch",1,4302,"area",0.08,8e-04
1,"patch",1,4303,"area",0.69,0.0069
1,"patch",1,4304,"area",0.67,0.0067
1,"patch",1,4305,"area",0.06,6e-04
1,"patch",1,4306,"area",0.01,1e-04
1,"patch",1,4307,"area",0.01,1e-04
1,"patch",1,4308,"area",0.14,0.0014
1,"patch",1,4309,"area",0.24,0.0024
1,"patch",1,4310,"area",0.05,5e-04
1,"patch",1,4311,"area",0.06,6e-04
1,"patch",1,4312,"area",4.42,0.0442
1,"patch",1,4313,"area",0.81,0.0081
1,"patch",1,4314,"area",0.02,2e-04
1,"patch",1,4315,"area",22.08,0.2208
1,"patch",1,4316,"area",0.01,1e-04
1,"patch",1,4317,"area",0.04,4e-04
1,"patch",1,4318,"area",0.01,1e-04
1,"patch",1,4319,"area",8.28,0.0828
1,"patch",1,4320,"area",0.86,0.0086
1,"patch",1,4321,"area",217.32,2.1732
1,"patch",1,4322,"area",0.13,0.0013
1,"patch",1,4323,"area",3.36,0.0336
1,"patch",1,4324,"area",0.08,8e-04
1,"patch",1,4325,"area",4.19,0.0419
1,"patch",1,4326,"area",0.26,0.0026
1,"patch",1,4327,"area",0.2,0.002
1,"patch",1,4328,"area",9.53,0.0953
1,"patch",1,4329,"area",35.79,0.3579
1,"patch",1,4330,"area",0.01,1e-04
1,"patch",1,4331,"area",4.94,0.0494
1,"patch",1,4332,"area",0.06,6e-04
1,"patch",1,4333,"area",0.01,1e-04
1,"patch",1,4334,"area",3.12,0.0312
1,"patch",1,4335,"area",0.44,0.0044
1,"patch",1,4336,"area",0.13,0.0013
1,"patch",1,4337,"area",0.02,2e-04
1,"patch",1,4338,"area",0.01,1e-04
1,"patch",1,4339,"area",0.01,1e-04
1,"patch",1,4340,"area",12.18,0.1218
1,"patch",1,4341,"area",0.15,0.0015
1,"patch",1,4342,"area",0.65,0.0065
1,"patch",1,4343,"area",0.13,0.0013
1,"patch",1,4344,"area",0.25,0.0025
1,"patch",1,4345,"area",0.16,0.0016
1,"patch",1,4346,"area",0.17,0.0017
1,"patch",1,4347,"area",0.06,6e-04
1,"patch",1,4348,"area",0.13,0.0013
1,"patch",1,4349,"area",0.01,1e-04
1,"patch",1,4350,"area",6.14,0.0614
1,"patch",1,4351,"area",0.02,2e-04
1,"patch",1,4352,"area",0.03,3e-04
1,"patch",1,4353,"area",0.79,0.0079
1,"patch",1,4354,"area",0.2,0.002
1,"patch",1,4355,"area",1.03,0.0103
1,"patch",1,4356,"area",0.02,2e-04
1,"patch",1,4357,"area",31.69,0.3169
1,"patch",1,4358,"area",0.06,6e-04
1,"patch",1,4359,"area",0.09,9e-04
1,"patch",1,4360,"area",0.02,2e-04
1,"patch",1,4361,"area",0.72,0.0072
1,"patch",1,4362,"area",0.29,0.0029
1,"patch",1,4363,"area",2.4,0.024
1,"patch",1,4364,"area",0.01,1e-04
1,"patch",1,4365,"area",0.03,3e-04
1,"patch",1,4366,"area",0.18,0.0018
1,"patch",1,4367,"area",0.11,0.0011
1,"patch",1,4368,"area",0.05,5e-04
1,"patch",1,4369,"area",0.48,0.0048
1,"patch",1,4370,"area",0.04,4e-04
1,"patch",1,4371,"area",0.06,6e-04
1,"patch",1,4372,"area",0.01,1e-04
1,"patch",1,4373,"area",1.5,0.015
1,"patch",1,4374,"area",0.01,1e-04
1,"patch",1,4375,"area",0.02,2e-04
1,"patch",1,4376,"area",0.12,0.0012
1,"patch",1,4377,"area",0.02,2e-04
1,"patch",1,4378,"area",0.1,0.001
1,"patch",1,4379,"area",0.01,1e-04
1,"patch",1,4380,"area",0.02,2e-04
1,"patch",1,4381,"area",0.14,0.0014
1,"patch",1,4382,"area",17.42,0.1742
1,"patch",1,4383,"area",0.71,0.0071
1,"patch",1,4384,"area",0.14,0.0014
1,"patch",1,4385,"area",0.05,5e-04
1,"patch",1,4386,"area",10.28,0.1028
1,"patch",1,4387,"area",14.97,0.1497
1,"patch",1,4388,"area",0.06,6e-04
1,"patch",1,4389,"area",15.41,0.1541
1,"patch",1,4390,"area",0.01,1e-04
1,"patch",1,4391,"area",3.24,0.0324
1,"patch",1,4392,"area",0.01,1e-04
1,"patch",1,4393,"area",0.01,1e-04
1,"patch",1,4394,"area",3.07,0.0307
1,"patch",1,4395,"area",0.01,1e-04
1,"patch",1,4396,"area",0.03,3e-04
1,"patch",1,4397,"area",0.18,0.0018
1,"patch",1,4398,"area",22.58,0.2258
1,"patch",1,4399,"area",0.12,0.0012
1,"patch",1,4400,"area",0.01,1e-04
1,"patch",1,4401,"area",0.01,1e-04
1,"patch",1,4402,"area",0.02,2e-04
1,"patch",1,4403,"area",0.07,7e-04
1,"patch",1,4404,"area",0.01,1e-04
1,"patch",1,4405,"area",10.26,0.1026
1,"patch",1,4406,"area",0.11,0.0011
1,"patch",1,4407,"area",0.92,0.0092
1,"patch",1,4408,"area",0.22,0.0022
1,"patch",1,4409,"area",0.07,7e-04
1,"patch",1,4410,"area",4.64,0.0464
1,"patch",1,4411,"area",0.01,1e-04
1,"patch",1,4412,"area",0.01,1e-04
1,"patch",1,4413,"area",1.37,0.0137
1,"patch",1,4414,"area",123.74,1.2374
1,"patch",1,4415,"area",0.14,0.0014
1,"patch",1,4416,"area",3.68,0.0368
1,"patch",1,4417,"area",0.09,9e-04
1,"patch",1,4418,"area",0.01,1e-04
1,"patch",1,4419,"area",0.05,5e-04
1,"patch",1,4420,"area",0.01,1e-04
1,"patch",1,4421,"area",0.04,4e-04
1,"patch",1,4422,"area",0.01,1e-04
1,"patch",1,4423,"area",0.34,0.0034
1,"patch",1,4424,"area",0.01,1e-04
1,"patch",1,4425,"area",0.01,1e-04
1,"patch",1,4426,"area",0.02,2e-04
1,"patch",1,4427,"area",49.53,0.4953
1,"patch",1,4428,"area",1.66,0.0166
1,"patch",1,4429,"area",0.01,1e-04
1,"patch",1,4430,"area",1.1,0.011
1,"patch",1,4431,"area",0.01,1e-04
1,"patch",1,4432,"area",4.74,0.0474
1,"patch",1,4433,"area",4.43,0.0443
1,"patch",1,4434,"area",0.01,1e-04
1,"patch",1,4435,"area",0.01,1e-04
1,"patch",1,4436,"area",26.13,0.2613
1,"patch",1,4437,"area",0.04,4e-04
1,"patch",1,4438,"area",0.01,1e-04
1,"patch",1,4439,"area",0.43,0.0043
1,"patch",1,4440,"area",3,0.03
1,"patch",1,4441,"area",4.36,0.0436
1,"patch",1,4442,"area",0.04,4e-04
1,"patch",1,4443,"area",0.96,0.0096
1,"patch",1,4444,"area",67.59,0.6759
1,"patch",1,4445,"area",0.36,0.0036
1,"patch",1,4446,"area",19.3,0.193
1,"patch",1,4447,"area",0.1,0.001
1,"patch",1,4448,"area",0.07,7e-04
1,"patch",1,4449,"area",0.01,1e-04
1,"patch",1,4450,"area",1.48,0.0148
1,"patch",1,4451,"area",0.07,7e-04
1,"patch",1,4452,"area",0.02,2e-04
1,"patch",1,4453,"area",19.96,0.1996
1,"patch",1,4454,"area",23.3,0.233
1,"patch",1,4455,"area",12.95,0.1295
1,"patch",1,4456,"area",0.13,0.0013
1,"patch",1,4457,"area",0.01,1e-04
1,"patch",1,4458,"area",2.79,0.0279
1,"patch",1,4459,"area",0.78,0.0078
1,"patch",1,4460,"area",0.22,0.0022
1,"patch",1,4461,"area",0.01,1e-04
1,"patch",1,4462,"area",1.41,0.0141
1,"patch",1,4463,"area",0.36,0.0036
1,"patch",1,4464,"area",0.01,1e-04
1,"patch",1,4465,"area",0.14,0.0014
1,"patch",1,4466,"area",0.01,1e-04
1,"patch",1,4467,"area",0.26,0.0026
1,"patch",1,4468,"area",0.01,1e-04
1,"patch",1,4469,"area",0.02,2e-04
1,"patch",1,4470,"area",0.01,1e-04
1,"patch",1,4471,"area",0.01,1e-04
1,"patch",1,4472,"area",0.04,4e-04
1,"patch",1,4473,"area",0.69,0.0069
1,"patch",1,4474,"area",115.01,1.1501
1,"patch",1,4475,"area",0.37,0.0037
1,"patch",1,4476,"area",0.01,1e-04
1,"patch",1,4477,"area",3.04,0.0304
1,"patch",1,4478,"area",0.01,1e-04
1,"patch",1,4479,"area",0.03,3e-04
1,"patch",1,4480,"area",0.01,1e-04
1,"patch",1,4481,"area",0.12,0.0012
1,"patch",1,4482,"area",0.26,0.0026
1,"patch",1,4483,"area",0.27,0.0027
1,"patch",1,4484,"area",0.05,5e-04
1,"patch",1,4485,"area",0.01,1e-04
1,"patch",1,4486,"area",0.25,0.0025
1,"patch",1,4487,"area",0.01,1e-04
1,"patch",1,4488,"area",0.04,4e-04
1,"patch",1,4489,"area",0.43,0.0043
1,"patch",1,4490,"area",0.06,6e-04
1,"patch",1,4491,"area",0.04,4e-04
1,"patch",1,4492,"area",0.02,2e-04
1,"patch",1,4493,"area",0.03,3e-04
1,"patch",1,4494,"area",28.38,0.2838
1,"patch",1,4495,"area",1.23,0.0123
1,"patch",1,4496,"area",0.05,5e-04
1,"patch",1,4497,"area",135.29,1.3529
1,"patch",1,4498,"area",0.33,0.0033
1,"patch",1,4499,"area",105.1,1.051
1,"patch",1,4500,"area",0.01,1e-04
1,"patch",1,4501,"area",0.06,6e-04
1,"patch",1,4502,"area",84.32,0.8432
1,"patch",1,4503,"area",0.11,0.0011
1,"patch",1,4504,"area",0.01,1e-04
1,"patch",1,4505,"area",0.07,7e-04
1,"patch",1,4506,"area",0.69,0.0069
1,"patch",1,4507,"area",164.84,1.6484
1,"patch",1,4508,"area",9.62,0.0962
1,"patch",1,4509,"area",0.46,0.0046
1,"patch",1,4510,"area",0.22,0.0022
1,"patch",1,4511,"area",0.11,0.0011
1,"patch",1,4512,"area",0.06,6e-04
1,"patch",1,4513,"area",0.08,8e-04
1,"patch",1,4514,"area",0.02,2e-04
1,"patch",1,4515,"area",0.39,0.0039
1,"patch",1,4516,"area",8.04,0.0804
1,"patch",1,4517,"area",0.01,1e-04
1,"patch",1,4518,"area",3.38,0.0338
1,"patch",1,4519,"area",0.22,0.0022
1,"patch",1,4520,"area",0.01,1e-04
1,"patch",1,4521,"area",0.01,1e-04
1,"patch",1,4522,"area",3.25,0.0325
1,"patch",1,4523,"area",0.01,1e-04
1,"patch",1,4524,"area",0.02,2e-04
1,"patch",1,4525,"area",6.82,0.0682
1,"patch",1,4526,"area",0.03,3e-04
1,"patch",1,4527,"area",0.01,1e-04
1,"patch",1,4528,"area",0.09,9e-04
1,"patch",1,4529,"area",0.16,0.0016
1,"patch",1,4530,"area",0.14,0.0014
1,"patch",1,4531,"area",0.02,2e-04
1,"patch",1,4532,"area",0.01,1e-04
1,"patch",1,4533,"area",0.03,3e-04
1,"patch",1,4534,"area",31.49,0.3149
1,"patch",1,4535,"area",1.14,0.0114
1,"patch",1,4536,"area",0.03,3e-04
1,"patch",1,4537,"area",0.21,0.0021
1,"patch",1,4538,"area",0.02,2e-04
1,"patch",1,4539,"area",74.16,0.7416
1,"patch",1,4540,"area",1.01,0.0101
1,"patch",1,4541,"area",0.06,6e-04
1,"patch",1,4542,"area",0.2,0.002
1,"patch",1,4543,"area",0.17,0.0017
1,"patch",1,4544,"area",0.03,3e-04
1,"patch",1,4545,"area",0.29,0.0029
1,"patch",1,4546,"area",0.81,0.0081
1,"patch",1,4547,"area",0.06,6e-04
1,"patch",1,4548,"area",932.86,9.3286
1,"patch",1,4549,"area",0.11,0.0011
1,"patch",1,4550,"area",0.04,4e-04
1,"patch",1,4551,"area",0.01,1e-04
1,"patch",1,4552,"area",0.02,2e-04
1,"patch",1,4553,"area",12.79,0.1279
1,"patch",1,4554,"area",0.12,0.0012
1,"patch",1,4555,"area",0.01,1e-04
1,"patch",1,4556,"area",0.09,9e-04
1,"patch",1,4557,"area",2.64,0.0264
1,"patch",1,4558,"area",0.06,6e-04
1,"patch",1,4559,"area",1.25,0.0125
1,"patch",1,4560,"area",0.07,7e-04
1,"patch",1,4561,"area",0.01,1e-04
1,"patch",1,4562,"area",3.47,0.0347
1,"patch",1,4563,"area",0.01,1e-04
1,"patch",1,4564,"area",0.01,1e-04
1,"patch",1,4565,"area",0.03,3e-04
1,"patch",1,4566,"area",0.03,3e-04
1,"patch",1,4567,"area",0.12,0.0012
1,"patch",1,4568,"area",176.43,1.7643
1,"patch",1,4569,"area",0.06,6e-04
1,"patch",1,4570,"area",0.06,6e-04
1,"patch",1,4571,"area",0.06,6e-04
1,"patch",1,4572,"area",0.1,0.001
1,"patch",1,4573,"area",0.22,0.0022
1,"patch",1,4574,"area",0.01,1e-04
1,"patch",1,4575,"area",0.02,2e-04
1,"patch",1,4576,"area",0.06,6e-04
1,"patch",1,4577,"area",0.31,0.0031
1,"patch",1,4578,"area",0.29,0.0029
1,"patch",1,4579,"area",0.03,3e-04
1,"patch",1,4580,"area",0.02,2e-04
1,"patch",1,4581,"area",239.17,2.3917
1,"patch",1,4582,"area",40.77,0.4077
1,"patch",1,4583,"area",0.18,0.0018
1,"patch",1,4584,"area",0.01,1e-04
1,"patch",1,4585,"area",1.78,0.0178
1,"patch",1,4586,"area",0.04,4e-04
1,"patch",1,4587,"area",0.02,2e-04
1,"patch",1,4588,"area",0.09,9e-04
1,"patch",1,4589,"area",0.07,7e-04
1,"patch",1,4590,"area",0.01,1e-04
1,"patch",1,4591,"area",0.74,0.0074
1,"patch",1,4592,"area",0.02,2e-04
1,"patch",1,4593,"area",0.23,0.0023
1,"patch",1,4594,"area",0.03,3e-04
1,"patch",1,4595,"area",0.03,3e-04
1,"patch",1,4596,"area",0.66,0.0066
1,"patch",1,4597,"area",0.01,1e-04
1,"patch",1,4598,"area",1.41,0.0141
1,"patch",1,4599,"area",0.1,0.001
1,"patch",1,4600,"area",1.16,0.0116
1,"patch",1,4601,"area",3.02,0.0302
1,"patch",1,4602,"area",0.01,1e-04
1,"patch",1,4603,"area",0.01,1e-04
1,"patch",1,4604,"area",0.02,2e-04
1,"patch",1,4605,"area",0.16,0.0016
1,"patch",1,4606,"area",0.01,1e-04
1,"patch",1,4607,"area",0.05,5e-04
1,"patch",1,4608,"area",0.13,0.0013
1,"patch",1,4609,"area",0.12,0.0012
1,"patch",1,4610,"area",0.1,0.001
1,"patch",1,4611,"area",0.08,8e-04
1,"patch",1,4612,"area",0.24,0.0024
1,"patch",1,4613,"area",0.02,2e-04
1,"patch",1,4614,"area",0.67,0.0067
1,"patch",1,4615,"area",17.13,0.1713
1,"patch",1,4616,"area",0.21,0.0021
1,"patch",1,4617,"area",0.5,0.005
1,"patch",1,4618,"area",0.01,1e-04
1,"patch",1,4619,"area",1.28,0.0128
1,"patch",1,4620,"area",0.12,0.0012
1,"patch",1,4621,"area",219.01,2.1901
1,"patch",1,4622,"area",0.01,1e-04
1,"patch",1,4623,"area",34.45,0.3445
1,"patch",1,4624,"area",0.01,1e-04
1,"patch",1,4625,"area",0.03,3e-04
1,"patch",1,4626,"area",0.01,1e-04
1,"patch",1,4627,"area",0.01,1e-04
1,"patch",1,4628,"area",0.02,2e-04
1,"patch",1,4629,"area",0.03,3e-04
1,"patch",1,4630,"area",37.15,0.3715
1,"patch",1,4631,"area",0.63,0.0063
1,"patch",1,4632,"area",0.06,6e-04
1,"patch",1,4633,"area",0.6,0.006
1,"patch",1,4634,"area",3.33,0.0333
1,"patch",1,4635,"area",4.04,0.0404
1,"patch",1,4636,"area",5.05,0.0505
1,"patch",1,4637,"area",0.02,2e-04
1,"patch",1,4638,"area",0.09,9e-04
1,"patch",1,4639,"area",0.23,0.0023
1,"patch",1,4640,"area",0.02,2e-04
1,"patch",1,4641,"area",22.02,0.2202
1,"patch",1,4642,"area",0.04,4e-04
1,"patch",1,4643,"area",31.23,0.3123
1,"patch",1,4644,"area",0.04,4e-04
1,"patch",1,4645,"area",1.13,0.0113
1,"patch",1,4646,"area",0.12,0.0012
1,"patch",1,4647,"area",0.04,4e-04
1,"patch",1,4648,"area",0.1,0.001
1,"patch",1,4649,"area",0.07,7e-04
1,"patch",1,4650,"area",0.07,7e-04
1,"patch",1,4651,"area",0.1,0.001
1,"patch",1,4652,"area",0.01,1e-04
1,"patch",1,4653,"area",0.01,1e-04
1,"patch",1,4654,"area",0.08,8e-04
1,"patch",1,4655,"area",0.29,0.0029
1,"patch",1,4656,"area",0.3,0.003
1,"patch",1,4657,"area",0.02,2e-04
1,"patch",1,4658,"area",0.23,0.0023
1,"patch",1,4659,"area",12.21,0.1221
1,"patch",1,4660,"area",2.05,0.0205
1,"patch",1,4661,"area",0.01,1e-04
1,"patch",1,4662,"area",0.8,0.008
1,"patch",1,4663,"area",310.07,3.1007
1,"patch",1,4664,"area",85.13,0.8513
1,"patch",1,4665,"area",0.27,0.0027
1,"patch",1,4666,"area",0.01,1e-04
1,"patch",1,4667,"area",0.87,0.0087
1,"patch",1,4668,"area",0.07,7e-04
1,"patch",1,4669,"area",0.01,1e-04
1,"patch",1,4670,"area",0.01,1e-04
1,"patch",1,4671,"area",0.18,0.0018
1,"patch",1,4672,"area",0.01,1e-04
1,"patch",1,4673,"area",1.33,0.0133
1,"patch",1,4674,"area",0.27,0.0027
1,"patch",1,4675,"area",0.01,1e-04
1,"patch",1,4676,"area",0.01,1e-04
1,"patch",1,4677,"area",0.01,1e-04
1,"patch",1,4678,"area",0.24,0.0024
1,"patch",1,4679,"area",0.09,9e-04
1,"patch",1,4680,"area",0.13,0.0013
1,"patch",1,4681,"area",0.02,2e-04
1,"patch",1,4682,"area",0.03,3e-04
1,"patch",1,4683,"area",0.01,1e-04
1,"patch",1,4684,"area",4.61,0.0461
1,"patch",1,4685,"area",0.07,7e-04
1,"patch",1,4686,"area",2.18,0.0218
1,"patch",1,4687,"area",0.4,0.004
1,"patch",1,4688,"area",0.04,4e-04
1,"patch",1,4689,"area",0.19,0.0019
1,"patch",1,4690,"area",0.2,0.002
1,"patch",1,4691,"area",0.13,0.0013
1,"patch",1,4692,"area",10.61,0.1061
1,"patch",1,4693,"area",20.17,0.2017
1,"patch",1,4694,"area",0.03,3e-04
1,"patch",1,4695,"area",0.01,1e-04
1,"patch",1,4696,"area",85.82,0.8582
1,"patch",1,4697,"area",0.01,1e-04
1,"patch",1,4698,"area",0.14,0.0014
1,"patch",1,4699,"area",0.34,0.0034
1,"patch",1,4700,"area",0.14,0.0014
1,"patch",1,4701,"area",0.11,0.0011
1,"patch",1,4702,"area",0.01,1e-04
1,"patch",1,4703,"area",0.06,6e-04
1,"patch",1,4704,"area",0.18,0.0018
1,"patch",1,4705,"area",0.02,2e-04
1,"patch",1,4706,"area",0.07,7e-04
1,"patch",1,4707,"area",0.15,0.0015
1,"patch",1,4708,"area",0.01,1e-04
1,"patch",1,4709,"area",1.49,0.0149
1,"patch",1,4710,"area",3.91,0.0391
1,"patch",1,4711,"area",0.01,1e-04
1,"patch",1,4712,"area",7.3,0.073
1,"patch",1,4713,"area",0.02,2e-04
1,"patch",1,4714,"area",3.24,0.0324
1,"patch",1,4715,"area",4.9,0.049
1,"patch",1,4716,"area",3.08,0.0308
1,"patch",1,4717,"area",0.29,0.0029
1,"patch",1,4718,"area",0.02,2e-04
1,"patch",1,4719,"area",7.1,0.071
1,"patch",1,4720,"area",0.02,2e-04
1,"patch",1,4721,"area",12.09,0.1209
1,"patch",1,4722,"area",2.17,0.0217
1,"patch",1,4723,"area",9.5,0.095
1,"patch",1,4724,"area",0.17,0.0017
1,"patch",1,4725,"area",0.19,0.0019
1,"patch",1,4726,"area",0.14,0.0014
1,"patch",1,4727,"area",0.01,1e-04
1,"patch",1,4728,"area",0.01,1e-04
1,"patch",1,4729,"area",0.07,7e-04
1,"patch",1,4730,"area",4.14,0.0414
1,"patch",1,4731,"area",573.37,5.7337
1,"patch",1,4732,"area",4.52,0.0452
1,"patch",1,4733,"area",0.13,0.0013
1,"patch",1,4734,"area",4.32,0.0432
1,"patch",1,4735,"area",0.18,0.0018
1,"patch",1,4736,"area",0.02,2e-04
1,"patch",1,4737,"area",0.09,9e-04
1,"patch",1,4738,"area",0.47,0.0047
1,"patch",1,4739,"area",0.01,1e-04
1,"patch",1,4740,"area",0.01,1e-04
1,"patch",1,4741,"area",0.09,9e-04
1,"patch",1,4742,"area",20.31,0.2031
1,"patch",1,4743,"area",71.17,0.7117
1,"patch",1,4744,"area",0.32,0.0032
1,"patch",1,4745,"area",0.09,9e-04
1,"patch",1,4746,"area",1.83,0.0183
1,"patch",1,4747,"area",0.01,1e-04
1,"patch",1,4748,"area",0.06,6e-04
1,"patch",1,4749,"area",0.03,3e-04
1,"patch",1,4750,"area",0.01,1e-04
1,"patch",1,4751,"area",0.09,9e-04
1,"patch",1,4752,"area",0.46,0.0046
1,"patch",1,4753,"area",0.16,0.0016
1,"patch",1,4754,"area",0.08,8e-04
1,"patch",1,4755,"area",0.03,3e-04
1,"patch",1,4756,"area",2.32,0.0232
1,"patch",1,4757,"area",0.38,0.0038
1,"patch",1,4758,"area",2.63,0.0263
1,"patch",1,4759,"area",0.08,8e-04
1,"patch",1,4760,"area",0.01,1e-04
1,"patch",1,4761,"area",0.01,1e-04
1,"patch",1,4762,"area",0.01,1e-04
1,"patch",1,4763,"area",0.74,0.0074
1,"patch",1,4764,"area",0.02,2e-04
1,"patch",1,4765,"area",2.44,0.0244
1,"patch",1,4766,"area",0.01,1e-04
1,"patch",1,4767,"area",0.01,1e-04
1,"patch",1,4768,"area",0.02,2e-04
1,"patch",1,4769,"area",0.06,6e-04
1,"patch",1,4770,"area",1.21,0.0121
1,"patch",1,4771,"area",0.01,1e-04
1,"patch",1,4772,"area",0.01,1e-04
1,"patch",1,4773,"area",0.89,0.0089
1,"patch",1,4774,"area",0.01,1e-04
1,"patch",1,4775,"area",1.52,0.0152
1,"patch",1,4776,"area",0.29,0.0029
1,"patch",1,4777,"area",0.13,0.0013
1,"patch",1,4778,"area",0.04,4e-04
1,"patch",1,4779,"area",0.19,0.0019
1,"patch",1,4780,"area",0.26,0.0026
1,"patch",1,4781,"area",0.02,2e-04
1,"patch",1,4782,"area",0.01,1e-04
1,"patch",1,4783,"area",0.02,2e-04
1,"patch",1,4784,"area",0.08,8e-04
1,"patch",1,4785,"area",7.64,0.0764
1,"patch",1,4786,"area",0.39,0.0039
1,"patch",1,4787,"area",0.19,0.0019
1,"patch",1,4788,"area",119.83,1.1983
1,"patch",1,4789,"area",0.06,6e-04
1,"patch",1,4790,"area",0.02,2e-04
1,"patch",1,4791,"area",0.76,0.0076
1,"patch",1,4792,"area",0.04,4e-04
1,"patch",1,4793,"area",0.01,1e-04
1,"patch",1,4794,"area",76.1,0.761
1,"patch",1,4795,"area",0.24,0.0024
1,"patch",1,4796,"area",0.02,2e-04
1,"patch",1,4797,"area",0.38,0.0038
1,"patch",1,4798,"area",0.12,0.0012
1,"patch",1,4799,"area",1.02,0.0102
1,"patch",1,4800,"area",0.02,2e-04
1,"patch",1,4801,"area",0.01,1e-04
1,"patch",1,4802,"area",0.02,2e-04
1,"patch",1,4803,"area",0.08,8e-04
1,"patch",1,4804,"area",7.18,0.0718
1,"patch",1,4805,"area",0.19,0.0019
1,"patch",1,4806,"area",1.11,0.0111
1,"patch",1,4807,"area",0.12,0.0012
1,"patch",1,4808,"area",0.01,1e-04
1,"patch",1,4809,"area",0.5,0.005
1,"patch",1,4810,"area",0.46,0.0046
1,"patch",1,4811,"area",0.09,9e-04
1,"patch",1,4812,"area",0.05,5e-04
1,"patch",1,4813,"area",0.2,0.002
1,"patch",1,4814,"area",0.1,0.001
1,"patch",1,4815,"area",68.48,0.6848
1,"patch",1,4816,"area",0.01,1e-04
1,"patch",1,4817,"area",0.02,2e-04
1,"patch",1,4818,"area",1.13,0.0113
1,"patch",1,4819,"area",0.11,0.0011
1,"patch",1,4820,"area",0.06,6e-04
1,"patch",1,4821,"area",0.28,0.0028
1,"patch",1,4822,"area",2.41,0.0241
1,"patch",1,4823,"area",0.02,2e-04
1,"patch",1,4824,"area",5.31,0.0531
1,"patch",1,4825,"area",0.01,1e-04
1,"patch",1,4826,"area",1.02,0.0102
1,"patch",1,4827,"area",0.07,7e-04
1,"patch",1,4828,"area",0.26,0.0026
1,"patch",1,4829,"area",0.19,0.0019
1,"patch",1,4830,"area",0.07,7e-04
1,"patch",1,4831,"area",0.01,1e-04
1,"patch",1,4832,"area",0.06,6e-04
1,"patch",1,4833,"area",0.03,3e-04
1,"patch",1,4834,"area",0.02,2e-04
1,"patch",1,4835,"area",3.91,0.0391
1,"patch",1,4836,"area",0.02,2e-04
1,"patch",1,4837,"area",0.1,0.001
1,"patch",1,4838,"area",2.51,0.0251
1,"patch",1,4839,"area",0.02,2e-04
1,"patch",1,4840,"area",0.01,1e-04
1,"patch",1,4841,"area",0.02,2e-04
1,"patch",1,4842,"area",0.13,0.0013
1,"patch",1,4843,"area",0.01,1e-04
1,"patch",1,4844,"area",0.11,0.0011
1,"patch",1,4845,"area",0.14,0.0014
1,"patch",1,4846,"area",0.01,1e-04
1,"patch",1,4847,"area",0.94,0.0094
1,"patch",1,4848,"area",0.75,0.0075
1,"patch",1,4849,"area",0.52,0.0052
1,"patch",1,4850,"area",49.77,0.4977
1,"patch",1,4851,"area",0.55,0.0055
1,"patch",1,4852,"area",0.01,1e-04
1,"patch",1,4853,"area",41.53,0.4153
1,"patch",1,4854,"area",0.06,6e-04
1,"patch",1,4855,"area",0.54,0.0054
1,"patch",1,4856,"area",0.13,0.0013
1,"patch",1,4857,"area",0.59,0.0059
