"layer","level","class","id","metric","value"
1,"patch",1,353,"shape",1.71846854887881
1,"patch",1,354,"shape",1
1,"patch",1,355,"shape",1.44337567297406
1,"patch",1,356,"shape",1
1,"patch",1,357,"shape",1
1,"patch",1,358,"shape",1.06066017177982
1,"patch",1,359,"shape",1.46993683051833
1,"patch",1,360,"shape",1.26178653628809
1,"patch",1,361,"shape",2.06990350377332
1,"patch",1,362,"shape",5.33416662061412
1,"patch",1,363,"shape",2.94811453480777
1,"patch",1,364,"shape",1.51520531175559
1,"patch",1,365,"shape",1.51172950191379
1,"patch",1,366,"shape",1
1,"patch",1,367,"shape",1
1,"patch",1,368,"shape",1.06066017177982
1,"patch",1,369,"shape",1.20797408452702
1,"patch",1,370,"shape",1
1,"patch",1,371,"shape",3.03764485539385
1,"patch",1,372,"shape",1.69282947806064
1,"patch",1,373,"shape",1
1,"patch",1,374,"shape",1.53885535439471
1,"patch",1,375,"shape",1
1,"patch",1,376,"shape",1.06066017177982
1,"patch",1,377,"shape",1.11803398874989
1,"patch",1,378,"shape",1.66410058867569
1,"patch",1,379,"shape",5.85797629626695
1,"patch",1,380,"shape",2.18119281246371
1,"patch",1,381,"shape",8.93018358159933
1,"patch",1,382,"shape",1.86140307116148
1,"patch",1,383,"shape",1.17613847304639
1,"patch",1,384,"shape",2.05498734131697
1,"patch",1,385,"shape",1.06066017177982
1,"patch",1,386,"shape",1.25
1,"patch",1,387,"shape",1.37649440322337
1,"patch",1,388,"shape",2.73305932238371
1,"patch",1,389,"shape",3.35396210710667
1,"patch",1,390,"shape",1.12724296038136
1,"patch",1,391,"shape",4.81410357829254
1,"patch",1,392,"shape",1.67332005306815
1,"patch",1,393,"shape",2.08002054351423
1,"patch",1,394,"shape",1.52542553961938
1,"patch",1,395,"shape",4.35778872602208
1,"patch",1,396,"shape",1.38580465631147
1,"patch",1,397,"shape",2.01246117974981
1,"patch",1,398,"shape",1.11803398874989
1,"patch",1,399,"shape",1
1,"patch",1,400,"shape",1.22474487139159
1,"patch",1,401,"shape",1
1,"patch",1,402,"shape",1
1,"patch",1,403,"shape",3.59740113247845
1,"patch",1,404,"shape",1
1,"patch",1,405,"shape",1
1,"patch",1,406,"shape",1.92479760363992
1,"patch",1,407,"shape",1.1766968108291
1,"patch",1,408,"shape",1.26491106406735
1,"patch",1,409,"shape",1
1,"patch",1,410,"shape",1
1,"patch",1,411,"shape",3.12840220703855
1,"patch",1,412,"shape",1.46857632348831
1,"patch",1,413,"shape",1
1,"patch",1,414,"shape",1.5556349186104
1,"patch",1,415,"shape",1.62300534240138
1,"patch",1,416,"shape",1.76776695296637
1,"patch",1,417,"shape",1
1,"patch",1,418,"shape",1.63299316185545
1,"patch",1,419,"shape",1.5
1,"patch",1,420,"shape",1.17580873360019
1,"patch",1,421,"shape",1.06066017177982
1,"patch",1,422,"shape",1
1,"patch",1,423,"shape",1.11803398874989
1,"patch",1,424,"shape",1
1,"patch",1,425,"shape",1.25
1,"patch",1,426,"shape",1
1,"patch",1,427,"shape",1.41421356237309
1,"patch",1,428,"shape",1.56583787443887
1,"patch",1,429,"shape",1
1,"patch",1,430,"shape",1.75546764899461
1,"patch",1,431,"shape",1.2613721110953
1,"patch",1,432,"shape",1
1,"patch",1,433,"shape",5.08542411815755
1,"patch",1,434,"shape",1.51185789203691
1,"patch",1,435,"shape",1.70084012854152
1,"patch",1,436,"shape",1.15470053837925
1,"patch",1,437,"shape",1.21267812518166
1,"patch",1,438,"shape",1.78885438199983
1,"patch",1,439,"shape",1
1,"patch",1,440,"shape",1.15470053837925
1,"patch",1,441,"shape",2.48672948456638
1,"patch",1,442,"shape",1.22474487139159
1,"patch",1,443,"shape",1.11803398874989
1,"patch",1,444,"shape",3.7070980967797
1,"patch",1,445,"shape",1.25
1,"patch",1,446,"shape",1.5
1,"patch",1,447,"shape",1.41421356237309
1,"patch",1,448,"shape",1.375
1,"patch",1,449,"shape",1.15470053837925
1,"patch",1,450,"shape",1
1,"patch",1,451,"shape",1
1,"patch",1,452,"shape",1
1,"patch",1,453,"shape",1.78885438199983
1,"patch",1,454,"shape",4.50354053296044
1,"patch",1,455,"shape",1
1,"patch",1,456,"shape",1.47026414181486
1,"patch",1,457,"shape",1.02062072615966
1,"patch",1,458,"shape",1
1,"patch",1,459,"shape",1.34164078649987
1,"patch",1,460,"shape",1.06066017177982
1,"patch",1,461,"shape",1.15470053837925
1,"patch",1,462,"shape",5.78204454071848
1,"patch",1,463,"shape",1.15470053837925
1,"patch",1,464,"shape",1.34164078649987
1,"patch",1,465,"shape",1.22474487139159
1,"patch",1,466,"shape",1.34164078649987
1,"patch",1,467,"shape",1.375
1,"patch",1,468,"shape",1.51185789203691
1,"patch",1,469,"shape",3.70733649557236
1,"patch",1,470,"shape",1.06066017177982
1,"patch",1,471,"shape",1
1,"patch",1,472,"shape",1.41421356237309
1,"patch",1,473,"shape",4.94233543849093
1,"patch",1,474,"shape",1
1,"patch",1,475,"shape",1.52752523165195
1,"patch",1,476,"shape",1.25
1,"patch",1,477,"shape",1.06066017177982
1,"patch",1,478,"shape",1.70084012854152
1,"patch",1,479,"shape",1.42886901662352
1,"patch",1,480,"shape",1
1,"patch",1,481,"shape",1
1,"patch",1,482,"shape",5.01614049009336
1,"patch",1,483,"shape",1.44337567297406
1,"patch",1,484,"shape",1.15470053837925
1,"patch",1,485,"shape",4.53557367611073
1,"patch",1,486,"shape",1.20604537831105
1,"patch",1,487,"shape",1.45061180589397
1,"patch",1,488,"shape",1
1,"patch",1,489,"shape",1
1,"patch",1,490,"shape",1
1,"patch",1,491,"shape",1.06066017177982
1,"patch",1,492,"shape",1
1,"patch",1,493,"shape",1
1,"patch",1,494,"shape",1.15470053837925
1,"patch",1,495,"shape",4.42297393307924
1,"patch",1,496,"shape",3.45766084057484
1,"patch",1,497,"shape",3.47182537414707
1,"patch",1,498,"shape",1.34164078649987
1,"patch",1,499,"shape",1
1,"patch",1,500,"shape",2.73861278752583
1,"patch",1,501,"shape",3.67630509558771
1,"patch",1,502,"shape",1
1,"patch",1,503,"shape",1.20267558860591
1,"patch",1,504,"shape",1
1,"patch",1,505,"shape",2.04618075206055
1,"patch",1,506,"shape",1.59099025766973
1,"patch",1,507,"shape",1.63663417676994
1,"patch",1,508,"shape",1.41421356237309
1,"patch",1,509,"shape",1.25
1,"patch",1,510,"shape",1.6288341767024
1,"patch",1,511,"shape",1
1,"patch",1,512,"shape",1.25
1,"patch",1,513,"shape",1
1,"patch",1,514,"shape",2.56989862814946
1,"patch",1,515,"shape",3.47760693581089
1,"patch",1,516,"shape",1
1,"patch",1,517,"shape",1.75
1,"patch",1,518,"shape",1
1,"patch",1,519,"shape",5.08290467264003
1,"patch",1,520,"shape",1
1,"patch",1,521,"shape",2.01127143020465
1,"patch",1,522,"shape",1.06066017177982
1,"patch",1,523,"shape",1.06066017177982
1,"patch",1,524,"shape",2.67620592495292
1,"patch",1,525,"shape",1.06066017177982
1,"patch",1,526,"shape",3.19221199034531
1,"patch",1,527,"shape",1
1,"patch",1,528,"shape",1.59099025766973
1,"patch",1,529,"shape",1.06066017177982
1,"patch",1,530,"shape",1.3228756555323
1,"patch",1,531,"shape",3.0156022044179
1,"patch",1,532,"shape",2.7339671305973
1,"patch",1,533,"shape",1.41421356237309
1,"patch",1,534,"shape",1
1,"patch",1,535,"shape",1.20019839629796
1,"patch",1,536,"shape",1
1,"patch",1,537,"shape",1
1,"patch",1,538,"shape",2.71884263302566
1,"patch",1,539,"shape",3.77500498381029
1,"patch",1,540,"shape",1.79893721825065
1,"patch",1,541,"shape",1
1,"patch",1,542,"shape",1
1,"patch",1,543,"shape",1
1,"patch",1,544,"shape",1.15470053837925
1,"patch",1,545,"shape",1
1,"patch",1,546,"shape",5.2275824234631
1,"patch",1,547,"shape",1
1,"patch",1,548,"shape",1.83333333333333
1,"patch",1,549,"shape",1.66666666666667
1,"patch",1,550,"shape",1.24807544150677
1,"patch",1,551,"shape",1.38675049056307
1,"patch",1,552,"shape",1.29099444873581
1,"patch",1,553,"shape",2.26133508433323
1,"patch",1,554,"shape",1
1,"patch",1,555,"shape",1.41421356237309
1,"patch",1,556,"shape",2.00346921336188
1,"patch",1,557,"shape",1.46993683051833
1,"patch",1,558,"shape",1
1,"patch",1,559,"shape",1
1,"patch",1,560,"shape",1.70084012854152
1,"patch",1,561,"shape",4.89992150643567
1,"patch",1,562,"shape",3.3427270979562
1,"patch",1,563,"shape",1
1,"patch",1,564,"shape",1.21854359168988
1,"patch",1,565,"shape",1.57567719431667
1,"patch",1,566,"shape",1
1,"patch",1,567,"shape",1.5
1,"patch",1,568,"shape",1.26178653628809
1,"patch",1,569,"shape",1.3228756555323
1,"patch",1,570,"shape",1.60123498849235
1,"patch",1,571,"shape",1
1,"patch",1,572,"shape",1.5285739960952
1,"patch",1,573,"shape",1
1,"patch",1,574,"shape",1.26491106406735
1,"patch",1,575,"shape",1.15470053837925
1,"patch",1,576,"shape",1
1,"patch",1,577,"shape",1.86310328381275
1,"patch",1,578,"shape",1
1,"patch",1,579,"shape",1
1,"patch",1,580,"shape",1
1,"patch",1,581,"shape",1
1,"patch",1,582,"shape",1.44337567297406
1,"patch",1,583,"shape",1.54412159897313
1,"patch",1,584,"shape",1.94665705356915
1,"patch",1,585,"shape",2.53679674521312
1,"patch",1,586,"shape",1.06066017177982
1,"patch",1,587,"shape",1.25
1,"patch",1,588,"shape",1.41421356237309
1,"patch",1,589,"shape",1.74574312188794
1,"patch",1,590,"shape",1
1,"patch",1,591,"shape",2.26778683805536
1,"patch",1,592,"shape",1.80277563773199
1,"patch",1,593,"shape",1.90332380572355
1,"patch",1,594,"shape",1.30550673153644
1,"patch",1,595,"shape",1.06066017177982
1,"patch",1,596,"shape",1.27017059221718
1,"patch",1,597,"shape",3.17542648054294
1,"patch",1,598,"shape",1.41421356237309
1,"patch",1,599,"shape",1.25
1,"patch",1,600,"shape",1
1,"patch",1,601,"shape",1.06066017177982
1,"patch",1,602,"shape",1.11803398874989
1,"patch",1,603,"shape",1.22474487139159
1,"patch",1,604,"shape",1
1,"patch",1,605,"shape",2.8192720389283
1,"patch",1,606,"shape",1.22474487139159
1,"patch",1,607,"shape",1.15470053837925
1,"patch",1,608,"shape",1.15470053837925
1,"patch",1,609,"shape",1.46877614726905
1,"patch",1,610,"shape",1
1,"patch",1,611,"shape",1.16666666666667
1,"patch",1,612,"shape",1.06066017177982
1,"patch",1,613,"shape",1
1,"patch",1,614,"shape",1.62393821454984
1,"patch",1,615,"shape",1.15470053837925
1,"patch",1,616,"shape",1.59870293170113
1,"patch",1,617,"shape",1
1,"patch",1,618,"shape",4.17737221716212
1,"patch",1,619,"shape",2.07880460155075
1,"patch",1,620,"shape",1.58333333333333
1,"patch",1,621,"shape",1.28623938856882
1,"patch",1,622,"shape",1
1,"patch",1,623,"shape",1.41421356237309
1,"patch",1,624,"shape",1.5
1,"patch",1,625,"shape",1.33394593769983
1,"patch",1,626,"shape",1.20267558860591
1,"patch",1,627,"shape",2.17422922601844
1,"patch",1,628,"shape",1
1,"patch",1,629,"shape",1.3228756555323
1,"patch",1,630,"shape",1.42886901662352
1,"patch",1,631,"shape",1.25
1,"patch",1,632,"shape",1.24807544150677
1,"patch",1,633,"shape",2.48015378367908
1,"patch",1,634,"shape",1.06066017177982
1,"patch",1,635,"shape",1.29636243217534
1,"patch",1,636,"shape",3.24745336544933
1,"patch",1,637,"shape",1.6583123951777
1,"patch",1,638,"shape",1.25
1,"patch",1,639,"shape",1.32582521472478
1,"patch",1,640,"shape",1.6583123951777
1,"patch",1,641,"shape",9.40408346344133
1,"patch",1,642,"shape",1
1,"patch",1,643,"shape",2.31422423347801
1,"patch",1,644,"shape",1
1,"patch",1,645,"shape",1.06066017177982
1,"patch",1,646,"shape",4.00286648227322
1,"patch",1,647,"shape",1
1,"patch",1,648,"shape",2.07142857142857
1,"patch",1,649,"shape",1.06066017177982
1,"patch",1,650,"shape",1.23743686707646
1,"patch",1,651,"shape",1.73719807243076
1,"patch",1,652,"shape",1.13389341902768
1,"patch",1,653,"shape",1.22474487139159
1,"patch",1,654,"shape",1.44337567297406
1,"patch",1,655,"shape",1
1,"patch",1,656,"shape",4.95721341613951
1,"patch",1,657,"shape",1.73445476543303
1,"patch",1,658,"shape",1
1,"patch",1,659,"shape",1
1,"patch",1,660,"shape",1.46993683051833
1,"patch",1,661,"shape",3.13791731830606
1,"patch",1,662,"shape",1.23743686707646
