"layer","level","class","id","metric","value","coreareasqkm"
1,"patch",1,1774,"core",0,0
1,"patch",1,1775,"core",0,0
1,"patch",1,1776,"core",0,0
1,"patch",1,1777,"core",13.64,0.1364
1,"patch",1,1778,"core",0,0
1,"patch",1,1779,"core",0,0
1,"patch",1,1780,"core",0,0
1,"patch",1,1781,"core",0,0
1,"patch",1,1782,"core",0,0
1,"patch",1,1783,"core",171.62,1.7162
1,"patch",1,1784,"core",0,0
1,"patch",1,1785,"core",0,0
1,"patch",1,1786,"core",0,0
1,"patch",1,1787,"core",0,0
1,"patch",1,1788,"core",0,0
1,"patch",1,1789,"core",0,0
1,"patch",1,1790,"core",0,0
1,"patch",1,1791,"core",0,0
1,"patch",1,1792,"core",0,0
1,"patch",1,1793,"core",0,0
1,"patch",1,1794,"core",0,0
1,"patch",1,1795,"core",0,0
1,"patch",1,1796,"core",0,0
1,"patch",1,1797,"core",0,0
1,"patch",1,1798,"core",0,0
1,"patch",1,1799,"core",0,0
1,"patch",1,1800,"core",0,0
1,"patch",1,1801,"core",0,0
1,"patch",1,1802,"core",0,0
1,"patch",1,1803,"core",0,0
1,"patch",1,1804,"core",0.12,0.0012
1,"patch",1,1805,"core",0,0
1,"patch",1,1806,"core",0,0
1,"patch",1,1807,"core",0,0
1,"patch",1,1808,"core",9.99,0.0999
1,"patch",1,1809,"core",0,0
1,"patch",1,1810,"core",0,0
1,"patch",1,1811,"core",0,0
1,"patch",1,1812,"core",0,0
1,"patch",1,1813,"core",0,0
1,"patch",1,1814,"core",0,0
1,"patch",1,1815,"core",0,0
1,"patch",1,1816,"core",0,0
1,"patch",1,1817,"core",0,0
1,"patch",1,1818,"core",0,0
1,"patch",1,1819,"core",0,0
1,"patch",1,1820,"core",0.3,0.003
1,"patch",1,1821,"core",0,0
1,"patch",1,1822,"core",0,0
1,"patch",1,1823,"core",0.71,0.0071
1,"patch",1,1824,"core",0,0
1,"patch",1,1825,"core",0,0
1,"patch",1,1826,"core",0,0
1,"patch",1,1827,"core",0,0
1,"patch",1,1828,"core",0,0
1,"patch",1,1829,"core",0,0
1,"patch",1,1830,"core",0,0
1,"patch",1,1831,"core",0,0
1,"patch",1,1832,"core",0,0
1,"patch",1,1833,"core",0,0
1,"patch",1,1834,"core",0.18,0.0018
1,"patch",1,1835,"core",0,0
1,"patch",1,1836,"core",0,0
1,"patch",1,1837,"core",0,0
1,"patch",1,1838,"core",0,0
1,"patch",1,1839,"core",0,0
1,"patch",1,1840,"core",54.35,0.5435
1,"patch",1,1841,"core",0,0
1,"patch",1,1842,"core",0,0
1,"patch",1,1843,"core",0,0
1,"patch",1,1844,"core",0,0
1,"patch",1,1845,"core",0,0
1,"patch",1,1846,"core",39.84,0.3984
1,"patch",1,1847,"core",0,0
1,"patch",1,1848,"core",0,0
1,"patch",1,1849,"core",0,0
1,"patch",1,1850,"core",0,0
1,"patch",1,1851,"core",0,0
1,"patch",1,1852,"core",0,0
1,"patch",1,1853,"core",0,0
1,"patch",1,1854,"core",0,0
1,"patch",1,1855,"core",0,0
1,"patch",1,1856,"core",0,0
1,"patch",1,1857,"core",0,0
1,"patch",1,1858,"core",0,0
1,"patch",1,1859,"core",0,0
1,"patch",1,1860,"core",0,0
1,"patch",1,1861,"core",0,0
1,"patch",1,1862,"core",0,0
1,"patch",1,1863,"core",0,0
1,"patch",1,1864,"core",0,0
1,"patch",1,1865,"core",0,0
1,"patch",1,1866,"core",0,0
1,"patch",1,1867,"core",0,0
1,"patch",1,1868,"core",0,0
1,"patch",1,1869,"core",0,0
1,"patch",1,1870,"core",0,0
1,"patch",1,1871,"core",58.89,0.5889
1,"patch",1,1872,"core",0,0
1,"patch",1,1873,"core",155.5,1.555
1,"patch",1,1874,"core",0,0
1,"patch",1,1875,"core",3.54,0.0354
1,"patch",1,1876,"core",0,0
1,"patch",1,1877,"core",17.01,0.1701
1,"patch",1,1878,"core",0,0
1,"patch",1,1879,"core",0,0
1,"patch",1,1880,"core",0,0
1,"patch",1,1881,"core",0,0
1,"patch",1,1882,"core",0,0
1,"patch",1,1883,"core",0,0
1,"patch",1,1884,"core",0,0
1,"patch",1,1885,"core",0,0
1,"patch",1,1886,"core",0,0
1,"patch",1,1887,"core",0,0
1,"patch",1,1888,"core",0,0
1,"patch",1,1889,"core",0,0
1,"patch",1,1890,"core",0,0
1,"patch",1,1891,"core",0,0
1,"patch",1,1892,"core",0,0
1,"patch",1,1893,"core",0,0
1,"patch",1,1894,"core",0,0
1,"patch",1,1895,"core",0,0
1,"patch",1,1896,"core",0,0
1,"patch",1,1897,"core",0,0
1,"patch",1,1898,"core",0,0
1,"patch",1,1899,"core",0,0
1,"patch",1,1900,"core",0,0
1,"patch",1,1901,"core",0,0
1,"patch",1,1902,"core",0,0
1,"patch",1,1903,"core",0,0
1,"patch",1,1904,"core",0,0
1,"patch",1,1905,"core",0.32,0.0032
1,"patch",1,1906,"core",0,0
1,"patch",1,1907,"core",0,0
1,"patch",1,1908,"core",0,0
1,"patch",1,1909,"core",0,0
1,"patch",1,1910,"core",0,0
1,"patch",1,1911,"core",0,0
1,"patch",1,1912,"core",0,0
1,"patch",1,1913,"core",0,0
1,"patch",1,1914,"core",0,0
1,"patch",1,1915,"core",0,0
1,"patch",1,1916,"core",0,0
1,"patch",1,1917,"core",0,0
1,"patch",1,1918,"core",1.45,0.0145
1,"patch",1,1919,"core",0,0
1,"patch",1,1920,"core",0,0
1,"patch",1,1921,"core",0,0
1,"patch",1,1922,"core",0,0
1,"patch",1,1923,"core",237.35,2.3735
1,"patch",1,1924,"core",0,0
1,"patch",1,1925,"core",1.06,0.0106
1,"patch",1,1926,"core",0,0
1,"patch",1,1927,"core",0.39,0.0039
1,"patch",1,1928,"core",0,0
1,"patch",1,1929,"core",0,0
1,"patch",1,1930,"core",0,0
1,"patch",1,1931,"core",0,0
1,"patch",1,1932,"core",0,0
1,"patch",1,1933,"core",0,0
1,"patch",1,1934,"core",0,0
1,"patch",1,1935,"core",0,0
1,"patch",1,1936,"core",0,0
1,"patch",1,1937,"core",0,0
1,"patch",1,1938,"core",0,0
1,"patch",1,1939,"core",0,0
1,"patch",1,1940,"core",0,0
1,"patch",1,1941,"core",0,0
1,"patch",1,1942,"core",0,0
1,"patch",1,1943,"core",0,0
1,"patch",1,1944,"core",0,0
1,"patch",1,1945,"core",0,0
1,"patch",1,1946,"core",0,0
1,"patch",1,1947,"core",4.84,0.0484
1,"patch",1,1948,"core",0,0
1,"patch",1,1949,"core",0,0
1,"patch",1,1950,"core",0,0
1,"patch",1,1951,"core",0,0
1,"patch",1,1952,"core",9.92,0.0992
1,"patch",1,1953,"core",0,0
1,"patch",1,1954,"core",0,0
1,"patch",1,1955,"core",0,0
1,"patch",1,1956,"core",0,0
1,"patch",1,1957,"core",0,0
1,"patch",1,1958,"core",0,0
1,"patch",1,1959,"core",0,0
1,"patch",1,1960,"core",0,0
1,"patch",1,1961,"core",0,0
1,"patch",1,1962,"core",0,0
1,"patch",1,1963,"core",0,0
1,"patch",1,1964,"core",0,0
1,"patch",1,1965,"core",0,0
1,"patch",1,1966,"core",0,0
1,"patch",1,1967,"core",0,0
1,"patch",1,1968,"core",0,0
1,"patch",1,1969,"core",0,0
1,"patch",1,1970,"core",0,0
1,"patch",1,1971,"core",0,0
1,"patch",1,1972,"core",0,0
1,"patch",1,1973,"core",0,0
1,"patch",1,1974,"core",6.09,0.0609
1,"patch",1,1975,"core",0.88,0.0088
1,"patch",1,1976,"core",0,0
1,"patch",1,1977,"core",0,0
1,"patch",1,1978,"core",0,0
1,"patch",1,1979,"core",0.05,5e-04
1,"patch",1,1980,"core",0,0
1,"patch",1,1981,"core",0,0
1,"patch",1,1982,"core",0,0
1,"patch",1,1983,"core",0,0
1,"patch",1,1984,"core",0,0
1,"patch",1,1985,"core",0,0
1,"patch",1,1986,"core",0,0
1,"patch",1,1987,"core",0,0
1,"patch",1,1988,"core",0,0
1,"patch",1,1989,"core",0,0
1,"patch",1,1990,"core",0,0
1,"patch",1,1991,"core",0,0
1,"patch",1,1992,"core",0,0
1,"patch",1,1993,"core",0,0
1,"patch",1,1994,"core",0,0
1,"patch",1,1995,"core",0,0
1,"patch",1,1996,"core",0,0
1,"patch",1,1997,"core",0,0
1,"patch",1,1998,"core",0.09,9e-04
1,"patch",1,1999,"core",0,0
1,"patch",1,2000,"core",0,0
1,"patch",1,2001,"core",0,0
1,"patch",1,2002,"core",0,0
1,"patch",1,2003,"core",0,0
1,"patch",1,2004,"core",0,0
1,"patch",1,2005,"core",0,0
1,"patch",1,2006,"core",0,0
1,"patch",1,2007,"core",0,0
1,"patch",1,2008,"core",0,0
1,"patch",1,2009,"core",4.19,0.0419
1,"patch",1,2010,"core",0,0
1,"patch",1,2011,"core",0,0
1,"patch",1,2012,"core",0.58,0.0058
1,"patch",1,2013,"core",12.05,0.1205
1,"patch",1,2014,"core",0,0
1,"patch",1,2015,"core",0,0
1,"patch",1,2016,"core",0,0
1,"patch",1,2017,"core",0,0
1,"patch",1,2018,"core",0,0
1,"patch",1,2019,"core",0,0
1,"patch",1,2020,"core",0,0
1,"patch",1,2021,"core",0,0
1,"patch",1,2022,"core",0,0
1,"patch",1,2023,"core",0,0
1,"patch",1,2024,"core",0,0
1,"patch",1,2025,"core",0,0
1,"patch",1,2026,"core",0,0
1,"patch",1,2027,"core",0,0
1,"patch",1,2028,"core",0,0
1,"patch",1,2029,"core",0,0
1,"patch",1,2030,"core",0,0
1,"patch",1,2031,"core",0.07,7e-04
1,"patch",1,2032,"core",0,0
1,"patch",1,2033,"core",0,0
1,"patch",1,2034,"core",0,0
1,"patch",1,2035,"core",0,0
1,"patch",1,2036,"core",0,0
1,"patch",1,2037,"core",25.98,0.2598
1,"patch",1,2038,"core",0,0
1,"patch",1,2039,"core",0,0
1,"patch",1,2040,"core",0,0
1,"patch",1,2041,"core",0,0
1,"patch",1,2042,"core",0,0
1,"patch",1,2043,"core",0,0
1,"patch",1,2044,"core",0,0
1,"patch",1,2045,"core",0,0
1,"patch",1,2046,"core",0.55,0.0055
1,"patch",1,2047,"core",0,0
1,"patch",1,2048,"core",0,0
1,"patch",1,2049,"core",0,0
1,"patch",1,2050,"core",0,0
1,"patch",1,2051,"core",97.56,0.9756
1,"patch",1,2052,"core",48.8,0.488
1,"patch",1,2053,"core",0,0
1,"patch",1,2054,"core",0,0
1,"patch",1,2055,"core",0,0
1,"patch",1,2056,"core",10.54,0.1054
1,"patch",1,2057,"core",0,0
1,"patch",1,2058,"core",0,0
1,"patch",1,2059,"core",0,0
1,"patch",1,2060,"core",2062.24,20.6224
1,"patch",1,2061,"core",0,0
1,"patch",1,2062,"core",0,0
1,"patch",1,2063,"core",0,0
1,"patch",1,2064,"core",0,0
1,"patch",1,2065,"core",0,0
1,"patch",1,2066,"core",0,0
1,"patch",1,2067,"core",0,0
1,"patch",1,2068,"core",0,0
1,"patch",1,2069,"core",64.89,0.6489
1,"patch",1,2070,"core",0,0
1,"patch",1,2071,"core",0,0
1,"patch",1,2072,"core",0,0
1,"patch",1,2073,"core",0,0
1,"patch",1,2074,"core",0,0
1,"patch",1,2075,"core",0,0
1,"patch",1,2076,"core",0,0
1,"patch",1,2077,"core",0,0
1,"patch",1,2078,"core",0,0
1,"patch",1,2079,"core",0,0
1,"patch",1,2080,"core",0,0
1,"patch",1,2081,"core",0,0
1,"patch",1,2082,"core",1.13,0.0113
1,"patch",1,2083,"core",0,0
1,"patch",1,2084,"core",0,0
1,"patch",1,2085,"core",0,0
1,"patch",1,2086,"core",0,0
1,"patch",1,2087,"core",0,0
1,"patch",1,2088,"core",0,0
1,"patch",1,2089,"core",0,0
1,"patch",1,2090,"core",0,0
1,"patch",1,2091,"core",0,0
1,"patch",1,2092,"core",0,0
1,"patch",1,2093,"core",0,0
1,"patch",1,2094,"core",0,0
1,"patch",1,2095,"core",0,0
1,"patch",1,2096,"core",0,0
1,"patch",1,2097,"core",0,0
1,"patch",1,2098,"core",3.15,0.0315
1,"patch",1,2099,"core",0,0
1,"patch",1,2100,"core",0,0
1,"patch",1,2101,"core",0,0
1,"patch",1,2102,"core",0,0
1,"patch",1,2103,"core",0,0
1,"patch",1,2104,"core",0,0
1,"patch",1,2105,"core",0,0
1,"patch",1,2106,"core",0,0
1,"patch",1,2107,"core",0,0
1,"patch",1,2108,"core",0,0
1,"patch",1,2109,"core",0,0
1,"patch",1,2110,"core",0,0
1,"patch",1,2111,"core",0,0
1,"patch",1,2112,"core",0,0
1,"patch",1,2113,"core",0,0
1,"patch",1,2114,"core",0,0
1,"patch",1,2115,"core",0,0
1,"patch",1,2116,"core",0,0
1,"patch",1,2117,"core",0,0
1,"patch",1,2118,"core",0,0
1,"patch",1,2119,"core",0.06,6e-04
1,"patch",1,2120,"core",0,0
1,"patch",1,2121,"core",0.18,0.0018
1,"patch",1,2122,"core",14.01,0.1401
1,"patch",1,2123,"core",0,0
1,"patch",1,2124,"core",0,0
1,"patch",1,2125,"core",12.57,0.1257
1,"patch",1,2126,"core",0,0
1,"patch",1,2127,"core",0,0
1,"patch",1,2128,"core",0,0
1,"patch",1,2129,"core",0,0
1,"patch",1,2130,"core",0,0
1,"patch",1,2131,"core",0,0
1,"patch",1,2132,"core",0,0
1,"patch",1,2133,"core",0,0
1,"patch",1,2134,"core",192.05,1.9205
1,"patch",1,2135,"core",0,0
1,"patch",1,2136,"core",0,0
1,"patch",1,2137,"core",0,0
1,"patch",1,2138,"core",5.54,0.0554
1,"patch",1,2139,"core",0,0
1,"patch",1,2140,"core",0,0
1,"patch",1,2141,"core",0,0
1,"patch",1,2142,"core",0,0
1,"patch",1,2143,"core",0.4,0.004
1,"patch",1,2144,"core",0,0
1,"patch",1,2145,"core",0,0
1,"patch",1,2146,"core",0,0
1,"patch",1,2147,"core",0,0
1,"patch",1,2148,"core",0,0
1,"patch",1,2149,"core",0,0
1,"patch",1,2150,"core",0,0
1,"patch",1,2151,"core",0,0
1,"patch",1,2152,"core",0,0
1,"patch",1,2153,"core",0,0
1,"patch",1,2154,"core",0,0
1,"patch",1,2155,"core",0,0
1,"patch",1,2156,"core",0,0
1,"patch",1,2157,"core",0,0
1,"patch",1,2158,"core",0,0
1,"patch",1,2159,"core",0,0
1,"patch",1,2160,"core",0,0
1,"patch",1,2161,"core",0,0
1,"patch",1,2162,"core",0,0
1,"patch",1,2163,"core",3.07,0.0307
1,"patch",1,2164,"core",0,0
1,"patch",1,2165,"core",0,0
1,"patch",1,2166,"core",0,0
1,"patch",1,2167,"core",0,0
1,"patch",1,2168,"core",0,0
1,"patch",1,2169,"core",0,0
1,"patch",1,2170,"core",0,0
1,"patch",1,2171,"core",0,0
1,"patch",1,2172,"core",0,0
1,"patch",1,2173,"core",0,0
1,"patch",1,2174,"core",0,0
1,"patch",1,2175,"core",0,0
1,"patch",1,2176,"core",0,0
1,"patch",1,2177,"core",0,0
1,"patch",1,2178,"core",0,0
1,"patch",1,2179,"core",0,0
1,"patch",1,2180,"core",0,0
1,"patch",1,2181,"core",0,0
1,"patch",1,2182,"core",24.92,0.2492
1,"patch",1,2183,"core",0,0
1,"patch",1,2184,"core",1.84,0.0184
1,"patch",1,2185,"core",0,0
1,"patch",1,2186,"core",0,0
1,"patch",1,2187,"core",0,0
1,"patch",1,2188,"core",0.11,0.0011
1,"patch",1,2189,"core",0,0
1,"patch",1,2190,"core",0,0
1,"patch",1,2191,"core",0,0
1,"patch",1,2192,"core",0,0
1,"patch",1,2193,"core",0,0
1,"patch",1,2194,"core",0,0
1,"patch",1,2195,"core",0,0
1,"patch",1,2196,"core",0.03,3e-04
1,"patch",1,2197,"core",0,0
1,"patch",1,2198,"core",0,0
1,"patch",1,2199,"core",0,0
1,"patch",1,2200,"core",0,0
1,"patch",1,2201,"core",0,0
1,"patch",1,2202,"core",3.27,0.0327
1,"patch",1,2203,"core",0,0
1,"patch",1,2204,"core",0,0
1,"patch",1,2205,"core",0,0
1,"patch",1,2206,"core",0.05,5e-04
1,"patch",1,2207,"core",0,0
1,"patch",1,2208,"core",0,0
1,"patch",1,2209,"core",0,0
1,"patch",1,2210,"core",0,0
1,"patch",1,2211,"core",5.49,0.0549
1,"patch",1,2212,"core",0,0
1,"patch",1,2213,"core",0,0
1,"patch",1,2214,"core",1.79,0.0179
1,"patch",1,2215,"core",0,0
1,"patch",1,2216,"core",0,0
1,"patch",1,2217,"core",0,0
1,"patch",1,2218,"core",0,0
1,"patch",1,2219,"core",0,0
1,"patch",1,2220,"core",0,0
1,"patch",1,2221,"core",0,0
1,"patch",1,2222,"core",0,0
1,"patch",1,2223,"core",0,0
1,"patch",1,2224,"core",0,0
1,"patch",1,2225,"core",0,0
1,"patch",1,2226,"core",0,0
1,"patch",1,2227,"core",5.2,0.052
1,"patch",1,2228,"core",0,0
1,"patch",1,2229,"core",0,0
1,"patch",1,2230,"core",0,0
1,"patch",1,2231,"core",0,0
1,"patch",1,2232,"core",0,0
1,"patch",1,2233,"core",0,0
1,"patch",1,2234,"core",0,0
1,"patch",1,2235,"core",0,0
1,"patch",1,2236,"core",0,0
1,"patch",1,2237,"core",0,0
1,"patch",1,2238,"core",26.93,0.2693
1,"patch",1,2239,"core",88.16,0.8816
1,"patch",1,2240,"core",0,0
1,"patch",1,2241,"core",0,0
1,"patch",1,2242,"core",0,0
1,"patch",1,2243,"core",0,0
1,"patch",1,2244,"core",0,0
1,"patch",1,2245,"core",0,0
1,"patch",1,2246,"core",9.54,0.0954
1,"patch",1,2247,"core",0,0
1,"patch",1,2248,"core",0,0
1,"patch",1,2249,"core",0,0
1,"patch",1,2250,"core",0,0
1,"patch",1,2251,"core",0,0
1,"patch",1,2252,"core",0,0
1,"patch",1,2253,"core",0,0
1,"patch",1,2254,"core",0,0
1,"patch",1,2255,"core",0,0
1,"patch",1,2256,"core",0,0
1,"patch",1,2257,"core",0,0
1,"patch",1,2258,"core",0,0
1,"patch",1,2259,"core",0,0
1,"patch",1,2260,"core",0,0
1,"patch",1,2261,"core",0,0
1,"patch",1,2262,"core",0,0
1,"patch",1,2263,"core",0,0
1,"patch",1,2264,"core",0,0
1,"patch",1,2265,"core",0,0
1,"patch",1,2266,"core",0,0
1,"patch",1,2267,"core",0,0
1,"patch",1,2268,"core",0,0
1,"patch",1,2269,"core",0,0
1,"patch",1,2270,"core",0.07,7e-04
1,"patch",1,2271,"core",0,0
1,"patch",1,2272,"core",0,0
1,"patch",1,2273,"core",0,0
1,"patch",1,2274,"core",0,0
1,"patch",1,2275,"core",0,0
1,"patch",1,2276,"core",0,0
1,"patch",1,2277,"core",0,0
1,"patch",1,2278,"core",0,0
1,"patch",1,2279,"core",0,0
1,"patch",1,2280,"core",0,0
1,"patch",1,2281,"core",0,0
1,"patch",1,2282,"core",0,0
1,"patch",1,2283,"core",0,0
1,"patch",1,2284,"core",0,0
1,"patch",1,2285,"core",0,0
1,"patch",1,2286,"core",0.26,0.0026
1,"patch",1,2287,"core",0,0
1,"patch",1,2288,"core",0,0
1,"patch",1,2289,"core",0,0
1,"patch",1,2290,"core",0,0
1,"patch",1,2291,"core",0,0
1,"patch",1,2292,"core",0,0
1,"patch",1,2293,"core",0,0
1,"patch",1,2294,"core",0,0
1,"patch",1,2295,"core",0,0
1,"patch",1,2296,"core",0,0
1,"patch",1,2297,"core",0,0
1,"patch",1,2298,"core",0,0
1,"patch",1,2299,"core",0,0
1,"patch",1,2300,"core",0,0
1,"patch",1,2301,"core",0,0
1,"patch",1,2302,"core",0,0
1,"patch",1,2303,"core",0,0
1,"patch",1,2304,"core",0,0
1,"patch",1,2305,"core",0,0
1,"patch",1,2306,"core",0,0
1,"patch",1,2307,"core",0,0
1,"patch",1,2308,"core",0,0
1,"patch",1,2309,"core",0,0
1,"patch",1,2310,"core",0,0
1,"patch",1,2311,"core",0,0
1,"patch",1,2312,"core",0,0
1,"patch",1,2313,"core",0,0
1,"patch",1,2314,"core",0,0
1,"patch",1,2315,"core",0,0
1,"patch",1,2316,"core",0,0
1,"patch",1,2317,"core",0,0
1,"patch",1,2318,"core",0,0
1,"patch",1,2319,"core",0,0
1,"patch",1,2320,"core",0,0
1,"patch",1,2321,"core",0,0
1,"patch",1,2322,"core",0,0
1,"patch",1,2323,"core",0,0
1,"patch",1,2324,"core",0,0
1,"patch",1,2325,"core",0,0
1,"patch",1,2326,"core",0,0
1,"patch",1,2327,"core",0,0
1,"patch",1,2328,"core",0,0
1,"patch",1,2329,"core",0,0
1,"patch",1,2330,"core",0,0
1,"patch",1,2331,"core",3.61,0.0361
1,"patch",1,2332,"core",0,0
1,"patch",1,2333,"core",0,0
1,"patch",1,2334,"core",0,0
1,"patch",1,2335,"core",0,0
1,"patch",1,2336,"core",0,0
1,"patch",1,2337,"core",0,0
1,"patch",1,2338,"core",0,0
1,"patch",1,2339,"core",11.54,0.1154
1,"patch",1,2340,"core",0,0
1,"patch",1,2341,"core",0,0
1,"patch",1,2342,"core",0,0
1,"patch",1,2343,"core",0,0
1,"patch",1,2344,"core",0,0
1,"patch",1,2345,"core",0,0
1,"patch",1,2346,"core",0,0
1,"patch",1,2347,"core",0,0
1,"patch",1,2348,"core",0,0
1,"patch",1,2349,"core",0,0
1,"patch",1,2350,"core",0,0
1,"patch",1,2351,"core",0,0
1,"patch",1,2352,"core",0,0
1,"patch",1,2353,"core",4.56,0.0456
1,"patch",1,2354,"core",0,0
1,"patch",1,2355,"core",0,0
1,"patch",1,2356,"core",0,0
1,"patch",1,2357,"core",0,0
1,"patch",1,2358,"core",0,0
1,"patch",1,2359,"core",0,0
1,"patch",1,2360,"core",0,0
1,"patch",1,2361,"core",0,0
1,"patch",1,2362,"core",0,0
1,"patch",1,2363,"core",0,0
1,"patch",1,2364,"core",0,0
1,"patch",1,2365,"core",0,0
1,"patch",1,2366,"core",0,0
1,"patch",1,2367,"core",0,0
1,"patch",1,2368,"core",0,0
1,"patch",1,2369,"core",0,0
1,"patch",1,2370,"core",17.96,0.1796
1,"patch",1,2371,"core",0,0
1,"patch",1,2372,"core",0,0
1,"patch",1,2373,"core",0,0
1,"patch",1,2374,"core",0,0
1,"patch",1,2375,"core",0,0
1,"patch",1,2376,"core",0,0
1,"patch",1,2377,"core",0,0
1,"patch",1,2378,"core",0,0
1,"patch",1,2379,"core",0,0
1,"patch",1,2380,"core",0,0
1,"patch",1,2381,"core",0,0
1,"patch",1,2382,"core",0,0
1,"patch",1,2383,"core",0,0
1,"patch",1,2384,"core",0,0
1,"patch",1,2385,"core",0,0
1,"patch",1,2386,"core",12.51,0.1251
1,"patch",1,2387,"core",0,0
1,"patch",1,2388,"core",0,0
1,"patch",1,2389,"core",0,0
1,"patch",1,2390,"core",0,0
1,"patch",1,2391,"core",0,0
1,"patch",1,2392,"core",0,0
1,"patch",1,2393,"core",0,0
1,"patch",1,2394,"core",0,0
1,"patch",1,2395,"core",1.82,0.0182
1,"patch",1,2396,"core",0,0
1,"patch",1,2397,"core",0,0
1,"patch",1,2398,"core",0,0
1,"patch",1,2399,"core",0,0
1,"patch",1,2400,"core",0,0
1,"patch",1,2401,"core",0,0
1,"patch",1,2402,"core",0,0
1,"patch",1,2403,"core",0.81,0.0081
1,"patch",1,2404,"core",0,0
1,"patch",1,2405,"core",0,0
1,"patch",1,2406,"core",0,0
1,"patch",1,2407,"core",0,0
1,"patch",1,2408,"core",0,0
1,"patch",1,2409,"core",0,0
1,"patch",1,2410,"core",0.44,0.0044
1,"patch",1,2411,"core",0,0
1,"patch",1,2412,"core",0,0
1,"patch",1,2413,"core",0,0
1,"patch",1,2414,"core",1.21,0.0121
1,"patch",1,2415,"core",12.1,0.121
1,"patch",1,2416,"core",0,0
1,"patch",1,2417,"core",0,0
1,"patch",1,2418,"core",0,0
1,"patch",1,2419,"core",0,0
1,"patch",1,2420,"core",0,0
1,"patch",1,2421,"core",0,0
1,"patch",1,2422,"core",0,0
1,"patch",1,2423,"core",0,0
1,"patch",1,2424,"core",0,0
1,"patch",1,2425,"core",0,0
1,"patch",1,2426,"core",0,0
1,"patch",1,2427,"core",0,0
1,"patch",1,2428,"core",0,0
1,"patch",1,2429,"core",0,0
1,"patch",1,2430,"core",0,0
1,"patch",1,2431,"core",0,0
1,"patch",1,2432,"core",0,0
1,"patch",1,2433,"core",0,0
1,"patch",1,2434,"core",0,0
1,"patch",1,2435,"core",0,0
1,"patch",1,2436,"core",0,0
1,"patch",1,2437,"core",0,0
1,"patch",1,2438,"core",0,0
1,"patch",1,2439,"core",0,0
1,"patch",1,2440,"core",0,0
1,"patch",1,2441,"core",0,0
1,"patch",1,2442,"core",0.53,0.0053
1,"patch",1,2443,"core",0,0
1,"patch",1,2444,"core",0,0
1,"patch",1,2445,"core",0,0
1,"patch",1,2446,"core",0,0
1,"patch",1,2447,"core",0,0
1,"patch",1,2448,"core",0,0
1,"patch",1,2449,"core",45.84,0.4584
1,"patch",1,2450,"core",0,0
1,"patch",1,2451,"core",0,0
1,"patch",1,2452,"core",0,0
1,"patch",1,2453,"core",0,0
1,"patch",1,2454,"core",0,0
1,"patch",1,2455,"core",0,0
1,"patch",1,2456,"core",0,0
1,"patch",1,2457,"core",0.17,0.0017
1,"patch",1,2458,"core",0,0
1,"patch",1,2459,"core",0,0
1,"patch",1,2460,"core",0,0
1,"patch",1,2461,"core",0,0
1,"patch",1,2462,"core",0,0
1,"patch",1,2463,"core",0,0
1,"patch",1,2464,"core",0,0
1,"patch",1,2465,"core",0,0
1,"patch",1,2466,"core",0,0
1,"patch",1,2467,"core",0,0
1,"patch",1,2468,"core",21.56,0.2156
1,"patch",1,2469,"core",0,0
1,"patch",1,2470,"core",0,0
1,"patch",1,2471,"core",0,0
1,"patch",1,2472,"core",0,0
1,"patch",1,2473,"core",0,0
1,"patch",1,2474,"core",0,0
1,"patch",1,2475,"core",0,0
1,"patch",1,2476,"core",0,0
1,"patch",1,2477,"core",0,0
1,"patch",1,2478,"core",23.86,0.2386
1,"patch",1,2479,"core",0,0
1,"patch",1,2480,"core",0,0
1,"patch",1,2481,"core",0,0
1,"patch",1,2482,"core",0,0
1,"patch",1,2483,"core",0,0
1,"patch",1,2484,"core",0,0
1,"patch",1,2485,"core",0,0
1,"patch",1,2486,"core",0,0
1,"patch",1,2487,"core",0,0
1,"patch",1,2488,"core",0,0
1,"patch",1,2489,"core",0,0
1,"patch",1,2490,"core",0,0
1,"patch",1,2491,"core",0,0
1,"patch",1,2492,"core",0,0
1,"patch",1,2493,"core",0,0
1,"patch",1,2494,"core",0,0
1,"patch",1,2495,"core",0,0
1,"patch",1,2496,"core",0,0
1,"patch",1,2497,"core",0,0
1,"patch",1,2498,"core",0,0
1,"patch",1,2499,"core",8.14,0.0814
1,"patch",1,2500,"core",0,0
1,"patch",1,2501,"core",0,0
1,"patch",1,2502,"core",4.34,0.0434
1,"patch",1,2503,"core",0,0
1,"patch",1,2504,"core",0,0
1,"patch",1,2505,"core",0,0
1,"patch",1,2506,"core",0,0
1,"patch",1,2507,"core",0,0
1,"patch",1,2508,"core",0,0
1,"patch",1,2509,"core",0,0
1,"patch",1,2510,"core",0,0
1,"patch",1,2511,"core",0,0
1,"patch",1,2512,"core",0,0
1,"patch",1,2513,"core",0,0
1,"patch",1,2514,"core",0,0
1,"patch",1,2515,"core",0,0
1,"patch",1,2516,"core",0,0
1,"patch",1,2517,"core",0,0
1,"patch",1,2518,"core",0,0
1,"patch",1,2519,"core",0,0
1,"patch",1,2520,"core",0,0
1,"patch",1,2521,"core",0,0
1,"patch",1,2522,"core",0,0
1,"patch",1,2523,"core",0,0
1,"patch",1,2524,"core",0,0
1,"patch",1,2525,"core",0,0
1,"patch",1,2526,"core",0,0
1,"patch",1,2527,"core",1.1,0.011
1,"patch",1,2528,"core",0,0
