"layer","level","class","id","metric","value"
1,"patch",1,583,"shape",1.41421356237309
1,"patch",1,584,"shape",1.73205080756888
1,"patch",1,585,"shape",1
1,"patch",1,586,"shape",1
1,"patch",1,587,"shape",1
1,"patch",1,588,"shape",1
1,"patch",1,589,"shape",1.06066017177982
1,"patch",1,590,"shape",1.5
1,"patch",1,591,"shape",2.875
1,"patch",1,592,"shape",2.06886762992275
1,"patch",1,593,"shape",1.06066017177982
1,"patch",1,594,"shape",1
1,"patch",1,595,"shape",1.57401654689131
1,"patch",1,596,"shape",3.17542648054294
1,"patch",1,597,"shape",1
1,"patch",1,598,"shape",1.25108648434245
1,"patch",1,599,"shape",1
1,"patch",1,600,"shape",1.15470053837925
1,"patch",1,601,"shape",1
1,"patch",1,602,"shape",1
1,"patch",1,603,"shape",1
1,"patch",1,604,"shape",1.06066017177982
1,"patch",1,605,"shape",1.31519189844286
1,"patch",1,606,"shape",1
1,"patch",1,607,"shape",1
1,"patch",1,608,"shape",1.73205080756888
1,"patch",1,609,"shape",1
1,"patch",1,610,"shape",1
1,"patch",1,611,"shape",1
1,"patch",1,612,"shape",1
1,"patch",1,613,"shape",1
1,"patch",1,614,"shape",1
1,"patch",1,615,"shape",2.56284642891099
1,"patch",1,616,"shape",2.33333333333333
1,"patch",1,617,"shape",1.38675049056307
1,"patch",1,618,"shape",1.22157112967061
1,"patch",1,619,"shape",2.68817321011722
1,"patch",1,620,"shape",1
1,"patch",1,621,"shape",1.06066017177982
1,"patch",1,622,"shape",1
1,"patch",1,623,"shape",1.49120227015865
1,"patch",1,624,"shape",2.06235634569118
1,"patch",1,625,"shape",1
1,"patch",1,626,"shape",1
1,"patch",1,627,"shape",1
1,"patch",1,628,"shape",1.64937665490745
1,"patch",1,629,"shape",1
1,"patch",1,630,"shape",1.75
1,"patch",1,631,"shape",1
1,"patch",1,632,"shape",1
1,"patch",1,633,"shape",1
1,"patch",1,634,"shape",1
1,"patch",1,635,"shape",1.93649167310371
1,"patch",1,636,"shape",1
1,"patch",1,637,"shape",1
1,"patch",1,638,"shape",1.68033610083361
1,"patch",1,639,"shape",1
1,"patch",1,640,"shape",1.15470053837925
1,"patch",1,641,"shape",2.29809703885628
1,"patch",1,642,"shape",2.33333333333333
1,"patch",1,643,"shape",1.02062072615966
1,"patch",1,644,"shape",1
1,"patch",1,645,"shape",1.43217888674438
1,"patch",1,646,"shape",1.06066017177982
1,"patch",1,647,"shape",2.1258096000574
1,"patch",1,648,"shape",1
1,"patch",1,649,"shape",2.77350098112615
1,"patch",1,650,"shape",1.86827974570489
1,"patch",1,651,"shape",1.41421356237309
1,"patch",1,652,"shape",1
1,"patch",1,653,"shape",1
1,"patch",1,654,"shape",1.75
1,"patch",1,655,"shape",1.75050294583593
1,"patch",1,656,"shape",1.51736696516162
1,"patch",1,657,"shape",1
1,"patch",1,658,"shape",1.41421356237309
1,"patch",1,659,"shape",1
1,"patch",1,660,"shape",2.01246117974981
1,"patch",1,661,"shape",1.75
1,"patch",1,662,"shape",1
1,"patch",1,663,"shape",1.41421356237309
1,"patch",1,664,"shape",1.88085130353685
1,"patch",1,665,"shape",1.82264475373153
1,"patch",1,666,"shape",1.5545631755148
1,"patch",1,667,"shape",1.92006144294928
1,"patch",1,668,"shape",1
1,"patch",1,669,"shape",1.56524758424985
1,"patch",1,670,"shape",1.41421356237309
1,"patch",1,671,"shape",1.41421356237309
1,"patch",1,672,"shape",1
1,"patch",1,673,"shape",1.41421356237309
1,"patch",1,674,"shape",1.56524758424985
1,"patch",1,675,"shape",1.83711730708738
1,"patch",1,676,"shape",1.66855953117979
1,"patch",1,677,"shape",1
1,"patch",1,678,"shape",2.26133508433323
1,"patch",1,679,"shape",1.41421356237309
1,"patch",1,680,"shape",1
1,"patch",1,681,"shape",1.19688749786255
1,"patch",1,682,"shape",1
1,"patch",1,683,"shape",2.51622641048798
1,"patch",1,684,"shape",2.29809703885628
1,"patch",1,685,"shape",1.455213750218
1,"patch",1,686,"shape",1.06066017177982
1,"patch",1,687,"shape",4.79753707835702
1,"patch",1,688,"shape",1
1,"patch",1,689,"shape",1.06066017177982
1,"patch",1,690,"shape",1
1,"patch",1,691,"shape",1
1,"patch",1,692,"shape",1.34715062810913
1,"patch",1,693,"shape",1.06066017177982
1,"patch",1,694,"shape",2.68793601114312
1,"patch",1,695,"shape",1
1,"patch",1,696,"shape",1.39647500877833
1,"patch",1,697,"shape",1.31157847467778
1,"patch",1,698,"shape",2.88926047405846
1,"patch",1,699,"shape",2.49119662131687
1,"patch",1,700,"shape",1
1,"patch",1,701,"shape",1.06066017177982
1,"patch",1,702,"shape",1.68167096703823
1,"patch",1,703,"shape",1.65872200674259
1,"patch",1,704,"shape",1.06066017177982
1,"patch",1,705,"shape",1.60356745147455
