"Rowid","min","median","max","mean","patch_areasqkm"
77,0.00110889412462711,0.00202475616242737,0.00264689628966153,0.00196538747210676,0.000899310358106464
78,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000799243418241123
79,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499578467700048
80,0.00287374597974122,0.00457978621125221,0.00600916193798184,0.00451062008505687,0.000399693870109826
81,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000899149971861814
82,0.00761826662346721,0.095391720533371,0.095391720533371,0.0611297201498279,0.000799388463354233
83,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499578403315274
84,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499618241439704
85,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999057082917381
86,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499578340333828
87,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00109916133316947
88,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000899240578817742
89,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000799246883766391
90,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000699467335471563
91,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00029971783805365
92,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399662187100956
93,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000699467971633567
94,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199812036380521
95,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299718349143455
96,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199812403431963
97,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199812586481043
98,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199812770140925
99,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299746506477924
100,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99064831192954e-05
101,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99065744870895e-05
102,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99066666976141e-05
103,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399696357782319
104,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99067564666475e-05
105,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499577267814093
106,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99068495654356e-05
107,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499620786650295
108,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299720862354894
109,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499621221172943
110,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000699349502796802
111,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499621593362419
112,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000599443019646918
113,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499622027787424
114,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000599443567344075
115,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199830838422626
116,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499622399032494
117,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299721999518995
118,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399698242327999
119,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499623205467389
120,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299774146435913
121,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199814718525158
122,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399699184421406
123,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00119898385871763
124,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299774629187305
125,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399699827973483
126,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299722117418627
127,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299775112275747
128,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299775334985781
129,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299775594440303
130,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99252476203837e-05
131,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000699351750353439
132,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00109917865187995
133,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00019983048133424
134,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199830442962848
135,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00109918031683619
136,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199814849195012
137,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199830418295722
138,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00019981487594638
139,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199830393013603
140,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199814901398378
141,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199830366373906
142,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499627969619876
143,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00149861226694888
144,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199830340936925
145,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.0010991826308642
146,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199830315922416
147,0.000673793721944094,0.000885837973328307,0.00107254355680197,0.000873849992785836,0.00159873332789064
148,0.0025965936947614,0.00274729717057198,0.00289800064638257,0.00274729717057198,0.000199805026163711
149,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00109906505084889
150,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000799318044766245
151,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199829025047235
152,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999141927429955
153,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999258466456799
154,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99075156207546e-05
155,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99075286096631e-05
156,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00219810701905188
157,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199815084242786
158,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00159881656681618
159,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199815110615455
160,0.0150524862110615,0.0150524862110615,0.0150524862110615,0.0150524862110615,9.99177893341111e-05
161,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199815135713405
162,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000899168358938827
163,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.0010990511192704
164,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00109918830554008
165,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99076464965619e-05
166,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999077154668776
167,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399653901172656
168,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.0016985230774746
169,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00119895461483877
170,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999125631614443
171,NA,NA,NA,NA,0.00089920744943466
172,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299736627868333
173,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00199823400338221
174,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00119893622232105
175,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00109919009111216
176,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299723447612123
177,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499554983460868
178,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99107122372225e-05
179,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00129880330102656
180,0.00328849046491086,0.00427141413092613,0.0157893691211939,0.00515711772128601,0.00219827760563923
181,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000599463613682485
182,0.0111659588292241,0.0176143385469913,0.0375926606357098,0.0184867403415196,0.00169862350811508
183,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00139897165953182
184,0.00125160010065883,0.00234853546135128,0.00515516800805926,0.00302881123207044,0.000799212851099568
185,0.010545464232564,0.0160033125430346,0.0304163694381714,0.0164105399813065,0.00679451727634242
186,0.00568221043795347,0.00568221043795347,0.00568221043795347,0.00568221043795347,9.99207755895768e-05
187,0.00172164046671242,0.00172164046671242,0.00172164046671242,0.00172164046671242,9.99016712242737e-05
188,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999104859468309
189,0.0180135108530521,0.0200471971184015,0.0220808833837509,0.0200471971184015,0.000199835793355902
190,0.0325214751064777,0.0325214751064777,0.0325214751064777,0.0325214751064777,9.99190157988196e-05
191,0.00695762364193797,0.017138535156846,0.0406145341694355,0.0184554706832741,0.00589525241527743
192,0.00268889358267188,0.00268889358267188,0.00268889358267188,0.00268889358267188,9.9901736597807e-05
193,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99080758676719e-05
194,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499540655882884
195,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99103761259175e-05
196,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399632750136443
197,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000899192760142643
198,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999267243459457
199,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499541295445728
200,0.00663166213780642,0.00663166213780642,0.00663166213780642,0.00663166213780642,9.99218033682846e-05
201,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199820428662308
202,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999083684945479
203,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499550752742696
204,NA,NA,NA,NA,0.000199820142977813
205,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000599459887278004
206,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499549287244401
207,0.0138355288654566,0.0169574292376637,0.0220040436834097,0.0170374645053276,0.00139886234384283
208,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399638886358545
209,0.00838623102754354,0.00838623102754354,0.00838623102754354,0.00838623102754354,9.99214776558656e-05
210,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299728794371767
211,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000899341953718947
212,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199816895464493
213,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000699365733243976
214,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99094682110008e-05
215,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000799274241203413
216,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000699364096852543
217,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299725520105596
218,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000599454121303264
219,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499544484450729
220,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299780958845658
221,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199817546388585
222,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399708265337249
223,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199817103668916
224,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299781439165774
225,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399708904759493
226,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299781917051325
227,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299782139418341
228,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299782397434741
229,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199855066702468
230,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00019985523871849
231,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199855385970179
232,0.00878719426691532,0.00878719426691532,0.00878719426691532,0.00878719426691532,9.99019896567916e-05
233,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199855557471863
234,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199855704974558
235,0.00327083608135581,0.00327083608135581,0.00327083608135581,0.00327083608135581,9.99019231749262e-05
236,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99279320951318e-05
237,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199856023656364
238,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99280545750516e-05
239,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00109920954085125
240,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199856487713885
241,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00149892543330598
242,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99284833470447e-05
243,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00119914278962735
244,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000599572256018073
245,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499644127907828
246,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.0005995736498896
247,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499645288347121
248,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000599575042785742
249,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499646448546555
250,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499647058530958
251,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00049964760816998
252,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399718549902536
253,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399718988077075
254,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299789588881657
255,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499649923177494
256,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399720400862061
257,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399720839596383
258,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00129909506908171
259,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00159888938659729
260,0.0076277507469058,0.0076277507469058,0.0076277507469058,0.0076277507469058,9.9919657299004e-05
261,0.0722947716712952,0.0722947716712952,0.0722947716712952,0.0722947716712952,9.99170285669097e-05
262,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000799445981462311
263,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000599585125035563
264,0.0199064668267965,0.0284918453544378,0.0410712696611881,0.0296700389683247,0.00249803458367521
265,0.0115325022488832,0.0195388663560152,0.0551909320056438,0.0209922115769117,0.00929272178661863
266,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999309632648714
267,0.00529667641967535,0.0356166027486324,0.0968331545591354,0.0348746447265873,0.128398694994896
268,0.0821580216288567,0.0821580216288567,0.0821580216288567,0.0821580216288567,9.99171055505576e-05
269,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000899379891520599
270,0.0760923475027084,0.116291373968124,0.141981899738312,0.110911618579518,0.00109907699607346
271,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399724726580403
272,0.0205568503588438,0.0383949968963861,0.104859381914139,0.0459793285515748,0.00379684486975257
273,0.00233189598657191,0.00380927324295044,0.00752955675125122,0.00455840673696782,0.000699417240282462
274,0.00685236090794206,0.0083205234259367,0.0098273828625679,0.00833019765559584,0.000399667273071696
275,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000699518929178201
276,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499656787596003
277,0.00876602996140718,0.00876602996140718,0.00876602996140718,0.00876602996140718,9.9921026792741e-05
278,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.9931417909087e-05
279,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99314543911751e-05
280,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99315028870187e-05
281,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.0012991114266941
282,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499658846399034
283,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199863671121566
284,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199863744046335
285,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00019986381661937
286,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99319508235494e-05
287,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000199863986022116
288,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99320354122028e-05
289,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99320725383004e-05
290,0.00486331339925528,0.00486331339925528,0.00486331339925528,0.00486331339925528,9.99249504796171e-05
291,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299796323818184
292,0.0135180689394474,0.0214664321392775,0.0299335140734911,0.0217342799888891,0.00569546296667469
293,0.0193508677184582,0.0266812797635794,0.111273050308228,0.040436162169163,0.00649457646170887
294,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499660601144133
295,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000999321370198217
296,0.0101624866947532,0.0234377421438694,0.0717514902353287,0.0257005895372857,0.0444646857174622
297,0.0201600585132837,0.0201600585132837,0.0201600585132837,0.0201600585132837,9.99248885471461e-05
298,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99321448559058e-05
299,0.0128282271325588,0.0178853524848819,0.0388690382242203,0.0188748445620553,0.00359729701209864
300,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99321571074397e-05
301,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000299796505095466
302,0.0236399415880442,0.0286170020699501,0.0327915027737617,0.0274389425499572,0.000899269194440189
303,0.051633782684803,0.0579556524753571,0.0682169124484062,0.0589405000209808,0.00039968373002288
304,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00029979654228795
305,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000399728770364367
306,0.0231358017772436,0.0286502651870251,0.0420248880982399,0.0288640252004067,0.00149881342437721
307,0.0284953583031893,0.0443181283771992,0.0720104426145554,0.0460207613185048,0.00099918098847181
308,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.000499661023710156
309,0.0220717266201973,0.0359400659799576,0.0576957911252975,0.037679433512191,0.00239801209909729
310,0.0110108759254217,0.0126627339050174,0.0160056073218584,0.0132264057174325,0.00029976748398332
311,0.00415578065440059,0.028179120272398,0.0649213567376137,0.0272872519227817,0.046166096864201
312,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00119918666177016
313,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99322288480034e-05
314,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,9.99322403381302e-05
315,NA,NA,NA,NA,0.000399742828772192
316,0.095391720533371,0.095391720533371,0.095391720533371,0.095391720533371,0.00609615047520268
