"layer","level","class","id","metric","value","areasqkm"
1,"patch",1,219,"area",0.01,1e-04
1,"patch",1,220,"area",0.05,5e-04
1,"patch",1,221,"area",220.17,2.2017
1,"patch",1,222,"area",0.06,6e-04
1,"patch",1,223,"area",3.62,0.0362
1,"patch",1,224,"area",0.02,2e-04
1,"patch",1,225,"area",0.09,9e-04
1,"patch",1,226,"area",0.23,0.0023
1,"patch",1,227,"area",0.01,1e-04
1,"patch",1,228,"area",18.38,0.1838
1,"patch",1,229,"area",43.68,0.4368
1,"patch",1,230,"area",0.05,5e-04
1,"patch",1,231,"area",0.01,1e-04
1,"patch",1,232,"area",0.01,1e-04
1,"patch",1,233,"area",38.68,0.3868
1,"patch",1,234,"area",0.03,3e-04
1,"patch",1,235,"area",21.53,0.2153
1,"patch",1,236,"area",0.1,0.001
1,"patch",1,237,"area",0.01,1e-04
1,"patch",1,238,"area",0.03,3e-04
1,"patch",1,239,"area",274.08,2.7408
1,"patch",1,240,"area",0.04,4e-04
1,"patch",1,241,"area",0.48,0.0048
1,"patch",1,242,"area",0.02,2e-04
1,"patch",1,243,"area",377.12,3.7712
1,"patch",1,244,"area",0.41,0.0041
1,"patch",1,245,"area",0.12,0.0012
1,"patch",1,246,"area",0.02,2e-04
1,"patch",1,247,"area",0.02,2e-04
1,"patch",1,248,"area",0.01,1e-04
1,"patch",1,249,"area",0.05,5e-04
1,"patch",1,250,"area",0.12,0.0012
1,"patch",1,251,"area",0.03,3e-04
1,"patch",1,252,"area",4.22,0.0422
1,"patch",1,253,"area",0.01,1e-04
1,"patch",1,254,"area",0.01,1e-04
1,"patch",1,255,"area",0.19,0.0019
1,"patch",1,256,"area",0.02,2e-04
1,"patch",1,257,"area",23.26,0.2326
1,"patch",1,258,"area",0.04,4e-04
1,"patch",1,259,"area",0.52,0.0052
1,"patch",1,260,"area",0.08,8e-04
1,"patch",1,261,"area",1.58,0.0158
1,"patch",1,262,"area",0.01,1e-04
1,"patch",1,263,"area",0.11,0.0011
1,"patch",1,264,"area",0.16,0.0016
1,"patch",1,265,"area",0.02,2e-04
1,"patch",1,266,"area",1.94,0.0194
1,"patch",1,267,"area",0.01,1e-04
1,"patch",1,268,"area",0.15,0.0015
1,"patch",1,269,"area",0.01,1e-04
1,"patch",1,270,"area",0.01,1e-04
1,"patch",1,271,"area",0.02,2e-04
1,"patch",1,272,"area",0.02,2e-04
1,"patch",1,273,"area",0.01,1e-04
1,"patch",1,274,"area",0.19,0.0019
1,"patch",1,275,"area",0.24,0.0024
1,"patch",1,276,"area",36.76,0.3676
1,"patch",1,277,"area",0.36,0.0036
1,"patch",1,278,"area",0.01,1e-04
1,"patch",1,279,"area",0.02,2e-04
1,"patch",1,280,"area",0.01,1e-04
1,"patch",1,281,"area",0.01,1e-04
1,"patch",1,282,"area",0.11,0.0011
1,"patch",1,283,"area",60.69,0.6069
1,"patch",1,284,"area",0.01,1e-04
1,"patch",1,285,"area",0.2,0.002
1,"patch",1,286,"area",0.01,1e-04
1,"patch",1,287,"area",0.42,0.0042
1,"patch",1,288,"area",17.44,0.1744
1,"patch",1,289,"area",0.06,6e-04
1,"patch",1,290,"area",0.01,1e-04
1,"patch",1,291,"area",0.01,1e-04
1,"patch",1,292,"area",0.52,0.0052
1,"patch",1,293,"area",112.32,1.1232
1,"patch",1,294,"area",1.07,0.0107
1,"patch",1,295,"area",4.01,0.0401
1,"patch",1,296,"area",0.01,1e-04
1,"patch",1,297,"area",0.01,1e-04
1,"patch",1,298,"area",0.05,5e-04
1,"patch",1,299,"area",0.01,1e-04
1,"patch",1,300,"area",0.03,3e-04
1,"patch",1,301,"area",0.1,0.001
1,"patch",1,302,"area",227.26,2.2726
1,"patch",1,303,"area",0.02,2e-04
1,"patch",1,304,"area",0.01,1e-04
1,"patch",1,305,"area",4.99,0.0499
1,"patch",1,306,"area",4.92,0.0492
1,"patch",1,307,"area",49.87,0.4987
1,"patch",1,308,"area",0.59,0.0059
1,"patch",1,309,"area",0.02,2e-04
1,"patch",1,310,"area",0.02,2e-04
1,"patch",1,311,"area",0.15,0.0015
1,"patch",1,312,"area",0.09,9e-04
1,"patch",1,313,"area",1.04,0.0104
1,"patch",1,314,"area",0.1,0.001
1,"patch",1,315,"area",97.52,0.9752
1,"patch",1,316,"area",1.33,0.0133
1,"patch",1,317,"area",2.89,0.0289
1,"patch",1,318,"area",0.01,1e-04
1,"patch",1,319,"area",419.24,4.1924
1,"patch",1,320,"area",0.04,4e-04
1,"patch",1,321,"area",0.01,1e-04
1,"patch",1,322,"area",0.06,6e-04
1,"patch",1,323,"area",169.46,1.6946
1,"patch",1,324,"area",0.03,3e-04
1,"patch",1,325,"area",3.18,0.0318
1,"patch",1,326,"area",169.41,1.6941
1,"patch",1,327,"area",30.09,0.3009
1,"patch",1,328,"area",0.01,1e-04
1,"patch",1,329,"area",0.05,5e-04
1,"patch",1,330,"area",0.51,0.0051
1,"patch",1,331,"area",0.03,3e-04
1,"patch",1,332,"area",0.3,0.003
1,"patch",1,333,"area",0.99,0.0099
1,"patch",1,334,"area",1.61,0.0161
1,"patch",1,335,"area",2.52,0.0252
1,"patch",1,336,"area",0.03,3e-04
1,"patch",1,337,"area",118.64,1.1864
1,"patch",1,338,"area",0.22,0.0022
1,"patch",1,339,"area",0.03,3e-04
1,"patch",1,340,"area",0.02,2e-04
1,"patch",1,341,"area",0.09,9e-04
1,"patch",1,342,"area",191.66,1.9166
1,"patch",1,343,"area",0.23,0.0023
1,"patch",1,344,"area",3.16,0.0316
1,"patch",1,345,"area",0.13,0.0013
1,"patch",1,346,"area",0.86,0.0086
1,"patch",1,347,"area",0.56,0.0056
1,"patch",1,348,"area",3.47,0.0347
1,"patch",1,349,"area",0.02,2e-04
1,"patch",1,350,"area",0.13,0.0013
1,"patch",1,351,"area",1.18,0.0118
1,"patch",1,352,"area",1.14,0.0114
1,"patch",1,353,"area",17.07,0.1707
1,"patch",1,354,"area",0.01,1e-04
1,"patch",1,355,"area",0.03,3e-04
1,"patch",1,356,"area",0.01,1e-04
1,"patch",1,357,"area",0.01,1e-04
1,"patch",1,358,"area",0.08,8e-04
1,"patch",1,359,"area",0.14,0.0014
1,"patch",1,360,"area",0.19,0.0019
1,"patch",1,361,"area",9.71,0.0971
1,"patch",1,362,"area",492.27,4.9227
1,"patch",1,363,"area",1.45,0.0145
1,"patch",1,364,"area",42.26,0.4226
1,"patch",1,365,"area",0.92,0.0092
1,"patch",1,366,"area",0.01,1e-04
1,"patch",1,367,"area",0.01,1e-04
1,"patch",1,368,"area",0.02,2e-04
1,"patch",1,369,"area",2.88,0.0288
1,"patch",1,370,"area",0.01,1e-04
1,"patch",1,371,"area",33.57,0.3357
1,"patch",1,372,"area",2.01,0.0201
1,"patch",1,373,"area",0.01,1e-04
1,"patch",1,374,"area",3.43,0.0343
1,"patch",1,375,"area",0.01,1e-04
1,"patch",1,376,"area",0.02,2e-04
1,"patch",1,377,"area",0.05,5e-04
1,"patch",1,378,"area",0.13,0.0013
1,"patch",1,379,"area",14.95,0.1495
1,"patch",1,380,"area",11.51,0.1151
1,"patch",1,381,"area",1684.33,16.8433
1,"patch",1,382,"area",50.67,0.5067
1,"patch",1,383,"area",5.27,0.0527
1,"patch",1,384,"area",0.37,0.0037
1,"patch",1,385,"area",0.02,2e-04
1,"patch",1,386,"area",0.04,4e-04
1,"patch",1,387,"area",0.19,0.0019
1,"patch",1,388,"area",3.62,0.0362
1,"patch",1,389,"area",95.93,0.9593
1,"patch",1,390,"area",5.32,0.0532
1,"patch",1,391,"area",120.52,1.2052
1,"patch",1,392,"area",0.7,0.007
1,"patch",1,393,"area",7.91,0.0791
1,"patch",1,394,"area",0.13,0.0013
1,"patch",1,395,"area",21.7,0.217
1,"patch",1,396,"area",0.22,0.0022
1,"patch",1,397,"area",0.05,5e-04
1,"patch",1,398,"area",0.05,5e-04
1,"patch",1,399,"area",0.01,1e-04
1,"patch",1,400,"area",0.06,6e-04
1,"patch",1,401,"area",0.01,1e-04
1,"patch",1,402,"area",0.01,1e-04
1,"patch",1,403,"area",269.44,2.6944
1,"patch",1,404,"area",0.01,1e-04
1,"patch",1,405,"area",0.01,1e-04
1,"patch",1,406,"area",2.27,0.0227
1,"patch",1,407,"area",0.26,0.0026
1,"patch",1,408,"area",0.1,0.001
1,"patch",1,409,"area",0.01,1e-04
1,"patch",1,410,"area",0.01,1e-04
1,"patch",1,411,"area",2.71,0.0271
1,"patch",1,412,"area",1.34,0.0134
1,"patch",1,413,"area",0.01,1e-04
1,"patch",1,414,"area",0.5,0.005
1,"patch",1,415,"area",1.23,0.0123
1,"patch",1,416,"area",0.08,8e-04
1,"patch",1,417,"area",0.01,1e-04
1,"patch",1,418,"area",0.06,6e-04
1,"patch",1,419,"area",0.04,4e-04
1,"patch",1,420,"area",7.64,0.0764
1,"patch",1,421,"area",0.02,2e-04
1,"patch",1,422,"area",0.01,1e-04
1,"patch",1,423,"area",0.05,5e-04
1,"patch",1,424,"area",0.01,1e-04
1,"patch",1,425,"area",0.04,4e-04
1,"patch",1,426,"area",0.01,1e-04
1,"patch",1,427,"area",0.02,2e-04
1,"patch",1,428,"area",5.14,0.0514
1,"patch",1,429,"area",0.01,1e-04
1,"patch",1,430,"area",1.5,0.015
1,"patch",1,431,"area",1.51,0.0151
1,"patch",1,432,"area",0.01,1e-04
1,"patch",1,433,"area",5.85,0.0585
1,"patch",1,434,"area",0.07,7e-04
1,"patch",1,435,"area",0.07,7e-04
1,"patch",1,436,"area",0.03,3e-04
1,"patch",1,437,"area",0.17,0.0017
1,"patch",1,438,"area",0.05,5e-04
1,"patch",1,439,"area",0.01,1e-04
1,"patch",1,440,"area",0.03,3e-04
1,"patch",1,441,"area",0.34,0.0034
1,"patch",1,442,"area",2.16,0.0216
1,"patch",1,443,"area",0.05,5e-04
1,"patch",1,444,"area",254.59,2.5459
1,"patch",1,445,"area",0.04,4e-04
1,"patch",1,446,"area",0.04,4e-04
1,"patch",1,447,"area",0.08,8e-04
1,"patch",1,448,"area",0.16,0.0016
1,"patch",1,449,"area",0.03,3e-04
1,"patch",1,450,"area",0.01,1e-04
1,"patch",1,451,"area",0.01,1e-04
1,"patch",1,452,"area",0.01,1e-04
1,"patch",1,453,"area",0.05,5e-04
1,"patch",1,454,"area",324.29,3.2429
1,"patch",1,455,"area",0.01,1e-04
1,"patch",1,456,"area",6.68,0.0668
1,"patch",1,457,"area",0.06,6e-04
1,"patch",1,458,"area",0.01,1e-04
1,"patch",1,459,"area",0.05,5e-04
1,"patch",1,460,"area",0.02,2e-04
1,"patch",1,461,"area",0.03,3e-04
1,"patch",1,462,"area",102.89,1.0289
1,"patch",1,463,"area",0.03,3e-04
1,"patch",1,464,"area",0.05,5e-04
1,"patch",1,465,"area",0.06,6e-04
1,"patch",1,466,"area",0.05,5e-04
1,"patch",1,467,"area",0.16,0.0016
1,"patch",1,468,"area",0.07,7e-04
1,"patch",1,469,"area",13.26,0.1326
1,"patch",1,470,"area",0.02,2e-04
1,"patch",1,471,"area",0.01,1e-04
1,"patch",1,472,"area",0.02,2e-04
1,"patch",1,473,"area",7.74,0.0774
1,"patch",1,474,"area",0.01,1e-04
1,"patch",1,475,"area",0.21,0.0021
1,"patch",1,476,"area",0.04,4e-04
1,"patch",1,477,"area",0.02,2e-04
1,"patch",1,478,"area",0.07,7e-04
1,"patch",1,479,"area",0.06,6e-04
1,"patch",1,480,"area",0.01,1e-04
1,"patch",1,481,"area",0.01,1e-04
1,"patch",1,482,"area",26.66,0.2666
1,"patch",1,483,"area",0.03,3e-04
1,"patch",1,484,"area",0.03,3e-04
1,"patch",1,485,"area",3.43,0.0343
1,"patch",1,486,"area",0.11,0.0011
1,"patch",1,487,"area",3.86,0.0386
1,"patch",1,488,"area",0.01,1e-04
1,"patch",1,489,"area",0.01,1e-04
1,"patch",1,490,"area",0.01,1e-04
1,"patch",1,491,"area",0.02,2e-04
1,"patch",1,492,"area",0.01,1e-04
1,"patch",1,493,"area",0.01,1e-04
1,"patch",1,494,"area",0.03,3e-04
1,"patch",1,495,"area",12.6,0.126
1,"patch",1,496,"area",160.1,1.601
1,"patch",1,497,"area",3.78,0.0378
1,"patch",1,498,"area",0.05,5e-04
1,"patch",1,499,"area",0.01,1e-04
1,"patch",1,500,"area",1.2,0.012
1,"patch",1,501,"area",36.96,0.3696
1,"patch",1,502,"area",0.01,1e-04
1,"patch",1,503,"area",0.14,0.0014
1,"patch",1,504,"area",0.04,4e-04
1,"patch",1,505,"area",1.94,0.0194
1,"patch",1,506,"area",0.08,8e-04
1,"patch",1,507,"area",0.21,0.0021
1,"patch",1,508,"area",0.02,2e-04
1,"patch",1,509,"area",0.04,4e-04
1,"patch",1,510,"area",1.29,0.0129
1,"patch",1,511,"area",0.01,1e-04
1,"patch",1,512,"area",0.04,4e-04
1,"patch",1,513,"area",0.01,1e-04
1,"patch",1,514,"area",72.62,0.7262
1,"patch",1,515,"area",3.44,0.0344
1,"patch",1,516,"area",0.01,1e-04
1,"patch",1,517,"area",0.04,4e-04
1,"patch",1,518,"area",0.01,1e-04
1,"patch",1,519,"area",666.26,6.6626
1,"patch",1,520,"area",0.01,1e-04
1,"patch",1,521,"area",0.94,0.0094
1,"patch",1,522,"area",0.02,2e-04
1,"patch",1,523,"area",0.02,2e-04
1,"patch",1,524,"area",5.63,0.0563
1,"patch",1,525,"area",0.02,2e-04
1,"patch",1,526,"area",5.52,0.0552
1,"patch",1,527,"area",0.01,1e-04
1,"patch",1,528,"area",0.08,8e-04
1,"patch",1,529,"area",0.02,2e-04
1,"patch",1,530,"area",0.07,7e-04
1,"patch",1,531,"area",5.86,0.0586
1,"patch",1,532,"area",0.59,0.0059
1,"patch",1,533,"area",0.02,2e-04
1,"patch",1,534,"area",0.01,1e-04
1,"patch",1,535,"area",0.21,0.0021
1,"patch",1,536,"area",0.01,1e-04
1,"patch",1,537,"area",0.01,1e-04
1,"patch",1,538,"area",0.95,0.0095
1,"patch",1,539,"area",26.41,0.2641
1,"patch",1,540,"area",2.17,0.0217
1,"patch",1,541,"area",0.01,1e-04
1,"patch",1,542,"area",0.01,1e-04
1,"patch",1,543,"area",0.01,1e-04
1,"patch",1,544,"area",0.03,3e-04
1,"patch",1,545,"area",0.01,1e-04
1,"patch",1,546,"area",13.56,0.1356
1,"patch",1,547,"area",0.01,1e-04
1,"patch",1,548,"area",0.36,0.0036
1,"patch",1,549,"area",0.09,9e-04
1,"patch",1,550,"area",0.13,0.0013
1,"patch",1,551,"area",0.13,0.0013
1,"patch",1,552,"area",0.6,0.006
1,"patch",1,553,"area",0.11,0.0011
1,"patch",1,554,"area",0.01,1e-04
1,"patch",1,555,"area",0.02,2e-04
1,"patch",1,556,"area",0.18,0.0018
1,"patch",1,557,"area",0.14,0.0014
1,"patch",1,558,"area",0.01,1e-04
1,"patch",1,559,"area",0.01,1e-04
1,"patch",1,560,"area",0.07,7e-04
1,"patch",1,561,"area",87.75,0.8775
1,"patch",1,562,"area",15.95,0.1595
1,"patch",1,563,"area",0.01,1e-04
1,"patch",1,564,"area",0.33,0.0033
1,"patch",1,565,"area",0.58,0.0058
1,"patch",1,566,"area",0.01,1e-04
1,"patch",1,567,"area",0.04,4e-04
1,"patch",1,568,"area",0.19,0.0019
1,"patch",1,569,"area",0.07,7e-04
1,"patch",1,570,"area",0.43,0.0043
1,"patch",1,571,"area",0.01,1e-04
1,"patch",1,572,"area",0.78,0.0078
1,"patch",1,573,"area",0.01,1e-04
1,"patch",1,574,"area",0.1,0.001
1,"patch",1,575,"area",0.03,3e-04
1,"patch",1,576,"area",0.01,1e-04
1,"patch",1,577,"area",0.26,0.0026
1,"patch",1,578,"area",0.01,1e-04
1,"patch",1,579,"area",0.01,1e-04
1,"patch",1,580,"area",0.01,1e-04
1,"patch",1,581,"area",0.01,1e-04
1,"patch",1,582,"area",0.03,3e-04
1,"patch",1,583,"area",4.43,0.0443
1,"patch",1,584,"area",0.38,0.0038
1,"patch",1,585,"area",6.07,0.0607
1,"patch",1,586,"area",0.02,2e-04
1,"patch",1,587,"area",0.04,4e-04
1,"patch",1,588,"area",0.02,2e-04
1,"patch",1,589,"area",0.21,0.0021
1,"patch",1,590,"area",0.01,1e-04
1,"patch",1,591,"area",0.28,0.0028
1,"patch",1,592,"area",0.52,0.0052
1,"patch",1,593,"area",1.59,0.0159
1,"patch",1,594,"area",1.15,0.0115
1,"patch",1,595,"area",0.02,2e-04
1,"patch",1,596,"area",0.75,0.0075
1,"patch",1,597,"area",1.47,0.0147
1,"patch",1,598,"area",0.02,2e-04
1,"patch",1,599,"area",0.04,4e-04
1,"patch",1,600,"area",0.01,1e-04
1,"patch",1,601,"area",0.02,2e-04
1,"patch",1,602,"area",0.05,5e-04
1,"patch",1,603,"area",0.24,0.0024
1,"patch",1,604,"area",0.01,1e-04
1,"patch",1,605,"area",9.09,0.0909
1,"patch",1,606,"area",0.06,6e-04
1,"patch",1,607,"area",0.03,3e-04
1,"patch",1,608,"area",0.03,3e-04
1,"patch",1,609,"area",2.67,0.0267
1,"patch",1,610,"area",0.01,1e-04
1,"patch",1,611,"area",0.09,9e-04
1,"patch",1,612,"area",0.02,2e-04
1,"patch",1,613,"area",0.01,1e-04
1,"patch",1,614,"area",3.08,0.0308
1,"patch",1,615,"area",0.03,3e-04
1,"patch",1,616,"area",0.94,0.0094
1,"patch",1,617,"area",0.01,1e-04
1,"patch",1,618,"area",99.17,0.9917
1,"patch",1,619,"area",0.07,7e-04
1,"patch",1,620,"area",0.36,0.0036
1,"patch",1,621,"area",0.34,0.0034
1,"patch",1,622,"area",0.01,1e-04
1,"patch",1,623,"area",0.08,8e-04
1,"patch",1,624,"area",0.09,9e-04
1,"patch",1,625,"area",0.17,0.0017
1,"patch",1,626,"area",0.14,0.0014
1,"patch",1,627,"area",1.43,0.0143
1,"patch",1,628,"area",0.01,1e-04
1,"patch",1,629,"area",0.07,7e-04
1,"patch",1,630,"area",0.06,6e-04
1,"patch",1,631,"area",0.04,4e-04
1,"patch",1,632,"area",0.13,0.0013
1,"patch",1,633,"area",0.86,0.0086
1,"patch",1,634,"area",0.02,2e-04
