"layer","level","class","id","metric","value","areasqkm"
1,"patch",1,2703,"area",3.05,0.0305
1,"patch",1,2704,"area",0.04,4e-04
1,"patch",1,2705,"area",5.48,0.0548
1,"patch",1,2706,"area",22.86,0.2286
1,"patch",1,2707,"area",0.01,1e-04
1,"patch",1,2708,"area",42.03,0.4203
1,"patch",1,2709,"area",16.93,0.1693
1,"patch",1,2710,"area",7.58,0.0758
1,"patch",1,2711,"area",0.01,1e-04
1,"patch",1,2712,"area",0.4,0.004
1,"patch",1,2713,"area",0.01,1e-04
1,"patch",1,2714,"area",0.3,0.003
1,"patch",1,2715,"area",0.01,1e-04
1,"patch",1,2716,"area",0.27,0.0027
1,"patch",1,2717,"area",0.11,0.0011
1,"patch",1,2718,"area",25.37,0.2537
1,"patch",1,2719,"area",0.2,0.002
1,"patch",1,2720,"area",0.01,1e-04
1,"patch",1,2721,"area",0.85,0.0085
1,"patch",1,2722,"area",0.43,0.0043
1,"patch",1,2723,"area",0.02,2e-04
1,"patch",1,2724,"area",1.58,0.0158
1,"patch",1,2725,"area",0.01,1e-04
1,"patch",1,2726,"area",0.66,0.0066
1,"patch",1,2727,"area",0.01,1e-04
1,"patch",1,2728,"area",0.01,1e-04
1,"patch",1,2729,"area",0.17,0.0017
1,"patch",1,2730,"area",0.02,2e-04
1,"patch",1,2731,"area",0.01,1e-04
1,"patch",1,2732,"area",0.24,0.0024
1,"patch",1,2733,"area",0.01,1e-04
1,"patch",1,2734,"area",0.01,1e-04
1,"patch",1,2735,"area",0.09,9e-04
1,"patch",1,2736,"area",2.86,0.0286
1,"patch",1,2737,"area",0.14,0.0014
1,"patch",1,2738,"area",0.02,2e-04
1,"patch",1,2739,"area",0.08,8e-04
1,"patch",1,2740,"area",0.02,2e-04
1,"patch",1,2741,"area",0.02,2e-04
1,"patch",1,2742,"area",24.65,0.2465
1,"patch",1,2743,"area",0.19,0.0019
1,"patch",1,2744,"area",0.02,2e-04
1,"patch",1,2745,"area",0.01,1e-04
1,"patch",1,2746,"area",0.07,7e-04
1,"patch",1,2747,"area",0.65,0.0065
1,"patch",1,2748,"area",0.05,5e-04
1,"patch",1,2749,"area",0.03,3e-04
1,"patch",1,2750,"area",0.01,1e-04
1,"patch",1,2751,"area",0.01,1e-04
1,"patch",1,2752,"area",0.09,9e-04
1,"patch",1,2753,"area",0.02,2e-04
1,"patch",1,2754,"area",0.2,0.002
1,"patch",1,2755,"area",0.29,0.0029
1,"patch",1,2756,"area",0.01,1e-04
1,"patch",1,2757,"area",0.09,9e-04
1,"patch",1,2758,"area",0.07,7e-04
1,"patch",1,2759,"area",0.01,1e-04
1,"patch",1,2760,"area",0.34,0.0034
1,"patch",1,2761,"area",0.21,0.0021
1,"patch",1,2762,"area",0.23,0.0023
1,"patch",1,2763,"area",0.86,0.0086
1,"patch",1,2764,"area",0.01,1e-04
1,"patch",1,2765,"area",0.21,0.0021
1,"patch",1,2766,"area",0.08,8e-04
1,"patch",1,2767,"area",0.01,1e-04
1,"patch",1,2768,"area",0.02,2e-04
1,"patch",1,2769,"area",17.02,0.1702
1,"patch",1,2770,"area",24.37,0.2437
1,"patch",1,2771,"area",1.33,0.0133
1,"patch",1,2772,"area",0.21,0.0021
1,"patch",1,2773,"area",0.06,6e-04
1,"patch",1,2774,"area",76.61,0.7661
1,"patch",1,2775,"area",28.75,0.2875
1,"patch",1,2776,"area",0.02,2e-04
1,"patch",1,2777,"area",0.11,0.0011
1,"patch",1,2778,"area",0.13,0.0013
1,"patch",1,2779,"area",42.07,0.4207
1,"patch",1,2780,"area",2.8,0.028
1,"patch",1,2781,"area",0.01,1e-04
1,"patch",1,2782,"area",0.21,0.0021
1,"patch",1,2783,"area",0.02,2e-04
1,"patch",1,2784,"area",347,3.47
1,"patch",1,2785,"area",0.21,0.0021
1,"patch",1,2786,"area",5.51,0.0551
1,"patch",1,2787,"area",0.01,1e-04
1,"patch",1,2788,"area",34.46,0.3446
1,"patch",1,2789,"area",0.44,0.0044
1,"patch",1,2790,"area",0.29,0.0029
1,"patch",1,2791,"area",0.75,0.0075
1,"patch",1,2792,"area",0.01,1e-04
1,"patch",1,2793,"area",0.02,2e-04
1,"patch",1,2794,"area",163.23,1.6323
1,"patch",1,2795,"area",0.12,0.0012
1,"patch",1,2796,"area",0.04,4e-04
1,"patch",1,2797,"area",0.25,0.0025
1,"patch",1,2798,"area",0.06,6e-04
1,"patch",1,2799,"area",0.28,0.0028
1,"patch",1,2800,"area",0.02,2e-04
1,"patch",1,2801,"area",0.07,7e-04
1,"patch",1,2802,"area",0.08,8e-04
1,"patch",1,2803,"area",0.05,5e-04
1,"patch",1,2804,"area",0.02,2e-04
1,"patch",1,2805,"area",0.23,0.0023
1,"patch",1,2806,"area",0.73,0.0073
1,"patch",1,2807,"area",109.24,1.0924
1,"patch",1,2808,"area",23.29,0.2329
1,"patch",1,2809,"area",32.69,0.3269
1,"patch",1,2810,"area",0.02,2e-04
1,"patch",1,2811,"area",0.02,2e-04
1,"patch",1,2812,"area",0.08,8e-04
1,"patch",1,2813,"area",1.51,0.0151
1,"patch",1,2814,"area",0.01,1e-04
1,"patch",1,2815,"area",0.05,5e-04
1,"patch",1,2816,"area",1.21,0.0121
1,"patch",1,2817,"area",4.4,0.044
1,"patch",1,2818,"area",1.49,0.0149
1,"patch",1,2819,"area",0.27,0.0027
1,"patch",1,2820,"area",0.04,4e-04
1,"patch",1,2821,"area",22.26,0.2226
1,"patch",1,2822,"area",71.1,0.711
1,"patch",1,2823,"area",110.32,1.1032
1,"patch",1,2824,"area",0.01,1e-04
1,"patch",1,2825,"area",0.01,1e-04
1,"patch",1,2826,"area",0.01,1e-04
1,"patch",1,2827,"area",0.06,6e-04
1,"patch",1,2828,"area",0.01,1e-04
1,"patch",1,2829,"area",0.03,3e-04
1,"patch",1,2830,"area",0.06,6e-04
1,"patch",1,2831,"area",0.01,1e-04
1,"patch",1,2832,"area",0.29,0.0029
1,"patch",1,2833,"area",0.11,0.0011
1,"patch",1,2834,"area",2.94,0.0294
1,"patch",1,2835,"area",254.67,2.5467
1,"patch",1,2836,"area",0.17,0.0017
1,"patch",1,2837,"area",1.58,0.0158
1,"patch",1,2838,"area",480.39,4.8039
1,"patch",1,2839,"area",6.39,0.0639
1,"patch",1,2840,"area",0.19,0.0019
1,"patch",1,2841,"area",0.01,1e-04
1,"patch",1,2842,"area",0.05,5e-04
1,"patch",1,2843,"area",0.03,3e-04
1,"patch",1,2844,"area",0.01,1e-04
1,"patch",1,2845,"area",1.14,0.0114
1,"patch",1,2846,"area",0.01,1e-04
1,"patch",1,2847,"area",0.03,3e-04
1,"patch",1,2848,"area",0.01,1e-04
1,"patch",1,2849,"area",0.04,4e-04
1,"patch",1,2850,"area",0.11,0.0011
1,"patch",1,2851,"area",24.33,0.2433
1,"patch",1,2852,"area",0.01,1e-04
1,"patch",1,2853,"area",0.04,4e-04
1,"patch",1,2854,"area",0.12,0.0012
1,"patch",1,2855,"area",0.07,7e-04
1,"patch",1,2856,"area",0.05,5e-04
1,"patch",1,2857,"area",0.64,0.0064
1,"patch",1,2858,"area",0.32,0.0032
1,"patch",1,2859,"area",0.01,1e-04
1,"patch",1,2860,"area",1,0.01
1,"patch",1,2861,"area",0.57,0.0057
1,"patch",1,2862,"area",0.14,0.0014
1,"patch",1,2863,"area",2.7,0.027
1,"patch",1,2864,"area",0.07,7e-04
1,"patch",1,2865,"area",12.14,0.1214
1,"patch",1,2866,"area",0.03,3e-04
1,"patch",1,2867,"area",13.03,0.1303
1,"patch",1,2868,"area",0.05,5e-04
1,"patch",1,2869,"area",0.61,0.0061
1,"patch",1,2870,"area",0.98,0.0098
1,"patch",1,2871,"area",0.2,0.002
1,"patch",1,2872,"area",13.8,0.138
1,"patch",1,2873,"area",0.32,0.0032
1,"patch",1,2874,"area",0.01,1e-04
1,"patch",1,2875,"area",51.43,0.5143
1,"patch",1,2876,"area",68.79,0.6879
1,"patch",1,2877,"area",0.1,0.001
1,"patch",1,2878,"area",0.29,0.0029
1,"patch",1,2879,"area",1701.36,17.0136
1,"patch",1,2880,"area",0.01,1e-04
1,"patch",1,2881,"area",0.05,5e-04
1,"patch",1,2882,"area",0.04,4e-04
1,"patch",1,2883,"area",1.29,0.0129
1,"patch",1,2884,"area",0.26,0.0026
1,"patch",1,2885,"area",0.01,1e-04
1,"patch",1,2886,"area",0.01,1e-04
1,"patch",1,2887,"area",0.99,0.0099
1,"patch",1,2888,"area",7.18,0.0718
1,"patch",1,2889,"area",0.01,1e-04
1,"patch",1,2890,"area",0.01,1e-04
1,"patch",1,2891,"area",7.13,0.0713
1,"patch",1,2892,"area",41.48,0.4148
1,"patch",1,2893,"area",0.03,3e-04
1,"patch",1,2894,"area",1.03,0.0103
1,"patch",1,2895,"area",2.21,0.0221
1,"patch",1,2896,"area",0.21,0.0021
1,"patch",1,2897,"area",5.06,0.0506
1,"patch",1,2898,"area",0.18,0.0018
1,"patch",1,2899,"area",0.18,0.0018
1,"patch",1,2900,"area",0.01,1e-04
1,"patch",1,2901,"area",0.07,7e-04
1,"patch",1,2902,"area",0.09,9e-04
1,"patch",1,2903,"area",0.39,0.0039
1,"patch",1,2904,"area",379.18,3.7918
1,"patch",1,2905,"area",12.11,0.1211
1,"patch",1,2906,"area",1.88,0.0188
1,"patch",1,2907,"area",2.27,0.0227
1,"patch",1,2908,"area",0.03,3e-04
1,"patch",1,2909,"area",0.35,0.0035
1,"patch",1,2910,"area",17.64,0.1764
1,"patch",1,2911,"area",0.12,0.0012
1,"patch",1,2912,"area",2.01,0.0201
1,"patch",1,2913,"area",0.01,1e-04
1,"patch",1,2914,"area",0.02,2e-04
1,"patch",1,2915,"area",0.03,3e-04
1,"patch",1,2916,"area",0.96,0.0096
1,"patch",1,2917,"area",0.02,2e-04
1,"patch",1,2918,"area",1.76,0.0176
1,"patch",1,2919,"area",0.02,2e-04
1,"patch",1,2920,"area",1.22,0.0122
1,"patch",1,2921,"area",7.53,0.0753
1,"patch",1,2922,"area",0.96,0.0096
1,"patch",1,2923,"area",114.75,1.1475
1,"patch",1,2924,"area",0.1,0.001
1,"patch",1,2925,"area",0.01,1e-04
1,"patch",1,2926,"area",0.2,0.002
1,"patch",1,2927,"area",0.09,9e-04
1,"patch",1,2928,"area",0.46,0.0046
1,"patch",1,2929,"area",0.01,1e-04
1,"patch",1,2930,"area",0.44,0.0044
1,"patch",1,2931,"area",0.42,0.0042
1,"patch",1,2932,"area",0.01,1e-04
1,"patch",1,2933,"area",0.71,0.0071
1,"patch",1,2934,"area",0.01,1e-04
1,"patch",1,2935,"area",0.52,0.0052
1,"patch",1,2936,"area",0.01,1e-04
1,"patch",1,2937,"area",0.58,0.0058
1,"patch",1,2938,"area",0.1,0.001
1,"patch",1,2939,"area",0.02,2e-04
1,"patch",1,2940,"area",0.01,1e-04
1,"patch",1,2941,"area",0.01,1e-04
1,"patch",1,2942,"area",25.21,0.2521
1,"patch",1,2943,"area",0.03,3e-04
1,"patch",1,2944,"area",0.06,6e-04
1,"patch",1,2945,"area",0.21,0.0021
1,"patch",1,2946,"area",0.04,4e-04
1,"patch",1,2947,"area",3.65,0.0365
1,"patch",1,2948,"area",73.45,0.7345
1,"patch",1,2949,"area",0.01,1e-04
1,"patch",1,2950,"area",0.01,1e-04
1,"patch",1,2951,"area",0.01,1e-04
1,"patch",1,2952,"area",9.7,0.097
1,"patch",1,2953,"area",0.05,5e-04
1,"patch",1,2954,"area",12.02,0.1202
1,"patch",1,2955,"area",0.04,4e-04
1,"patch",1,2956,"area",0.11,0.0011
1,"patch",1,2957,"area",0.02,2e-04
1,"patch",1,2958,"area",0.3,0.003
1,"patch",1,2959,"area",0.07,7e-04
1,"patch",1,2960,"area",0.57,0.0057
1,"patch",1,2961,"area",0.01,1e-04
1,"patch",1,2962,"area",0.43,0.0043
1,"patch",1,2963,"area",0.02,2e-04
1,"patch",1,2964,"area",0.03,3e-04
1,"patch",1,2965,"area",1.91,0.0191
1,"patch",1,2966,"area",43.77,0.4377
1,"patch",1,2967,"area",0.01,1e-04
1,"patch",1,2968,"area",1.78,0.0178
1,"patch",1,2969,"area",0.01,1e-04
1,"patch",1,2970,"area",0.01,1e-04
1,"patch",1,2971,"area",0.01,1e-04
1,"patch",1,2972,"area",0.04,4e-04
1,"patch",1,2973,"area",6.41,0.0641
1,"patch",1,2974,"area",7.59,0.0759
1,"patch",1,2975,"area",9.84,0.0984
1,"patch",1,2976,"area",0.26,0.0026
1,"patch",1,2977,"area",0.01,1e-04
1,"patch",1,2978,"area",0.15,0.0015
1,"patch",1,2979,"area",0.1,0.001
1,"patch",1,2980,"area",0.01,1e-04
1,"patch",1,2981,"area",0.15,0.0015
1,"patch",1,2982,"area",2.21,0.0221
1,"patch",1,2983,"area",0.01,1e-04
1,"patch",1,2984,"area",10.66,0.1066
1,"patch",1,2985,"area",0.02,2e-04
1,"patch",1,2986,"area",0.06,6e-04
1,"patch",1,2987,"area",0.01,1e-04
1,"patch",1,2988,"area",0.01,1e-04
1,"patch",1,2989,"area",0.13,0.0013
1,"patch",1,2990,"area",0.18,0.0018
1,"patch",1,2991,"area",17.01,0.1701
1,"patch",1,2992,"area",207.14,2.0714
1,"patch",1,2993,"area",355.19,3.5519
1,"patch",1,2994,"area",0.05,5e-04
1,"patch",1,2995,"area",2.59,0.0259
1,"patch",1,2996,"area",13.93,0.1393
1,"patch",1,2997,"area",2.96,0.0296
1,"patch",1,2998,"area",0.01,1e-04
1,"patch",1,2999,"area",0.01,1e-04
1,"patch",1,3000,"area",0.31,0.0031
1,"patch",1,3001,"area",2.9,0.029
1,"patch",1,3002,"area",0.33,0.0033
1,"patch",1,3003,"area",1.62,0.0162
1,"patch",1,3004,"area",0.59,0.0059
1,"patch",1,3005,"area",0.04,4e-04
1,"patch",1,3006,"area",0.12,0.0012
1,"patch",1,3007,"area",0.03,3e-04
1,"patch",1,3008,"area",0.82,0.0082
1,"patch",1,3009,"area",1.15,0.0115
1,"patch",1,3010,"area",0.07,7e-04
1,"patch",1,3011,"area",0.38,0.0038
1,"patch",1,3012,"area",0.4,0.004
1,"patch",1,3013,"area",1.76,0.0176
1,"patch",1,3014,"area",1.22,0.0122
1,"patch",1,3015,"area",0.01,1e-04
1,"patch",1,3016,"area",17.42,0.1742
1,"patch",1,3017,"area",0.26,0.0026
1,"patch",1,3018,"area",0.11,0.0011
1,"patch",1,3019,"area",0.03,3e-04
1,"patch",1,3020,"area",1.81,0.0181
1,"patch",1,3021,"area",0.02,2e-04
1,"patch",1,3022,"area",0.03,3e-04
1,"patch",1,3023,"area",0.22,0.0022
1,"patch",1,3024,"area",17.62,0.1762
1,"patch",1,3025,"area",0.05,5e-04
1,"patch",1,3026,"area",0.3,0.003
1,"patch",1,3027,"area",0.7,0.007
1,"patch",1,3028,"area",0.08,8e-04
1,"patch",1,3029,"area",0.02,2e-04
1,"patch",1,3030,"area",0.01,1e-04
1,"patch",1,3031,"area",0.01,1e-04
1,"patch",1,3032,"area",2.94,0.0294
1,"patch",1,3033,"area",3.2,0.032
1,"patch",1,3034,"area",0.4,0.004
1,"patch",1,3035,"area",1.51,0.0151
1,"patch",1,3036,"area",2.39,0.0239
1,"patch",1,3037,"area",0.01,1e-04
1,"patch",1,3038,"area",0.01,1e-04
1,"patch",1,3039,"area",0.69,0.0069
1,"patch",1,3040,"area",0.33,0.0033
1,"patch",1,3041,"area",119.43,1.1943
1,"patch",1,3042,"area",0.08,8e-04
1,"patch",1,3043,"area",0.11,0.0011
1,"patch",1,3044,"area",0.01,1e-04
1,"patch",1,3045,"area",0.06,6e-04
1,"patch",1,3046,"area",0.65,0.0065
1,"patch",1,3047,"area",0.03,3e-04
1,"patch",1,3048,"area",0.15,0.0015
1,"patch",1,3049,"area",0.97,0.0097
1,"patch",1,3050,"area",0.44,0.0044
1,"patch",1,3051,"area",0.03,3e-04
1,"patch",1,3052,"area",0.22,0.0022
1,"patch",1,3053,"area",0.03,3e-04
1,"patch",1,3054,"area",31.8,0.318
1,"patch",1,3055,"area",0.02,2e-04
1,"patch",1,3056,"area",0.31,0.0031
1,"patch",1,3057,"area",0.01,1e-04
1,"patch",1,3058,"area",1.88,0.0188
1,"patch",1,3059,"area",34.42,0.3442
1,"patch",1,3060,"area",0.01,1e-04
1,"patch",1,3061,"area",4.82,0.0482
1,"patch",1,3062,"area",0.02,2e-04
1,"patch",1,3063,"area",51.14,0.5114
1,"patch",1,3064,"area",21.15,0.2115
1,"patch",1,3065,"area",0.02,2e-04
1,"patch",1,3066,"area",0.15,0.0015
1,"patch",1,3067,"area",0.01,1e-04
1,"patch",1,3068,"area",0.05,5e-04
1,"patch",1,3069,"area",14.52,0.1452
1,"patch",1,3070,"area",1.02,0.0102
1,"patch",1,3071,"area",0.92,0.0092
1,"patch",1,3072,"area",10.78,0.1078
1,"patch",1,3073,"area",27.61,0.2761
1,"patch",1,3074,"area",0.29,0.0029
1,"patch",1,3075,"area",0.66,0.0066
1,"patch",1,3076,"area",0.02,2e-04
1,"patch",1,3077,"area",0.69,0.0069
1,"patch",1,3078,"area",0.06,6e-04
1,"patch",1,3079,"area",22.86,0.2286
1,"patch",1,3080,"area",0.15,0.0015
1,"patch",1,3081,"area",0.01,1e-04
1,"patch",1,3082,"area",0.08,8e-04
1,"patch",1,3083,"area",0.01,1e-04
1,"patch",1,3084,"area",0.01,1e-04
1,"patch",1,3085,"area",12.43,0.1243
1,"patch",1,3086,"area",0.01,1e-04
1,"patch",1,3087,"area",12.61,0.1261
1,"patch",1,3088,"area",0.14,0.0014
1,"patch",1,3089,"area",0.03,3e-04
1,"patch",1,3090,"area",0.13,0.0013
1,"patch",1,3091,"area",0.01,1e-04
1,"patch",1,3092,"area",0.03,3e-04
1,"patch",1,3093,"area",35.06,0.3506
1,"patch",1,3094,"area",0.01,1e-04
1,"patch",1,3095,"area",2.26,0.0226
1,"patch",1,3096,"area",0.03,3e-04
1,"patch",1,3097,"area",0.55,0.0055
1,"patch",1,3098,"area",0.01,1e-04
1,"patch",1,3099,"area",0.25,0.0025
1,"patch",1,3100,"area",0.11,0.0011
1,"patch",1,3101,"area",74.56,0.7456
1,"patch",1,3102,"area",0.39,0.0039
1,"patch",1,3103,"area",0.14,0.0014
1,"patch",1,3104,"area",3.31,0.0331
1,"patch",1,3105,"area",0.02,2e-04
1,"patch",1,3106,"area",8.59,0.0859
1,"patch",1,3107,"area",145.28,1.4528
1,"patch",1,3108,"area",0.01,1e-04
1,"patch",1,3109,"area",0.01,1e-04
1,"patch",1,3110,"area",0.05,5e-04
1,"patch",1,3111,"area",0.14,0.0014
1,"patch",1,3112,"area",0.01,1e-04
1,"patch",1,3113,"area",0.33,0.0033
1,"patch",1,3114,"area",4.96,0.0496
1,"patch",1,3115,"area",0.44,0.0044
1,"patch",1,3116,"area",0.37,0.0037
1,"patch",1,3117,"area",0.13,0.0013
1,"patch",1,3118,"area",14.6,0.146
1,"patch",1,3119,"area",0.1,0.001
1,"patch",1,3120,"area",0.05,5e-04
1,"patch",1,3121,"area",0.1,0.001
1,"patch",1,3122,"area",1.08,0.0108
1,"patch",1,3123,"area",5.81,0.0581
1,"patch",1,3124,"area",0.01,1e-04
1,"patch",1,3125,"area",2.2,0.022
1,"patch",1,3126,"area",0.05,5e-04
1,"patch",1,3127,"area",0.01,1e-04
1,"patch",1,3128,"area",5.51,0.0551
1,"patch",1,3129,"area",0.02,2e-04
1,"patch",1,3130,"area",0.01,1e-04
1,"patch",1,3131,"area",0.12,0.0012
1,"patch",1,3132,"area",0.05,5e-04
1,"patch",1,3133,"area",6.2,0.062
1,"patch",1,3134,"area",0.13,0.0013
1,"patch",1,3135,"area",0.02,2e-04
1,"patch",1,3136,"area",0.99,0.0099
1,"patch",1,3137,"area",0.01,1e-04
1,"patch",1,3138,"area",0.02,2e-04
1,"patch",1,3139,"area",13.06,0.1306
1,"patch",1,3140,"area",0.05,5e-04
1,"patch",1,3141,"area",2.03,0.0203
1,"patch",1,3142,"area",13.85,0.1385
1,"patch",1,3143,"area",0.62,0.0062
1,"patch",1,3144,"area",0.01,1e-04
1,"patch",1,3145,"area",20.89,0.2089
1,"patch",1,3146,"area",0.01,1e-04
1,"patch",1,3147,"area",34.39,0.3439
1,"patch",1,3148,"area",0.01,1e-04
1,"patch",1,3149,"area",3.92,0.0392
1,"patch",1,3150,"area",0.12,0.0012
1,"patch",1,3151,"area",0.06,6e-04
1,"patch",1,3152,"area",0.1,0.001
1,"patch",1,3153,"area",154.18,1.5418
1,"patch",1,3154,"area",0.01,1e-04
1,"patch",1,3155,"area",0.99,0.0099
1,"patch",1,3156,"area",0.08,8e-04
1,"patch",1,3157,"area",0.07,7e-04
1,"patch",1,3158,"area",2.75,0.0275
1,"patch",1,3159,"area",66.18,0.6618
1,"patch",1,3160,"area",1.18,0.0118
1,"patch",1,3161,"area",7.28,0.0728
1,"patch",1,3162,"area",3.4,0.034
1,"patch",1,3163,"area",0.02,2e-04
1,"patch",1,3164,"area",0.03,3e-04
1,"patch",1,3165,"area",0.67,0.0067
1,"patch",1,3166,"area",0.17,0.0017
1,"patch",1,3167,"area",0.01,1e-04
1,"patch",1,3168,"area",1.3,0.013
1,"patch",1,3169,"area",86.97,0.8697
1,"patch",1,3170,"area",0.33,0.0033
1,"patch",1,3171,"area",1.9,0.019
1,"patch",1,3172,"area",0.25,0.0025
1,"patch",1,3173,"area",0.11,0.0011
1,"patch",1,3174,"area",0.01,1e-04
1,"patch",1,3175,"area",0.01,1e-04
1,"patch",1,3176,"area",0.12,0.0012
1,"patch",1,3177,"area",0.09,9e-04
1,"patch",1,3178,"area",0.01,1e-04
1,"patch",1,3179,"area",0.02,2e-04
1,"patch",1,3180,"area",0.04,4e-04
1,"patch",1,3181,"area",0.04,4e-04
1,"patch",1,3182,"area",0.02,2e-04
1,"patch",1,3183,"area",0.01,1e-04
1,"patch",1,3184,"area",0.27,0.0027
1,"patch",1,3185,"area",0.75,0.0075
1,"patch",1,3186,"area",40.93,0.4093
1,"patch",1,3187,"area",0.47,0.0047
1,"patch",1,3188,"area",2.24,0.0224
1,"patch",1,3189,"area",0.71,0.0071
1,"patch",1,3190,"area",0.03,3e-04
1,"patch",1,3191,"area",0.93,0.0093
1,"patch",1,3192,"area",0.05,5e-04
1,"patch",1,3193,"area",0.17,0.0017
1,"patch",1,3194,"area",0.01,1e-04
1,"patch",1,3195,"area",0.04,4e-04
1,"patch",1,3196,"area",44.69,0.4469
1,"patch",1,3197,"area",13.7,0.137
1,"patch",1,3198,"area",6.97,0.0697
1,"patch",1,3199,"area",0.01,1e-04
1,"patch",1,3200,"area",0.14,0.0014
1,"patch",1,3201,"area",0.02,2e-04
1,"patch",1,3202,"area",750.63,7.5063
1,"patch",1,3203,"area",0.02,2e-04
1,"patch",1,3204,"area",12.99,0.1299
1,"patch",1,3205,"area",12.38,0.1238
1,"patch",1,3206,"area",543.53,5.4353
1,"patch",1,3207,"area",0.03,3e-04
1,"patch",1,3208,"area",0.01,1e-04
1,"patch",1,3209,"area",15.88,0.1588
1,"patch",1,3210,"area",0.17,0.0017
1,"patch",1,3211,"area",0.13,0.0013
1,"patch",1,3212,"area",3.1,0.031
1,"patch",1,3213,"area",0.03,3e-04
1,"patch",1,3214,"area",0.02,2e-04
1,"patch",1,3215,"area",0.02,2e-04
1,"patch",1,3216,"area",4.94,0.0494
1,"patch",1,3217,"area",0.01,1e-04
1,"patch",1,3218,"area",0.23,0.0023
1,"patch",1,3219,"area",1.1,0.011
1,"patch",1,3220,"area",0.01,1e-04
1,"patch",1,3221,"area",0.03,3e-04
1,"patch",1,3222,"area",0.02,2e-04
1,"patch",1,3223,"area",0.54,0.0054
1,"patch",1,3224,"area",0.01,1e-04
1,"patch",1,3225,"area",0.25,0.0025
1,"patch",1,3226,"area",0.01,1e-04
1,"patch",1,3227,"area",0.03,3e-04
1,"patch",1,3228,"area",1.98,0.0198
1,"patch",1,3229,"area",15.77,0.1577
1,"patch",1,3230,"area",0.36,0.0036
1,"patch",1,3231,"area",0.06,6e-04
1,"patch",1,3232,"area",0.14,0.0014
1,"patch",1,3233,"area",0.13,0.0013
1,"patch",1,3234,"area",0.25,0.0025
1,"patch",1,3235,"area",0.01,1e-04
1,"patch",1,3236,"area",0.02,2e-04
1,"patch",1,3237,"area",0.01,1e-04
1,"patch",1,3238,"area",0.47,0.0047
1,"patch",1,3239,"area",0.03,3e-04
1,"patch",1,3240,"area",1.55,0.0155
1,"patch",1,3241,"area",36.15,0.3615
1,"patch",1,3242,"area",0.01,1e-04
1,"patch",1,3243,"area",0.02,2e-04
1,"patch",1,3244,"area",0.52,0.0052
1,"patch",1,3245,"area",8.48,0.0848
1,"patch",1,3246,"area",0.03,3e-04
1,"patch",1,3247,"area",0.56,0.0056
1,"patch",1,3248,"area",0.05,5e-04
1,"patch",1,3249,"area",0.01,1e-04
1,"patch",1,3250,"area",0.1,0.001
1,"patch",1,3251,"area",0.04,4e-04
1,"patch",1,3252,"area",2.21,0.0221
1,"patch",1,3253,"area",0.02,2e-04
1,"patch",1,3254,"area",41.87,0.4187
1,"patch",1,3255,"area",0.01,1e-04
1,"patch",1,3256,"area",123.24,1.2324
1,"patch",1,3257,"area",0.12,0.0012
1,"patch",1,3258,"area",56.34,0.5634
1,"patch",1,3259,"area",4.82,0.0482
1,"patch",1,3260,"area",16.54,0.1654
1,"patch",1,3261,"area",0.01,1e-04
1,"patch",1,3262,"area",0.19,0.0019
1,"patch",1,3263,"area",0.11,0.0011
1,"patch",1,3264,"area",31.62,0.3162
1,"patch",1,3265,"area",0.58,0.0058
1,"patch",1,3266,"area",0.31,0.0031
1,"patch",1,3267,"area",161.17,1.6117
1,"patch",1,3268,"area",0.38,0.0038
1,"patch",1,3269,"area",0.01,1e-04
1,"patch",1,3270,"area",0.11,0.0011
1,"patch",1,3271,"area",0.41,0.0041
1,"patch",1,3272,"area",0.13,0.0013
1,"patch",1,3273,"area",0.13,0.0013
1,"patch",1,3274,"area",731.52,7.3152
1,"patch",1,3275,"area",0.01,1e-04
1,"patch",1,3276,"area",0.25,0.0025
1,"patch",1,3277,"area",0.01,1e-04
1,"patch",1,3278,"area",0.71,0.0071
1,"patch",1,3279,"area",0.03,3e-04
1,"patch",1,3280,"area",0.36,0.0036
1,"patch",1,3281,"area",3.96,0.0396
1,"patch",1,3282,"area",0.01,1e-04
1,"patch",1,3283,"area",2.2,0.022
1,"patch",1,3284,"area",6.49,0.0649
1,"patch",1,3285,"area",0.02,2e-04
1,"patch",1,3286,"area",0.6,0.006
1,"patch",1,3287,"area",0.02,2e-04
1,"patch",1,3288,"area",2.78,0.0278
1,"patch",1,3289,"area",0.26,0.0026
1,"patch",1,3290,"area",0.01,1e-04
1,"patch",1,3291,"area",0.03,3e-04
1,"patch",1,3292,"area",212.04,2.1204
1,"patch",1,3293,"area",0.04,4e-04
1,"patch",1,3294,"area",0.02,2e-04
1,"patch",1,3295,"area",4.98,0.0498
1,"patch",1,3296,"area",1.16,0.0116
1,"patch",1,3297,"area",0.03,3e-04
1,"patch",1,3298,"area",0.05,5e-04
1,"patch",1,3299,"area",0.01,1e-04
1,"patch",1,3300,"area",0.9,0.009
1,"patch",1,3301,"area",0.03,3e-04
1,"patch",1,3302,"area",0.02,2e-04
1,"patch",1,3303,"area",0.14,0.0014
1,"patch",1,3304,"area",0.48,0.0048
1,"patch",1,3305,"area",0.04,4e-04
1,"patch",1,3306,"area",0.02,2e-04
1,"patch",1,3307,"area",0.66,0.0066
1,"patch",1,3308,"area",0.01,1e-04
1,"patch",1,3309,"area",0.06,6e-04
1,"patch",1,3310,"area",0.01,1e-04
1,"patch",1,3311,"area",0.13,0.0013
