"layer","level","class","id","metric","value","prop_edge"
1,"patch",1,2258,"cai",0,100
1,"patch",1,2259,"cai",0,100
1,"patch",1,2260,"cai",0,100
1,"patch",1,2261,"cai",0,100
1,"patch",1,2262,"cai",0,100
1,"patch",1,2263,"cai",0,100
1,"patch",1,2264,"cai",0,100
1,"patch",1,2265,"cai",0,100
1,"patch",1,2266,"cai",0,100
1,"patch",1,2267,"cai",0,100
1,"patch",1,2268,"cai",0,100
1,"patch",1,2269,"cai",0,100
1,"patch",1,2270,"cai",0.470114170584285,99.5298858294157
1,"patch",1,2271,"cai",0,100
1,"patch",1,2272,"cai",0,100
1,"patch",1,2273,"cai",0,100
1,"patch",1,2274,"cai",0,100
1,"patch",1,2275,"cai",0,100
1,"patch",1,2276,"cai",0,100
1,"patch",1,2277,"cai",0,100
1,"patch",1,2278,"cai",0,100
1,"patch",1,2279,"cai",0,100
1,"patch",1,2280,"cai",0,100
1,"patch",1,2281,"cai",0,100
1,"patch",1,2282,"cai",0,100
1,"patch",1,2283,"cai",0,100
1,"patch",1,2284,"cai",0,100
1,"patch",1,2285,"cai",0,100
1,"patch",1,2286,"cai",1.72185430463576,98.2781456953642
1,"patch",1,2287,"cai",0,100
1,"patch",1,2288,"cai",0,100
1,"patch",1,2289,"cai",0,100
1,"patch",1,2290,"cai",0,100
1,"patch",1,2291,"cai",0,100
1,"patch",1,2292,"cai",0,100
1,"patch",1,2293,"cai",0,100
1,"patch",1,2294,"cai",0,100
1,"patch",1,2295,"cai",0,100
1,"patch",1,2296,"cai",0,100
1,"patch",1,2297,"cai",0,100
1,"patch",1,2298,"cai",0,100
1,"patch",1,2299,"cai",0,100
1,"patch",1,2300,"cai",0,100
1,"patch",1,2301,"cai",0,100
1,"patch",1,2302,"cai",0,100
1,"patch",1,2303,"cai",0,100
1,"patch",1,2304,"cai",0,100
1,"patch",1,2305,"cai",0,100
1,"patch",1,2306,"cai",0,100
1,"patch",1,2307,"cai",0,100
1,"patch",1,2308,"cai",0,100
1,"patch",1,2309,"cai",0,100
1,"patch",1,2310,"cai",0,100
1,"patch",1,2311,"cai",0,100
1,"patch",1,2312,"cai",0,100
1,"patch",1,2313,"cai",0,100
1,"patch",1,2314,"cai",0,100
1,"patch",1,2315,"cai",0,100
1,"patch",1,2316,"cai",0,100
1,"patch",1,2317,"cai",0,100
1,"patch",1,2318,"cai",0,100
1,"patch",1,2319,"cai",0,100
1,"patch",1,2320,"cai",0,100
1,"patch",1,2321,"cai",0,100
1,"patch",1,2322,"cai",0,100
1,"patch",1,2323,"cai",0,100
1,"patch",1,2324,"cai",0,100
1,"patch",1,2325,"cai",0,100
1,"patch",1,2326,"cai",0,100
1,"patch",1,2327,"cai",0,100
1,"patch",1,2328,"cai",0,100
1,"patch",1,2329,"cai",0,100
1,"patch",1,2330,"cai",0,100
1,"patch",1,2331,"cai",13.2379904657132,86.7620095342868
1,"patch",1,2332,"cai",0,100
1,"patch",1,2333,"cai",0,100
1,"patch",1,2334,"cai",0,100
1,"patch",1,2335,"cai",0,100
1,"patch",1,2336,"cai",0,100
1,"patch",1,2337,"cai",0,100
1,"patch",1,2338,"cai",0,100
1,"patch",1,2339,"cai",15.569347004857,84.430652995143
1,"patch",1,2340,"cai",0,100
1,"patch",1,2341,"cai",0,100
1,"patch",1,2342,"cai",0,100
1,"patch",1,2343,"cai",0,100
1,"patch",1,2344,"cai",0,100
1,"patch",1,2345,"cai",0,100
1,"patch",1,2346,"cai",0,100
1,"patch",1,2347,"cai",0,100
1,"patch",1,2348,"cai",0,100
1,"patch",1,2349,"cai",0,100
1,"patch",1,2350,"cai",0,100
1,"patch",1,2351,"cai",0,100
1,"patch",1,2352,"cai",0,100
1,"patch",1,2353,"cai",10.4972375690608,89.5027624309392
1,"patch",1,2354,"cai",0,100
1,"patch",1,2355,"cai",0,100
1,"patch",1,2356,"cai",0,100
1,"patch",1,2357,"cai",0,100
1,"patch",1,2358,"cai",0,100
1,"patch",1,2359,"cai",0,100
1,"patch",1,2360,"cai",0,100
1,"patch",1,2361,"cai",0,100
1,"patch",1,2362,"cai",0,100
1,"patch",1,2363,"cai",0,100
1,"patch",1,2364,"cai",0,100
1,"patch",1,2365,"cai",0,100
1,"patch",1,2366,"cai",0,100
1,"patch",1,2367,"cai",0,100
1,"patch",1,2368,"cai",0,100
1,"patch",1,2369,"cai",0,100
1,"patch",1,2370,"cai",26.9629184807086,73.0370815192914
1,"patch",1,2371,"cai",0,100
1,"patch",1,2372,"cai",0,100
1,"patch",1,2373,"cai",0,100
1,"patch",1,2374,"cai",0,100
1,"patch",1,2375,"cai",0,100
1,"patch",1,2376,"cai",0,100
1,"patch",1,2377,"cai",0,100
1,"patch",1,2378,"cai",0,100
1,"patch",1,2379,"cai",0,100
1,"patch",1,2380,"cai",0,100
1,"patch",1,2381,"cai",0,100
1,"patch",1,2382,"cai",0,100
1,"patch",1,2383,"cai",0,100
1,"patch",1,2384,"cai",0,100
1,"patch",1,2385,"cai",0,100
1,"patch",1,2386,"cai",19.015047879617,80.984952120383
1,"patch",1,2387,"cai",0,100
1,"patch",1,2388,"cai",0,100
1,"patch",1,2389,"cai",0,100
1,"patch",1,2390,"cai",0,100
1,"patch",1,2391,"cai",0,100
1,"patch",1,2392,"cai",0,100
1,"patch",1,2393,"cai",0,100
1,"patch",1,2394,"cai",0,100
1,"patch",1,2395,"cai",4.57631380437516,95.4236861956248
1,"patch",1,2396,"cai",0,100
1,"patch",1,2397,"cai",0,100
1,"patch",1,2398,"cai",0,100
1,"patch",1,2399,"cai",0,100
1,"patch",1,2400,"cai",0,100
1,"patch",1,2401,"cai",0,100
1,"patch",1,2402,"cai",0,100
1,"patch",1,2403,"cai",8.32476875642343,91.6752312435766
1,"patch",1,2404,"cai",0,100
1,"patch",1,2405,"cai",0,100
1,"patch",1,2406,"cai",0,100
1,"patch",1,2407,"cai",0,100
1,"patch",1,2408,"cai",0,100
1,"patch",1,2409,"cai",0,100
1,"patch",1,2410,"cai",3.89036251105217,96.1096374889478
1,"patch",1,2411,"cai",0,100
1,"patch",1,2412,"cai",0,100
1,"patch",1,2413,"cai",0,100
1,"patch",1,2414,"cai",8.32759807295251,91.6724019270475
1,"patch",1,2415,"cai",36.5890535228304,63.4109464771696
1,"patch",1,2416,"cai",0,100
1,"patch",1,2417,"cai",0,100
1,"patch",1,2418,"cai",0,100
1,"patch",1,2419,"cai",0,100
1,"patch",1,2420,"cai",0,100
1,"patch",1,2421,"cai",0,100
1,"patch",1,2422,"cai",0,100
1,"patch",1,2423,"cai",0,100
1,"patch",1,2424,"cai",0,100
1,"patch",1,2425,"cai",0,100
1,"patch",1,2426,"cai",0,100
1,"patch",1,2427,"cai",0,100
1,"patch",1,2428,"cai",0,100
1,"patch",1,2429,"cai",0,100
1,"patch",1,2430,"cai",0,100
1,"patch",1,2431,"cai",0,100
1,"patch",1,2432,"cai",0,100
1,"patch",1,2433,"cai",0,100
1,"patch",1,2434,"cai",0,100
1,"patch",1,2435,"cai",0,100
1,"patch",1,2436,"cai",0,100
1,"patch",1,2437,"cai",0,100
1,"patch",1,2438,"cai",0,100
1,"patch",1,2439,"cai",0,100
1,"patch",1,2440,"cai",0,100
1,"patch",1,2441,"cai",0,100
1,"patch",1,2442,"cai",6.56753407682776,93.4324659231722
1,"patch",1,2443,"cai",0,100
1,"patch",1,2444,"cai",0,100
1,"patch",1,2445,"cai",0,100
1,"patch",1,2446,"cai",0,100
1,"patch",1,2447,"cai",0,100
1,"patch",1,2448,"cai",0,100
1,"patch",1,2449,"cai",27.0857953202553,72.9142046797447
1,"patch",1,2450,"cai",0,100
1,"patch",1,2451,"cai",0,100
1,"patch",1,2452,"cai",0,100
1,"patch",1,2453,"cai",0,100
1,"patch",1,2454,"cai",0,100
1,"patch",1,2455,"cai",0,100
1,"patch",1,2456,"cai",0,100
1,"patch",1,2457,"cai",1.84182015167931,98.1581798483207
1,"patch",1,2458,"cai",0,100
1,"patch",1,2459,"cai",0,100
1,"patch",1,2460,"cai",0,100
1,"patch",1,2461,"cai",0,100
1,"patch",1,2462,"cai",0,100
1,"patch",1,2463,"cai",0,100
1,"patch",1,2464,"cai",0,100
1,"patch",1,2465,"cai",0,100
1,"patch",1,2466,"cai",0,100
1,"patch",1,2467,"cai",0,100
1,"patch",1,2468,"cai",17.6071866067783,82.3928133932217
1,"patch",1,2469,"cai",0,100
1,"patch",1,2470,"cai",0,100
1,"patch",1,2471,"cai",0,100
1,"patch",1,2472,"cai",0,100
1,"patch",1,2473,"cai",0,100
1,"patch",1,2474,"cai",0,100
1,"patch",1,2475,"cai",0,100
1,"patch",1,2476,"cai",0,100
1,"patch",1,2477,"cai",0,100
1,"patch",1,2478,"cai",27.4315934697632,72.5684065302368
1,"patch",1,2479,"cai",0,100
1,"patch",1,2480,"cai",0,100
1,"patch",1,2481,"cai",0,100
1,"patch",1,2482,"cai",0,100
1,"patch",1,2483,"cai",0,100
1,"patch",1,2484,"cai",0,100
1,"patch",1,2485,"cai",0,100
1,"patch",1,2486,"cai",0,100
1,"patch",1,2487,"cai",0,100
1,"patch",1,2488,"cai",0,100
1,"patch",1,2489,"cai",0,100
1,"patch",1,2490,"cai",0,100
1,"patch",1,2491,"cai",0,100
1,"patch",1,2492,"cai",0,100
1,"patch",1,2493,"cai",0,100
1,"patch",1,2494,"cai",0,100
1,"patch",1,2495,"cai",0,100
1,"patch",1,2496,"cai",0,100
1,"patch",1,2497,"cai",0,100
1,"patch",1,2498,"cai",0,100
1,"patch",1,2499,"cai",13.5938543754175,86.4061456245825
1,"patch",1,2500,"cai",0,100
1,"patch",1,2501,"cai",0,100
1,"patch",1,2502,"cai",10.9901240820461,89.0098759179539
1,"patch",1,2503,"cai",0,100
1,"patch",1,2504,"cai",0,100
1,"patch",1,2505,"cai",0,100
1,"patch",1,2506,"cai",0,100
1,"patch",1,2507,"cai",0,100
1,"patch",1,2508,"cai",0,100
1,"patch",1,2509,"cai",0,100
1,"patch",1,2510,"cai",0,100
1,"patch",1,2511,"cai",0,100
1,"patch",1,2512,"cai",0,100
1,"patch",1,2513,"cai",0,100
1,"patch",1,2514,"cai",0,100
1,"patch",1,2515,"cai",0,100
1,"patch",1,2516,"cai",0,100
1,"patch",1,2517,"cai",0,100
1,"patch",1,2518,"cai",0,100
1,"patch",1,2519,"cai",0,100
1,"patch",1,2520,"cai",0,100
1,"patch",1,2521,"cai",0,100
1,"patch",1,2522,"cai",0,100
1,"patch",1,2523,"cai",0,100
1,"patch",1,2524,"cai",0,100
1,"patch",1,2525,"cai",0,100
1,"patch",1,2526,"cai",0,100
1,"patch",1,2527,"cai",6.31820792647904,93.681792073521
1,"patch",1,2528,"cai",0,100
1,"patch",1,2529,"cai",0,100
1,"patch",1,2530,"cai",0,100
1,"patch",1,2531,"cai",0,100
1,"patch",1,2532,"cai",0,100
1,"patch",1,2533,"cai",0,100
1,"patch",1,2534,"cai",0,100
1,"patch",1,2535,"cai",12.5998225377107,87.4001774622893
1,"patch",1,2536,"cai",0,100
1,"patch",1,2537,"cai",0,100
1,"patch",1,2538,"cai",0,100
1,"patch",1,2539,"cai",0,100
1,"patch",1,2540,"cai",1.49863760217984,98.5013623978202
1,"patch",1,2541,"cai",0,100
1,"patch",1,2542,"cai",0,100
1,"patch",1,2543,"cai",0,100
1,"patch",1,2544,"cai",0,100
1,"patch",1,2545,"cai",0,100
1,"patch",1,2546,"cai",56.9719282098481,43.0280717901519
1,"patch",1,2547,"cai",0,100
1,"patch",1,2548,"cai",0,100
1,"patch",1,2549,"cai",4.42233278054174,95.5776672194583
1,"patch",1,2550,"cai",0,100
1,"patch",1,2551,"cai",0,100
1,"patch",1,2552,"cai",0,100
1,"patch",1,2553,"cai",0,100
1,"patch",1,2554,"cai",0,100
1,"patch",1,2555,"cai",0,100
1,"patch",1,2556,"cai",0,100
1,"patch",1,2557,"cai",0,100
1,"patch",1,2558,"cai",0,100
1,"patch",1,2559,"cai",0,100
1,"patch",1,2560,"cai",0,100
1,"patch",1,2561,"cai",0,100
1,"patch",1,2562,"cai",0,100
1,"patch",1,2563,"cai",0,100
1,"patch",1,2564,"cai",0,100
1,"patch",1,2565,"cai",0,100
1,"patch",1,2566,"cai",0,100
1,"patch",1,2567,"cai",0,100
1,"patch",1,2568,"cai",0,100
1,"patch",1,2569,"cai",0,100
1,"patch",1,2570,"cai",0,100
1,"patch",1,2571,"cai",0,100
1,"patch",1,2572,"cai",0,100
1,"patch",1,2573,"cai",0,100
1,"patch",1,2574,"cai",0,100
1,"patch",1,2575,"cai",0,100
1,"patch",1,2576,"cai",27.7888163497019,72.2111836502981
1,"patch",1,2577,"cai",0,100
1,"patch",1,2578,"cai",0,100
1,"patch",1,2579,"cai",0,100
1,"patch",1,2580,"cai",0,100
1,"patch",1,2581,"cai",0,100
1,"patch",1,2582,"cai",4.23836261546821,95.7616373845318
1,"patch",1,2583,"cai",0,100
1,"patch",1,2584,"cai",0,100
1,"patch",1,2585,"cai",0,100
1,"patch",1,2586,"cai",0,100
1,"patch",1,2587,"cai",0,100
1,"patch",1,2588,"cai",0,100
1,"patch",1,2589,"cai",0,100
1,"patch",1,2590,"cai",0,100
1,"patch",1,2591,"cai",0,100
1,"patch",1,2592,"cai",0,100
1,"patch",1,2593,"cai",37.1052033628721,62.8947966371279
1,"patch",1,2594,"cai",0,100
1,"patch",1,2595,"cai",0,100
1,"patch",1,2596,"cai",0,100
1,"patch",1,2597,"cai",0,100
1,"patch",1,2598,"cai",0,100
1,"patch",1,2599,"cai",0,100
1,"patch",1,2600,"cai",0,100
1,"patch",1,2601,"cai",0,100
1,"patch",1,2602,"cai",0,100
1,"patch",1,2603,"cai",0,100
1,"patch",1,2604,"cai",32.4603944390559,67.5396055609441
1,"patch",1,2605,"cai",0,100
1,"patch",1,2606,"cai",0,100
1,"patch",1,2607,"cai",0,100
1,"patch",1,2608,"cai",0,100
1,"patch",1,2609,"cai",0,100
1,"patch",1,2610,"cai",0,100
1,"patch",1,2611,"cai",0,100
1,"patch",1,2612,"cai",0,100
1,"patch",1,2613,"cai",0,100
1,"patch",1,2614,"cai",0,100
1,"patch",1,2615,"cai",77.9734243155094,22.0265756844906
1,"patch",1,2616,"cai",5.71184995737425,94.2881500426257
1,"patch",1,2617,"cai",0,100
1,"patch",1,2618,"cai",0,100
1,"patch",1,2619,"cai",0,100
1,"patch",1,2620,"cai",0,100
1,"patch",1,2621,"cai",0,100
1,"patch",1,2622,"cai",0,100
1,"patch",1,2623,"cai",0,100
1,"patch",1,2624,"cai",0,100
1,"patch",1,2625,"cai",0,100
1,"patch",1,2626,"cai",0,100
1,"patch",1,2627,"cai",0,100
1,"patch",1,2628,"cai",0,100
1,"patch",1,2629,"cai",0,100
1,"patch",1,2630,"cai",0,100
1,"patch",1,2631,"cai",0,100
1,"patch",1,2632,"cai",0,100
1,"patch",1,2633,"cai",0,100
1,"patch",1,2634,"cai",0,100
1,"patch",1,2635,"cai",0,100
1,"patch",1,2636,"cai",0,100
1,"patch",1,2637,"cai",0,100
1,"patch",1,2638,"cai",0,100
1,"patch",1,2639,"cai",0,100
1,"patch",1,2640,"cai",0,100
1,"patch",1,2641,"cai",0,100
1,"patch",1,2642,"cai",0,100
1,"patch",1,2643,"cai",0,100
1,"patch",1,2644,"cai",0,100
1,"patch",1,2645,"cai",0,100
1,"patch",1,2646,"cai",0,100
1,"patch",1,2647,"cai",0,100
1,"patch",1,2648,"cai",0,100
1,"patch",1,2649,"cai",0,100
1,"patch",1,2650,"cai",0,100
1,"patch",1,2651,"cai",0,100
1,"patch",1,2652,"cai",0,100
1,"patch",1,2653,"cai",1.71526586620926,98.2847341337907
1,"patch",1,2654,"cai",0,100
1,"patch",1,2655,"cai",0,100
1,"patch",1,2656,"cai",0,100
1,"patch",1,2657,"cai",0,100
1,"patch",1,2658,"cai",0,100
1,"patch",1,2659,"cai",0,100
1,"patch",1,2660,"cai",0,100
1,"patch",1,2661,"cai",0,100
1,"patch",1,2662,"cai",0,100
1,"patch",1,2663,"cai",0,100
1,"patch",1,2664,"cai",0,100
1,"patch",1,2665,"cai",0,100
1,"patch",1,2666,"cai",0,100
1,"patch",1,2667,"cai",0,100
1,"patch",1,2668,"cai",0,100
1,"patch",1,2669,"cai",0,100
1,"patch",1,2670,"cai",0,100
1,"patch",1,2671,"cai",0,100
1,"patch",1,2672,"cai",0,100
1,"patch",1,2673,"cai",0,100
1,"patch",1,2674,"cai",0,100
1,"patch",1,2675,"cai",0,100
1,"patch",1,2676,"cai",0,100
1,"patch",1,2677,"cai",0,100
1,"patch",1,2678,"cai",0,100
1,"patch",1,2679,"cai",15.884476534296,84.115523465704
1,"patch",1,2680,"cai",0,100
1,"patch",1,2681,"cai",0,100
1,"patch",1,2682,"cai",0,100
1,"patch",1,2683,"cai",0,100
1,"patch",1,2684,"cai",0,100
1,"patch",1,2685,"cai",0,100
1,"patch",1,2686,"cai",0,100
1,"patch",1,2687,"cai",55.8754306375141,44.1245693624859
1,"patch",1,2688,"cai",0,100
1,"patch",1,2689,"cai",0,100
1,"patch",1,2690,"cai",0,100
1,"patch",1,2691,"cai",0,100
1,"patch",1,2692,"cai",0,100
1,"patch",1,2693,"cai",0,100
1,"patch",1,2694,"cai",0,100
1,"patch",1,2695,"cai",0,100
1,"patch",1,2696,"cai",0,100
1,"patch",1,2697,"cai",0,100
1,"patch",1,2698,"cai",0,100
1,"patch",1,2699,"cai",0,100
1,"patch",1,2700,"cai",0,100
1,"patch",1,2701,"cai",0,100
1,"patch",1,2702,"cai",0,100
1,"patch",1,2703,"cai",0,100
1,"patch",1,2704,"cai",0,100
1,"patch",1,2705,"cai",0,100
1,"patch",1,2706,"cai",15.0918635170604,84.9081364829396
1,"patch",1,2707,"cai",0,100
1,"patch",1,2708,"cai",27.7658815132049,72.2341184867952
1,"patch",1,2709,"cai",6.37920850561134,93.6207914943887
1,"patch",1,2710,"cai",0,100
1,"patch",1,2711,"cai",0,100
1,"patch",1,2712,"cai",0,100
1,"patch",1,2713,"cai",0,100
1,"patch",1,2714,"cai",0,100
1,"patch",1,2715,"cai",0,100
1,"patch",1,2716,"cai",0,100
1,"patch",1,2717,"cai",0,100
1,"patch",1,2718,"cai",0,100
1,"patch",1,2719,"cai",0,100
1,"patch",1,2720,"cai",0,100
1,"patch",1,2721,"cai",0,100
1,"patch",1,2722,"cai",0,100
1,"patch",1,2723,"cai",0,100
1,"patch",1,2724,"cai",0,100
1,"patch",1,2725,"cai",0,100
1,"patch",1,2726,"cai",0,100
1,"patch",1,2727,"cai",0,100
1,"patch",1,2728,"cai",0,100
1,"patch",1,2729,"cai",0,100
1,"patch",1,2730,"cai",0,100
1,"patch",1,2731,"cai",0,100
1,"patch",1,2732,"cai",0,100
1,"patch",1,2733,"cai",0,100
1,"patch",1,2734,"cai",0,100
1,"patch",1,2735,"cai",0,100
1,"patch",1,2736,"cai",0,100
1,"patch",1,2737,"cai",0,100
1,"patch",1,2738,"cai",0,100
1,"patch",1,2739,"cai",0,100
1,"patch",1,2740,"cai",0,100
1,"patch",1,2741,"cai",0,100
1,"patch",1,2742,"cai",29.1277890466531,70.8722109533469
1,"patch",1,2743,"cai",0,100
1,"patch",1,2744,"cai",0,100
1,"patch",1,2745,"cai",0,100
1,"patch",1,2746,"cai",0,100
1,"patch",1,2747,"cai",0,100
1,"patch",1,2748,"cai",0,100
1,"patch",1,2749,"cai",0,100
1,"patch",1,2750,"cai",0,100
1,"patch",1,2751,"cai",0,100
1,"patch",1,2752,"cai",0,100
1,"patch",1,2753,"cai",0,100
1,"patch",1,2754,"cai",0,100
1,"patch",1,2755,"cai",0,100
1,"patch",1,2756,"cai",0,100
1,"patch",1,2757,"cai",0,100
1,"patch",1,2758,"cai",0,100
1,"patch",1,2759,"cai",0,100
1,"patch",1,2760,"cai",0,100
1,"patch",1,2761,"cai",0,100
1,"patch",1,2762,"cai",0,100
1,"patch",1,2763,"cai",0,100
1,"patch",1,2764,"cai",0,100
1,"patch",1,2765,"cai",0,100
1,"patch",1,2766,"cai",0,100
1,"patch",1,2767,"cai",0,100
1,"patch",1,2768,"cai",0,100
1,"patch",1,2769,"cai",0.0587544065804935,99.9412455934195
1,"patch",1,2770,"cai",3.56996306934756,96.4300369306524
1,"patch",1,2771,"cai",0,100
1,"patch",1,2772,"cai",0,100
1,"patch",1,2773,"cai",0,100
1,"patch",1,2774,"cai",5.48231301396685,94.5176869860332
1,"patch",1,2775,"cai",14.4695652173913,85.5304347826087
1,"patch",1,2776,"cai",0,100
1,"patch",1,2777,"cai",0,100
1,"patch",1,2778,"cai",0,100
1,"patch",1,2779,"cai",14.6184929878773,85.3815070121227
1,"patch",1,2780,"cai",0,100
1,"patch",1,2781,"cai",0,100
1,"patch",1,2782,"cai",0,100
1,"patch",1,2783,"cai",0,100
1,"patch",1,2784,"cai",16.3487031700288,83.6512968299712
1,"patch",1,2785,"cai",0,100
1,"patch",1,2786,"cai",0,100
1,"patch",1,2787,"cai",0,100
1,"patch",1,2788,"cai",6.00696459663378,93.9930354033662
1,"patch",1,2789,"cai",0,100
1,"patch",1,2790,"cai",0,100
1,"patch",1,2791,"cai",0,100
1,"patch",1,2792,"cai",0,100
1,"patch",1,2793,"cai",0,100
1,"patch",1,2794,"cai",30.2272866507382,69.7727133492618
1,"patch",1,2795,"cai",0,100
1,"patch",1,2796,"cai",0,100
1,"patch",1,2797,"cai",0,100
1,"patch",1,2798,"cai",0,100
1,"patch",1,2799,"cai",0,100
1,"patch",1,2800,"cai",0,100
1,"patch",1,2801,"cai",0,100
1,"patch",1,2802,"cai",0,100
1,"patch",1,2803,"cai",0,100
1,"patch",1,2804,"cai",0,100
1,"patch",1,2805,"cai",0,100
1,"patch",1,2806,"cai",0,100
1,"patch",1,2807,"cai",19.0589527645551,80.9410472354449
1,"patch",1,2808,"cai",1.33104336625161,98.6689566337484
1,"patch",1,2809,"cai",0.275313551544815,99.7246864484552
1,"patch",1,2810,"cai",0,100
1,"patch",1,2811,"cai",0,100
1,"patch",1,2812,"cai",0,100
1,"patch",1,2813,"cai",0,100
1,"patch",1,2814,"cai",0,100
1,"patch",1,2815,"cai",0,100
1,"patch",1,2816,"cai",0,100
1,"patch",1,2817,"cai",0,100
1,"patch",1,2818,"cai",0,100
1,"patch",1,2819,"cai",0,100
1,"patch",1,2820,"cai",0,100
1,"patch",1,2821,"cai",9.25426774483378,90.7457322551662
1,"patch",1,2822,"cai",25.2320675105485,74.7679324894515
1,"patch",1,2823,"cai",36.4122552574329,63.5877447425671
1,"patch",1,2824,"cai",0,100
1,"patch",1,2825,"cai",0,100
1,"patch",1,2826,"cai",0,100
1,"patch",1,2827,"cai",0,100
1,"patch",1,2828,"cai",0,100
1,"patch",1,2829,"cai",0,100
1,"patch",1,2830,"cai",0,100
1,"patch",1,2831,"cai",0,100
1,"patch",1,2832,"cai",0,100
1,"patch",1,2833,"cai",0,100
1,"patch",1,2834,"cai",0,100
1,"patch",1,2835,"cai",16.3113048258531,83.6886951741469
1,"patch",1,2836,"cai",0,100
1,"patch",1,2837,"cai",0,100
1,"patch",1,2838,"cai",31.5056516580279,68.4943483419721
1,"patch",1,2839,"cai",3.44287949921753,96.5571205007825
1,"patch",1,2840,"cai",0,100
1,"patch",1,2841,"cai",0,100
1,"patch",1,2842,"cai",0,100
1,"patch",1,2843,"cai",0,100
1,"patch",1,2844,"cai",0,100
1,"patch",1,2845,"cai",0,100
1,"patch",1,2846,"cai",0,100
1,"patch",1,2847,"cai",0,100
1,"patch",1,2848,"cai",0,100
1,"patch",1,2849,"cai",0,100
1,"patch",1,2850,"cai",0,100
1,"patch",1,2851,"cai",9.65885737772298,90.341142622277
1,"patch",1,2852,"cai",0,100
1,"patch",1,2853,"cai",0,100
1,"patch",1,2854,"cai",0,100
1,"patch",1,2855,"cai",0,100
1,"patch",1,2856,"cai",0,100
1,"patch",1,2857,"cai",0,100
1,"patch",1,2858,"cai",0,100
1,"patch",1,2859,"cai",0,100
1,"patch",1,2860,"cai",0,100
1,"patch",1,2861,"cai",0,100
1,"patch",1,2862,"cai",0,100
1,"patch",1,2863,"cai",0,100
1,"patch",1,2864,"cai",0,100
1,"patch",1,2865,"cai",15.8978583196046,84.1021416803954
1,"patch",1,2866,"cai",0,100
1,"patch",1,2867,"cai",12.8933231005372,87.1066768994628
1,"patch",1,2868,"cai",0,100
1,"patch",1,2869,"cai",0,100
1,"patch",1,2870,"cai",0,100
1,"patch",1,2871,"cai",0,100
1,"patch",1,2872,"cai",2.60869565217391,97.3913043478261
1,"patch",1,2873,"cai",0,100
1,"patch",1,2874,"cai",0,100
1,"patch",1,2875,"cai",39.0433599066693,60.9566400933307
1,"patch",1,2876,"cai",27.7947376072104,72.2052623927896
1,"patch",1,2877,"cai",0,100
1,"patch",1,2878,"cai",0,100
1,"patch",1,2879,"cai",39.714698829172,60.285301170828
1,"patch",1,2880,"cai",0,100
1,"patch",1,2881,"cai",0,100
1,"patch",1,2882,"cai",0,100
1,"patch",1,2883,"cai",0,100
1,"patch",1,2884,"cai",0,100
1,"patch",1,2885,"cai",0,100
1,"patch",1,2886,"cai",0,100
1,"patch",1,2887,"cai",0,100
1,"patch",1,2888,"cai",0,100
1,"patch",1,2889,"cai",0,100
1,"patch",1,2890,"cai",0,100
1,"patch",1,2891,"cai",0,100
1,"patch",1,2892,"cai",23.5294117647059,76.4705882352941
1,"patch",1,2893,"cai",0,100
1,"patch",1,2894,"cai",0,100
1,"patch",1,2895,"cai",0,100
1,"patch",1,2896,"cai",0,100
1,"patch",1,2897,"cai",0,100
1,"patch",1,2898,"cai",0,100
1,"patch",1,2899,"cai",0,100
1,"patch",1,2900,"cai",0,100
1,"patch",1,2901,"cai",0,100
1,"patch",1,2902,"cai",0,100
1,"patch",1,2903,"cai",0,100
1,"patch",1,2904,"cai",38.7230339152909,61.2769660847091
1,"patch",1,2905,"cai",0,100
1,"patch",1,2906,"cai",0,100
1,"patch",1,2907,"cai",0,100
1,"patch",1,2908,"cai",0,100
1,"patch",1,2909,"cai",0,100
1,"patch",1,2910,"cai",2.32426303854875,97.6757369614512
1,"patch",1,2911,"cai",0,100
1,"patch",1,2912,"cai",0,100
1,"patch",1,2913,"cai",0,100
1,"patch",1,2914,"cai",0,100
1,"patch",1,2915,"cai",0,100
1,"patch",1,2916,"cai",0,100
1,"patch",1,2917,"cai",0,100
1,"patch",1,2918,"cai",0,100
1,"patch",1,2919,"cai",0,100
1,"patch",1,2920,"cai",0,100
1,"patch",1,2921,"cai",0,100
1,"patch",1,2922,"cai",0,100
1,"patch",1,2923,"cai",12.3921568627451,87.6078431372549
1,"patch",1,2924,"cai",0,100
1,"patch",1,2925,"cai",0,100
1,"patch",1,2926,"cai",0,100
1,"patch",1,2927,"cai",0,100
1,"patch",1,2928,"cai",0,100
1,"patch",1,2929,"cai",0,100
1,"patch",1,2930,"cai",0,100
1,"patch",1,2931,"cai",0,100
1,"patch",1,2932,"cai",0,100
1,"patch",1,2933,"cai",0,100
1,"patch",1,2934,"cai",0,100
1,"patch",1,2935,"cai",0,100
1,"patch",1,2936,"cai",0,100
1,"patch",1,2937,"cai",0,100
1,"patch",1,2938,"cai",0,100
1,"patch",1,2939,"cai",0,100
1,"patch",1,2940,"cai",0,100
1,"patch",1,2941,"cai",0,100
1,"patch",1,2942,"cai",11.7810392701309,88.2189607298691
1,"patch",1,2943,"cai",0,100
1,"patch",1,2944,"cai",0,100
1,"patch",1,2945,"cai",0,100
1,"patch",1,2946,"cai",0,100
1,"patch",1,2947,"cai",0,100
1,"patch",1,2948,"cai",53.9550714771954,46.0449285228046
1,"patch",1,2949,"cai",0,100
1,"patch",1,2950,"cai",0,100
