"HC_ID","canopy_mean","elevation_range","pct_sinacbc","nTotalRoads","nPrimaria","nSecundaria","nOtherRoads","nForestPatches","meanForestPatchArea","nAgPatches","meanAgPatchArea","pct_forest","pct_ag","hc_areasqkm"
60,30,21.08935546875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000299719149659926
61,30,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00029975175307566
62,26.7293531327021,6.910888671875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00199819253597544
63,22.0015487670898,5.3511962890625,0,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99278949272266e-05
64,21.6889254252116,16.1365966796875,0,0,0,0,0,1,0.000299784456550435,0,0,100,0,0.000299784456550435
65,21.9999128977458,0,0,0,0,0,0,1,0.323866434111715,0,0,100,0,0.000299784089310822
66,24.9619617462158,6.5059814453125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000499543216483697
67,24.2804293999305,0,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00109893919943596
68,29.4726014137268,7.988037109375,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00189838399525484
69,24.381799697876,0,0,0,0,0,0,1,0.323866434111715,0,0,100,0,0.000299784431485314
70,24.9937913417816,2.8536376953125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00269739435554876
71,30,10.314453125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000399625065274988
72,25.782356262207,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99313935946411e-05
73,26.3595886042553,67.088623046875,0,0,0,0,0,1,0.323866434111715,0,0,100,0,0.0160883992693653
74,30,6.9144287109375,0,0,0,0,0,1,0.323866434111715,0,0,100,0,9.99279909334291e-05
75,22,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99180423515791e-05
76,8.55520343780518,0,0,0,0,0,0,1,0.323866434111715,0,0,100,0,9.99282501840498e-05
77,27.1221921363996,127.151489257812,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0432703480107601
78,30,7.8162841796875,0,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99172438848182e-05
79,25.521076798439,14.893798828125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00159861760661182
80,24.415545463562,10.2962646484375,0,0,0,0,0,1,0.020285580313628,0,0,100,0,0.000199857821645302
81,30,16.8699951171875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00029971789777989
82,30,9.4569091796875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00189821852502623
83,25.7395153114512,72.7109375,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0236784820408449
84,16.8599576950073,0,0,0,0,0,0,1,0.323866434111715,0,0,100,0,0.000199855887865357
85,21.1209697723389,0.51708984375,0,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99153363626392e-05
86,28.8474459127218,64.2509765625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.050155330169652
87,23.0835673106683,390.4619140625,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.124715111455525
88,19.210765838623,11.000244140625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99135193100519e-05
89,23.2784810573497,22.9356689453125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00419634391457209
90,21.6336574554443,5.666259765625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00019982168135891
91,22.7768397080271,1.0931396484375,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00189834868427466
92,23.2974241611909,249.087768554688,0,0,0,0,0,1,1001.95258107818,3,0.293398879673044,99.7105300593254,0.358670971436422,0.0836421187916452
93,24,0,0,0,0,0,0,1,0.0939328726180176,0,0,100,0,0.000199857222135266
94,15.7628940435556,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00109935479269723
95,26.9319553375244,13.1251220703125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00129886882381764
96,30,7.60205078125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,9.9911603329354e-05
97,28.1120441143329,0,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000799306737365929
98,29.6072769165039,5.1976318359375,100,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99133914475678e-05
99,16.5626005172729,10.3443603515625,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0032977741979354
100,27.6222496032715,0,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00049956636881466
101,21.5244660377502,0,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00079930471585138
102,29.1935935020447,8.8123779296875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000399646101683917
103,26.5340557098389,0,100,0,0,0,0,1,7.30885385384342,0,0,100,0,0.000399658610489016
104,27.3855653789872,78.20068359375,100,0,0,0,0,1,1001.95258107818,1,9.32018288387161,99.8753910390983,0.213408955211748,0.046858389752566
105,22.8309903144836,4.96484375,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00319721818425173
106,24.1064472381885,21.01513671875,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00229845897329797
107,27.9653797149658,32.5655517578125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000199822779764057
108,22.2802541179042,0,0,0,0,0,0,1,7.94082962937099,0,0,100,0,0.00259826164881414
109,29.968198499109,54.4971923828125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0107901878984654
110,26.8457671574184,0,0,0,0,0,0,1,7.94082962937099,0,0,100,0,0.000699533184790649
111,23.7652724583944,12.92529296875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000399648238994429
112,23,0,0,0,0,0,0,1,7.94082962937099,0,0,100,0,0.000299799726138182
113,23.0453565260943,68.8070068359375,0,0,0,0,0,1,7.94082962937099,0,0,100,0,0.00469686467712255
114,25.970752120018,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00159888653556813
115,13.9645015171596,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000499661296233724
116,19.7612569332123,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000799342231377203
117,24.3797076823665,60.3724365234375,0,0,0,0,0,1,7.94082962937099,0,0,100,0,0.0165889539994138
118,27.969122363675,31.0833740234375,0,0,0,0,0,1,0.323866434111715,0,0,100,0,0.00509630902612077
119,21.5521903288992,15.1690673828125,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00159892036759879
120,26,14.2931518554688,0,0,0,0,0,1,0.170871963827252,0,0,100,0,9.99247887757374e-05
121,23.9162558834962,66.509765625,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00889401338914225
122,26.1324783325195,7.1483154296875,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000399671507972889
123,18.0475902557373,11.93310546875,0,0,0,0,0,1,7.94082962937099,0,0,100,0,9.99330372163386e-05
124,17.6259838482913,55.124755859375,0,0,0,0,0,1,7.94082962937099,0,0,100,0,0.00569619624919708
125,30,0,100,0,0,0,0,1,7.30885385384342,0,0,100,0,0.00129888701102418
126,26.5809951122896,23.963134765625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00709369739532021
127,23.0945099917325,12.3555908203125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0010990221067214
128,28.3991241455078,6.4217529296875,100,0,0,0,0,1,7.30885385384342,0,0,100,0,9.9914364705779e-05
129,21.8034425462995,0.7213134765625,0,0,0,0,0,1,0.455938606865966,0,0,100,0,0.00119904334466762
130,20,0,0,0,0,0,0,1,7.94082962937099,0,0,100,0,9.99334590751023e-05
131,27.09162846812,54.362548828125,100,0,0,0,0,1,7.30885385384342,0,0,100,0,0.0248786423596148
132,21.2351612091064,0,0,0,0,0,0,1,0.455938606865966,0,0,100,0,0.000499601794379632
133,25.4836232321603,116.110107421875,100,0,0,0,0,2,1001.95258107818,5,3.80157478777529,97.9942911435782,2.10288178419696,0.0237768952947081
134,29.7057694100874,102.216430664062,100,0,0,0,0,1,7.30885385384342,0,0,100,0,0.0518551658029693
135,23.3894160588582,0,0,0,0,0,0,1,0.455938606865966,0,0,100,0,0.000499601939674118
136,20.1187864939372,0,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00139877408523354
137,22.9161024093628,0.574951171875,0,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99169761227968e-05
138,16.9877796173096,2.1492919921875,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000499590159728672
139,20.3082202275594,11.79345703125,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000599504350752628
140,20.9508286878603,61.6123046875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0195825739917037
141,21.4226021766663,32.30615234375,0,0,0,0,0,1,1001.95258107818,1,21.6083750270394,87.5727379953137,12.5103911421877,0.000799335519277083
142,21.5667425791423,15.544677734375,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000299750876692095
143,29.3472031364756,80.6876220703125,100,0,0,0,0,1,1001.95258107818,2,0.00829194337320085,99.0755535404881,1.02139745918029,0.0195810160092338
144,22.1065573692322,4.0341796875,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000299753196113787
145,27.030345916748,23.6405029296875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99031674369617e-05
146,17.752849817276,0,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000799299511590565
147,29.3558850288391,12.1268310546875,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000399612060385378
148,24.7510664322797,15.5223388671875,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00479606430681657
149,29.4854679107666,8.2281494140625,0,0,0,0,0,1,0.455938606865966,0,0,100,0,9.99204485067021e-05
150,18.4912300109863,2.83447265625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000199824815118147
151,25.6551621134688,17.9346313476562,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00679517473475209
152,30,14.512939453125,100,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99085578618542e-05
153,30,0,100,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99086094035592e-05
154,21.5608777999878,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00019983405533529
155,19.2123489379883,3.216552734375,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00019982463617195
156,25,7.37908935546875,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000199857906632489
157,24.0404777526855,10.02490234375,100,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99028365444392e-05
158,26.3693474310416,25.661376953125,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00389720100609376
159,25.9633212498256,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.00239831126251606
160,30,0,0,0,0,0,0,1,0.455938606865966,0,0,100,0,0.000199841098703095
161,20.7176621754964,2.9302978515625,0,0,0,0,0,1,0.895134233733238,0,0,100,0,0.00019985027059511
162,21.4736619096882,143.869750976562,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0710404061415717
163,26.2423415184021,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000299754036848171
164,27,5.871337890625,0,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99180536999484e-05
165,22,0,0,0,0,0,0,1,0.895134233733238,0,0,100,0,9.9925147977774e-05
166,24.0679542223612,4.150146484375,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000999173680731139
167,23.0210755666097,10.8580322265625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000199808788985363
168,24.0098203687525,40.583984375,0,0,0,0,0,1,1001.95258107818,2,21.6083750270394,98.4143407325084,1.66803967343235,0.0119901224884212
169,27.996644337972,0,100,0,0,0,0,1,7.30885385384342,0,0,100,0,0.000299739727028573
170,26.0079278945923,0,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000199808970933402
171,24.8853282928467,7.5892333984375,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000299754086024332
172,23.065192080411,83.1949462890625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0228795826404049
173,20.0817651748657,1.30596923828125,0,0,0,0,0,1,0.895134233733238,0,0,100,0,0.000199850469015655
174,23.8963790893555,12.283447265625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000299732118103828
175,27.8463099660575,697.575378417969,100,0,0,0,0,1,7.30885385384342,9,0.352692913897353,100,0.048113978620476,2.07839806366466
176,24.2387762069702,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000199836234021932
177,19,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,9.99179650219448e-05
178,28.6801013108846,223.837158203125,100,0,0,0,0,1,1001.95258107818,1,9.32018288387161,100,0.0319169626937903,0.313313020914285
179,27.4186252593994,0,0,0,0,0,0,1,1001.95258107818,0,0,100,0,0.000399738854674026
180,25.3292501666878,35.476806640625,100,0,0,0,0,1,1001.95258107818,0,0,100,0,0.0201813603405472
